compiler,#e,M,gates,gate_spec,coupling
tket,0,10,"[[(2, 3), (0, 4), (5, 6)], [(2, 8), (4, 5), (6, 7)], [(3, 4), (1, 2), (6, 9)], [(0, 4), (2, 3), (6, 7)], [(9,)], [(0,)], [(2,)], [(7,)], [(1, 2)], [(2, 8)], [(8,)], [(2,)], [(3,)], [(4,)], [(5,)], [(6,)], [(2, 3), (4, 5)], [(3, 4)], [(2, 3), (4, 5)], [(3,)], [(5, 6)], [(5,)], [(2,)], [(4,)], [(2, 3), (5, 6)], [(3, 4)], [(4, 5)], [(3, 4)], [(3,)], [(5,)], [(5, 4)], [(4,)], [(5,)], []]","[[' U4', ' U4', ' U4'], [' U4', ' U4', ' U4'], [' U4', ' U4', ' U4'], [' U4', ' U4', ' U4'], ['m4'], ['m0'], ['m2'], ['m3'], [' U4'], [' U4'], ['m1'], ['v2'], ['v3'], ['v1'], ['v0'], ['v4'], [' U4', ' U4'], [' U4'], [' U4', ' U4'], ['m5'], ['U4'], ['m6'], ['v6'], ['v5'], [' U4', ' U4'], [' U4'], [' U4'], [' U4'], ['m0'], ['v7'], ['U4'], ['m1'], ['v8'], []]",[]
tket,1,10,"[[(4, 14), (5, 6), (1, 2), (8, 11)], [(4, 5)], [(6,)], [(11, 12), (4, 14)], [(12, 13), (0, 4)], [(3, 4), (13, 14)], [(13,)], [(0, 4), (2, 3)], [(0,)], [(8, 2)], [(3,)], [(1, 2)], [(1,)], [(2,)], [(4,)], [(5,)], [(8,)], [(14,)], [(4, 5), (2, 8)], [(3, 4)], [(2, 3), (4, 14)], [(2, 8), (3, 4)], [(2,)], [(3,)], [(5,)], [(8,)], [(2, 8)], [(2, 3)], [(3, 4)], [(4, 5)], [(3, 4)], [(4,)], [(5,)], [(4, 5)], [(3, 4)], [(3,)], [(4,)], []]","[[' U4', ' U4', ' U4', ' U4'], [' U4'], ['m4'], [' U4', ' U4'], [' U4', ' U4'], [' U4', ' U4'], ['m3'], [' U4', ' U4'], ['m0'], ['U4'], ['m1'], ['U4'], ['m2'], ['v3'], ['v1'], ['v0'], ['v2'], ['v4'], [' U4', ' U4'], [' U4'], [' U4', ' U4'], [' U4', ' U4'], ['m5'], ['m6'], ['v5'], ['v6'], [' U4'], [' U4'], [' U4'], [' U4'], [' U4'], ['m0'], ['v7'], [' U4'], [' U4'], ['m1'], ['v8'], []]","[[4, 14]]"
tket,2,10,"[[(2, 3), (8, 11), (5, 13), (6, 9), (0, 4)], [(2, 8), (5, 9)], [(11,)], [(2,)], [(5, 13)], [(5, 6)], [(13,)], [(4, 5)], [(3, 4)], [(5,)], [(0, 4)], [(0,)], [(3,)], [(4,)], [(6,)], [(8,)], [(9,)], [(2, 8), (3, 4), (6, 9)], [(2, 3), (4, 5)], [(3,)], [(6, 5)], [(6,)], [(2, 3)], [(5,)], [(9,)], [(3, 4), (5, 9)], [(4, 5)], [(5,)], [(9,)], [(5, 9)], [(4, 5)], [(4,)], [(5,)], []]","[[' U4', ' U4', ' U4', ' U4', ' U4'], [' U4', ' U4'], ['m4'], ['m3'], [' U4'], [' U4'], ['m0'], [' U4'], [' U4'], ['m1'], ['U4'], ['m2'], ['v2'], ['v3'], ['v1'], ['v4'], ['v0'], [' U4', ' U4 U4', ' U4'], [' U4', ' U4'], ['m6'], ['U4'], ['m5'], ['U4'], ['v6'], ['v5'], [' U4', ' U4'], [' U4'], ['m0'], ['v7'], [' U4'], [' U4'], ['m1'], ['v8'], []]","[[5, 13], [5, 9]]"
tket,3,10,"[[(2, 3), (8, 11), (5, 13), (14, 15), (0, 4)], [(2, 8), (5, 15)], [(11,)], [(13, 14)], [(2,)], [(5, 4)], [(13,)], [(3, 4)], [(5,)], [(0, 4)], [(0,)], [(3,)], [(4,)], [(8,)], [(14,)], [(15,)], [(2, 8), (3, 4), (14, 15)], [(2, 3), (4, 5)], [(3,)], [(14, 5)], [(14,)], [(2, 3)], [(5,)], [(15,)], [(3, 4), (5, 15)], [(4, 5)], [(5,)], [(15,)], [(5, 15)], [(4, 5)], [(4,)], [(5,)], []]","[[' U4', ' U4', ' U4', ' U4', ' U4'], [' U4', ' U4'], ['m4'], ['U4'], ['m3'], ['U4'], ['m0'], ['U4'], ['m1'], ['U4'], ['m2'], ['v2'], ['v3'], ['v4'], ['v1'], ['v0'], [' U4', ' U4 U4', ' U4'], [' U4', ' U4'], ['m6'], ['U4'], ['m5'], ['U4'], ['v6'], ['v5'], [' U4', ' U4'], [' U4'], ['m0'], ['v7'], [' U4'], [' U4'], ['m1'], ['v8'], []]","[[5, 13], [5, 14], [5, 15]]"
tket,4,10,"[[(3, 4), (2, 8), (13, 14)], [(0, 4), (1, 2), (3, 8)], [(3,)], [(8, 12), (4, 5)], [(2, 8), (4, 13)], [(5,)], [(1, 2), (4, 12), (13, 14)], [(1,)], [(8, 12)], [(14,)], [(8,)], [(0,)], [(2,)], [(4,)], [(12,)], [(13,)], [(2, 8), (0, 4)], [(8, 12)], [(12, 13)], [(12,)], [(8, 12)], [(4, 12)], [(4,)], [(0,)], [(12,)], [(0, 4)], [(4, 12)], [(12, 13)], [(12,)], [(4,)], [(4, 13)], [(13,)], [(4,)], []]","[[' U4', ' U4', ' U4'], [' U4', ' U4', ' U4'], ['m0'], [' U4', ' U4'], [' U4', ' U4'], ['m4'], [' U4', ' U4', ' U4'], ['m1'], ['U4'], ['m3'], ['m2'], ['v0'], ['v2'], ['v1'], ['v3'], ['v4'], [' U4', ' U4'], [' U4'], [' U4'], ['m6'], [' U4'], [' U4'], ['m5'], ['v5'], ['v6'], [' U4'], [' U4'], [' U4'], ['m0'], ['v7'], ['U4'], ['m1'], ['v8'], []]","[[3, 8], [8, 12], [4, 12], [4, 13]]"
tket,5,10,"[[(2, 8), (3, 12), (13, 14)], [(1, 2), (3, 8)], [(3,)], [(2, 3)], [(1, 2), (3, 4)], [(2, 3), (4, 13)], [(2,)], [(4,)], [(0, 4)], [(4, 5)], [(4, 13)], [(5,)], [(14, 13)], [(14,)], [(3,)], [(4,)], [(8,)], [(12,)], [(13,)], [(3, 4), (8, 12)], [(3, 8), (4, 13)], [(4,)], [(8,)], [(3,)], [(12,)], [(3, 12)], [(12, 13)], [(3, 12)], [(3,)], [(13,)], [(13, 12)], [(12,)], [(13,)], []]","[[' U4', ' U4', ' U4'], [' U4', ' U4'], ['m0'], [' U4'], [' U4', ' U4'], [' U4', ' U4'], ['m1'], ['m2'], [' U4'], [' U4'], [' U4'], ['m4'], ['U4'], ['m3'], ['v2'], ['v3'], ['v1'], ['v0'], ['v4'], [' U4', ' U4'], [' U4', ' U4'], ['m6'], ['m5'], ['v6'], ['v5'], [' U4'], [' U4'], [' U4'], ['m0'], ['v7'], ['U4'], ['m1'], ['v8'], []]","[[3, 8], [8, 12], [3, 12], [4, 12], [4, 13]]"
tket,6,10,"[[(4, 14), (13, 17), (2, 8), (5, 6)], [(4, 13)], [(8,)], [(17, 14)], [(4,)], [(0, 4), (5, 14)], [(14,)], [(3, 4), (6, 14)], [(2, 3), (4, 14)], [(3,)], [(14,)], [(2,)], [(4,)], [(5,)], [(13,)], [(17,)], [(2, 3), (4, 5), (13, 17)], [(3, 4), (5, 14)], [(4,)], [(13, 14)], [(13,)], [(3, 4)], [(14,)], [(17,)], [(14, 17)], [(4, 14)], [(14,)], [(17,)], [(14, 17)], [(4, 14)], [(4,)], [(14,)], []]","[[' U4', ' U4', ' U4', ' U4'], [' U4'], ['m4'], ['U4'], ['m0'], [' U4', ' U4'], ['m1'], [' U4', ' U4'], [' U4', ' U4'], ['m3'], ['m2'], ['v4'], ['v3'], ['v2'], ['v1'], ['v0'], [' U4', ' U4', ' U4'], [' U4', ' U4'], ['m6'], ['U4'], ['m5'], ['U4'], ['v6'], ['v5'], [' U4'], [' U4'], ['m0'], ['v7'], [' U4'], [' U4'], ['m1'], ['v8'], []]","[[4, 13], [4, 14], [5, 14], [6, 14], [12, 17], [14, 17]]"
tket,7,10,"[[(3, 8), (0, 4), (12, 13), (1, 2), (14, 15)], [(3, 4), (8, 12)], [(15,)], [(2, 3), (4, 14)], [(8,)], [(0, 4), (1, 2), (3, 13)], [(0,)], [(1,)], [(13,)], [(2,)], [(3,)], [(4,)], [(12,)], [(14,)], [(13, 14), (2, 3)], [(12, 13)], [(3, 12)], [(3, 4)], [(12,)], [(2, 3)], [(2,)], [(4,)], [(13,)], [(4, 13)], [(3, 4)], [(4,)], [(13,)], [(13, 3)], [(3,)], [(13,)], []]","[[' U4', ' U4', ' U4', ' U4', ' U4'], [' U4', ' U4'], ['m4'], [' U4', ' U4'], ['m0'], [' U4', ' U4', ' U4'], ['m3'], ['m2'], ['m1'], ['v3'], ['v2'], ['v4'], ['v1'], ['v0'], [' U4', ' U4'], [' U4'], [' U4'], [' U4'], ['m5'], ['U4'], ['m6'], ['v6'], ['v5'], [' U4'], [' U4'], ['m0'], ['v7'], ['U4'], ['m1'], ['v8'], []]","[[3, 8], [8, 12], [3, 12], [3, 13], [4, 13], [4, 14], [0, 3]]"
