compiler,fidelity,g1,g2,#e,idling time,two qubit gate fidelity,gates,gate_spec,coupling
tket,0.569968730929357,66,46,9,"[63, 48, 24, 40, 63, 62, 64, 58, 63, 41]","[0.991, 0.991, 0.986, 0.986, 0.986, 0.986, 0.986, 0.986, 0.986, 0.986, 0.986, 0.986, 0.986, 0.986, 0.991, 0.991, 0.991, 0.991, 0.991, 0.991, 0.991, 0.991, 0.991, 0.991, 0.991, 0.991, 0.991, 0.9905, 0.9905, 0.9905, 0.9905, 0.991, 0.991, 0.991, 0.991, 0.991, 0.991, 0.991, 0.991, 0.991, 0.991, 0.991, 0.991, 0.991, 0.991, 0.991]","[(4, 14), [4], [14], (4, 14), (5, 14), [5], [14], (5, 14), (4, 12), [4], [12], (4, 12), (0, 5), [0], [5], (0, 5), (13, 14), [13], [14], (13, 14), (0, 3), [0], [3], (0, 3), (5, 6), [5], [6], (5, 6), (2, 3), [2], [3], (2, 3), (6, 14), [6], [14], (6, 14), [6], [14], (6, 14), [6], [14], (3, 12), [3], [12], (3, 12), [3], [12], (3, 12), [3], [12], (4, 14), [4], [14], (4, 14), [4], [14], (4, 14), [4], [14], (0, 3), [0], [3], (0, 3), (13, 14), [13], [14], (13, 14), (3, 4), [3], [4], (3, 4), [3], [4], (3, 4), [3], [4], (12, 13), [12], [13], (12, 13), (2, 3), [2], [3], (2, 3), [2], [8], (2, 8), [2], [8], (2, 8), [2], [8], (2, 8), [2], [8], (2, 3), [2], [3], (2, 3), (3, 4), [3], [4], (3, 4), [3], [4], (3, 4), [3], [4], (2, 3), [2], [3], (2, 3)]","['syc', 'sg', 'sg', 'syc', 'syc', 'sg', 'sg', 'syc', 'syc', 'sg', 'sg', 'syc', 'syc', 'sg', 'sg', 'syc', 'syc', 'sg', 'sg', 'syc', 'syc', 'sg', 'sg', 'syc', 'syc', 'sg', 'sg', 'syc', 'syc', 'sg', 'sg', 'syc', 'syc', 'sg', 'sg', 'syc', 'sg', 'sg', 'syc', 'sg', 'sg', 'syc', 'sg', 'sg', 'syc', 'sg', 'sg', 'syc', 'sg', 'sg', 'syc', 'sg', 'sg', 'syc', 'sg', 'sg', 'syc', 'sg', 'sg', 'syc', 'sg', 'sg', 'syc', 'syc', 'sg', 'sg', 'syc', 'syc', 'sg', 'sg', 'syc', 'sg', 'sg', 'syc', 'sg', 'sg', 'syc', 'sg', 'sg', 'syc', 'syc', 'sg', 'sg', 'syc', 'sg', 'sg', 'syc', 'sg', 'sg', 'syc', 'sg', 'sg', 'syc', 'sg', 'sg', 'syc', 'sg', 'sg', 'syc', 'syc', 'sg', 'sg', 'syc', 'sg', 'sg', 'syc', 'sg', 'sg', 'syc', 'sg', 'sg', 'syc']",
tket,0.5733750310500029,54,40,5,"[58, 43, 28, 58, 58, 59, 53, 40, 58, 57]","[0.991, 0.991, 0.986, 0.986, 0.986, 0.986, 0.986, 0.986, 0.986, 0.986, 0.9855, 0.981, 0.9855, 0.9855, 0.981, 0.9855, 0.986, 0.986, 0.986, 0.986, 0.986, 0.986, 0.986, 0.986, 0.991, 0.991, 0.991, 0.991, 0.991, 0.991, 0.991, 0.991, 0.991, 0.991, 0.991, 0.991, 0.991, 0.991, 0.991, 0.991]","[(4, 5), [4], [5], (4, 5), (5, 14), [5], [14], (5, 14), (4, 12), [4], [12], (4, 12), (0, 5), [0], [5], (0, 5), (13, 14), [13], [14], (13, 14), (3, 13), [3], [13], (3, 13), (0, 4), [0], [4], (0, 4), (14, 17), [14], [17], (14, 17), (2, 3), [2], [3], (2, 3), (12, 13), [12], [13], (12, 13), (0, 3), [0], [3], (0, 3), (13, 17), [13], [17], (13, 17), [13], [17], (13, 17), [13], [17], (3, 13), [3], [13], (3, 13), [3], [13], (3, 13), [3], [13], (2, 3), [2], [3], (2, 3), [2], [8], (2, 8), [2], [8], (2, 8), [2], [8], (2, 8), [2], [8], (2, 3), [2], [3], (2, 3), (3, 12), [3], [12], (3, 12), [3], [12], (3, 12), [3], [12], (2, 3), [2], [3], (2, 3)]","['syc', 'sg', 'sg', 'syc', 'syc', 'sg', 'sg', 'syc', 'syc', 'sg', 'sg', 'syc', 'syc', 'sg', 'sg', 'syc', 'syc', 'sg', 'sg', 'syc', 'syc', 'sg', 'sg', 'syc', 'syc', 'sg', 'sg', 'syc', 'syc', 'sg', 'sg', 'syc', 'syc', 'sg', 'sg', 'syc', 'syc', 'sg', 'sg', 'syc', 'syc', 'sg', 'sg', 'syc', 'syc', 'sg', 'sg', 'syc', 'sg', 'sg', 'syc', 'sg', 'sg', 'syc', 'sg', 'sg', 'syc', 'sg', 'sg', 'syc', 'sg', 'sg', 'syc', 'sg', 'sg', 'syc', 'sg', 'sg', 'syc', 'sg', 'sg', 'syc', 'sg', 'sg', 'syc', 'sg', 'sg', 'syc', 'sg', 'sg', 'syc', 'syc', 'sg', 'sg', 'syc', 'sg', 'sg', 'syc', 'sg', 'sg', 'syc', 'sg', 'sg', 'syc']",
tket,0.5958486978230019,54,40,4,"[58, 43, 28, 58, 58, 59, 53, 40, 58, 57]","[0.991, 0.991, 0.986, 0.986, 0.986, 0.986, 0.986, 0.986, 0.986, 0.986, 0.9855, 0.981, 0.9855, 0.9855, 0.981, 0.9855, 0.9905, 0.9905, 0.9905, 0.9905, 0.991, 0.991, 0.991, 0.991, 0.991, 0.991, 0.991, 0.991, 0.991, 0.991, 0.991, 0.991, 0.991, 0.991, 0.991, 0.991, 0.991, 0.991, 0.991, 0.991]","[(4, 5), [4], [5], (4, 5), (5, 14), [5], [14], (5, 14), (4, 12), [4], [12], (4, 12), (0, 5), [0], [5], (0, 5), (13, 14), [13], [14], (13, 14), (3, 13), [3], [13], (3, 13), (0, 4), [0], [4], (0, 4), (14, 17), [14], [17], (14, 17), (2, 3), [2], [3], (2, 3), (12, 13), [12], [13], (12, 13), (0, 3), [0], [3], (0, 3), (13, 17), [13], [17], (13, 17), [13], [17], (13, 17), [13], [17], (3, 13), [3], [13], (3, 13), [3], [13], (3, 13), [3], [13], (2, 3), [2], [3], (2, 3), [2], [8], (2, 8), [2], [8], (2, 8), [2], [8], (2, 8), [2], [8], (2, 3), [2], [3], (2, 3), (3, 12), [3], [12], (3, 12), [3], [12], (3, 12), [3], [12], (2, 3), [2], [3], (2, 3)]","['syc', 'sg', 'sg', 'syc', 'syc', 'sg', 'sg', 'syc', 'syc', 'sg', 'sg', 'syc', 'syc', 'sg', 'sg', 'syc', 'syc', 'sg', 'sg', 'syc', 'syc', 'sg', 'sg', 'syc', 'syc', 'sg', 'sg', 'syc', 'syc', 'sg', 'sg', 'syc', 'syc', 'sg', 'sg', 'syc', 'syc', 'sg', 'sg', 'syc', 'syc', 'sg', 'sg', 'syc', 'syc', 'sg', 'sg', 'syc', 'sg', 'sg', 'syc', 'sg', 'sg', 'syc', 'sg', 'sg', 'syc', 'sg', 'sg', 'syc', 'sg', 'sg', 'syc', 'sg', 'sg', 'syc', 'sg', 'sg', 'syc', 'sg', 'sg', 'syc', 'sg', 'sg', 'syc', 'sg', 'sg', 'syc', 'sg', 'sg', 'syc', 'syc', 'sg', 'sg', 'syc', 'sg', 'sg', 'syc', 'sg', 'sg', 'syc', 'sg', 'sg', 'syc']",
tket,0.6050331495831426,48,37,8,"[49, 49, 49, 49, 50, 34, 23, 49, 49, 39]","[0.991, 0.991, 0.986, 0.986, 0.986, 0.986, 0.986, 0.986, 0.986, 0.986, 0.9855, 0.981, 0.9855, 0.9855, 0.981, 0.9855, 0.986, 0.986, 0.986, 0.986, 0.9905, 0.9905, 0.9905, 0.9905, 0.991, 0.991, 0.991, 0.991, 0.991, 0.991, 0.991, 0.991, 0.991, 0.991, 0.991, 0.991, 0.991]","[(4, 5), [4], [5], (4, 5), (5, 14), [5], [14], (5, 14), (4, 12), [4], [12], (4, 12), (0, 5), [0], [5], (0, 5), (13, 14), [13], [14], (13, 14), (3, 13), [3], [13], (3, 13), (0, 4), [0], [4], (0, 4), (14, 17), [14], [17], (14, 17), (3, 11), [3], [11], (3, 11), (12, 13), [12], [13], (12, 13), (12, 17), [12], [17], (12, 17), [12], [17], (12, 17), [12], [17], (0, 3), [0], [3], (0, 3), (11, 12), [11], [12], (11, 12), [8], [11], (8, 11), [8], [11], (8, 11), [8], [11], (8, 11), [8], [11], (11, 12), [11], [12], (11, 12), (12, 17), [12], [17], (12, 17), [12], [17], (12, 17), [12], [17], (11, 12), [11], [12], (11, 12)]","['syc', 'sg', 'sg', 'syc', 'syc', 'sg', 'sg', 'syc', 'syc', 'sg', 'sg', 'syc', 'syc', 'sg', 'sg', 'syc', 'syc', 'sg', 'sg', 'syc', 'syc', 'sg', 'sg', 'syc', 'syc', 'sg', 'sg', 'syc', 'syc', 'sg', 'sg', 'syc', 'syc', 'sg', 'sg', 'syc', 'syc', 'sg', 'sg', 'syc', 'syc', 'sg', 'sg', 'syc', 'sg', 'sg', 'syc', 'sg', 'sg', 'syc', 'sg', 'sg', 'syc', 'syc', 'sg', 'sg', 'syc', 'sg', 'sg', 'syc', 'sg', 'sg', 'syc', 'sg', 'sg', 'syc', 'sg', 'sg', 'syc', 'sg', 'sg', 'syc', 'syc', 'sg', 'sg', 'syc', 'sg', 'sg', 'syc', 'sg', 'sg', 'syc', 'sg', 'sg', 'syc']",
tket,0.6213491725493818,54,38,3,"[44, 45, 8, 44, 31, 47, 44, 29, 39, 45]","[0.991, 0.991, 0.986, 0.986, 0.986, 0.986, 0.986, 0.986, 0.986, 0.986, 0.986, 0.986, 0.991, 0.986, 0.986, 0.9905, 0.9905, 0.991, 0.9905, 0.9905, 0.9905, 0.9905, 0.991, 0.991, 0.991, 0.991, 0.991, 0.9905, 0.9905, 0.9905, 0.9905, 0.991, 0.991, 0.991, 0.991, 0.991, 0.991, 0.991]","[(4, 5), [4], [5], (4, 5), (5, 13), [5], [13], (5, 13), (4, 12), [4], [12], (4, 12), (3, 13), [3], [13], (3, 13), (5, 14), [5], [14], (5, 14), (0, 3), [0], [3], (0, 3), (4, 14), [4], [14], (4, 14), [13], [17], (13, 17), [13], [17], (13, 17), [13], [17], (13, 17), [13], [17], (3, 12), [3], [12], (3, 12), (5, 14), [5], [14], (5, 14), [5], [14], (5, 14), [5], [14], (3, 11), [3], [11], (3, 11), [3], [11], (3, 11), [3], [11], (0, 3), [0], [3], (0, 3), (3, 13), [3], [13], (3, 13), (0, 5), [0], [5], (0, 5), [2], [3], (2, 3), [2], [3], (2, 3), [2], [3], (2, 3), [2], [3], (3, 13), [3], [13], (3, 13), (3, 12), [3], [12], (3, 12)]","['syc', 'sg', 'sg', 'syc', 'syc', 'sg', 'sg', 'syc', 'syc', 'sg', 'sg', 'syc', 'syc', 'sg', 'sg', 'syc', 'syc', 'sg', 'sg', 'syc', 'syc', 'sg', 'sg', 'syc', 'syc', 'sg', 'sg', 'syc', 'sg', 'sg', 'syc', 'sg', 'sg', 'syc', 'sg', 'sg', 'syc', 'sg', 'sg', 'syc', 'sg', 'sg', 'syc', 'syc', 'sg', 'sg', 'syc', 'sg', 'sg', 'syc', 'sg', 'sg', 'syc', 'sg', 'sg', 'syc', 'sg', 'sg', 'syc', 'sg', 'sg', 'syc', 'sg', 'sg', 'syc', 'syc', 'sg', 'sg', 'syc', 'syc', 'sg', 'sg', 'syc', 'sg', 'sg', 'syc', 'sg', 'sg', 'syc', 'sg', 'sg', 'syc', 'sg', 'sg', 'syc', 'sg', 'sg', 'syc', 'syc', 'sg', 'sg', 'syc']",
tket,0.6213491725493818,54,38,2,"[44, 45, 8, 44, 31, 47, 44, 29, 39, 45]","[0.991, 0.991, 0.986, 0.986, 0.986, 0.986, 0.986, 0.986, 0.986, 0.986, 0.986, 0.986, 0.991, 0.986, 0.986, 0.9905, 0.9905, 0.991, 0.9905, 0.9905, 0.9905, 0.9905, 0.991, 0.991, 0.991, 0.991, 0.991, 0.9905, 0.9905, 0.9905, 0.9905, 0.991, 0.991, 0.991, 0.991, 0.991, 0.991, 0.991]","[(4, 5), [4], [5], (4, 5), (5, 13), [5], [13], (5, 13), (4, 12), [4], [12], (4, 12), (3, 13), [3], [13], (3, 13), (5, 14), [5], [14], (5, 14), (0, 3), [0], [3], (0, 3), (4, 14), [4], [14], (4, 14), [13], [17], (13, 17), [13], [17], (13, 17), [13], [17], (13, 17), [13], [17], (3, 12), [3], [12], (3, 12), (5, 14), [5], [14], (5, 14), [5], [14], (5, 14), [5], [14], (3, 11), [3], [11], (3, 11), [3], [11], (3, 11), [3], [11], (0, 3), [0], [3], (0, 3), (3, 13), [3], [13], (3, 13), (0, 5), [0], [5], (0, 5), [2], [3], (2, 3), [2], [3], (2, 3), [2], [3], (2, 3), [2], [3], (3, 13), [3], [13], (3, 13), (3, 12), [3], [12], (3, 12)]","['syc', 'sg', 'sg', 'syc', 'syc', 'sg', 'sg', 'syc', 'syc', 'sg', 'sg', 'syc', 'syc', 'sg', 'sg', 'syc', 'syc', 'sg', 'sg', 'syc', 'syc', 'sg', 'sg', 'syc', 'syc', 'sg', 'sg', 'syc', 'sg', 'sg', 'syc', 'sg', 'sg', 'syc', 'sg', 'sg', 'syc', 'sg', 'sg', 'syc', 'sg', 'sg', 'syc', 'syc', 'sg', 'sg', 'syc', 'sg', 'sg', 'syc', 'sg', 'sg', 'syc', 'sg', 'sg', 'syc', 'sg', 'sg', 'syc', 'sg', 'sg', 'syc', 'sg', 'sg', 'syc', 'syc', 'sg', 'sg', 'syc', 'syc', 'sg', 'sg', 'syc', 'sg', 'sg', 'syc', 'sg', 'sg', 'syc', 'sg', 'sg', 'syc', 'sg', 'sg', 'syc', 'sg', 'sg', 'syc', 'syc', 'sg', 'sg', 'syc']",
tket,0.6213491725493818,54,38,1,"[44, 45, 8, 44, 31, 47, 44, 29, 39, 45]","[0.991, 0.991, 0.986, 0.986, 0.986, 0.986, 0.986, 0.986, 0.986, 0.986, 0.986, 0.986, 0.991, 0.986, 0.986, 0.9905, 0.9905, 0.991, 0.9905, 0.9905, 0.9905, 0.9905, 0.991, 0.991, 0.991, 0.991, 0.991, 0.9905, 0.9905, 0.9905, 0.9905, 0.991, 0.991, 0.991, 0.991, 0.991, 0.991, 0.991]","[(4, 5), [4], [5], (4, 5), (5, 13), [5], [13], (5, 13), (4, 12), [4], [12], (4, 12), (3, 13), [3], [13], (3, 13), (5, 14), [5], [14], (5, 14), (0, 3), [0], [3], (0, 3), (4, 14), [4], [14], (4, 14), [13], [17], (13, 17), [13], [17], (13, 17), [13], [17], (13, 17), [13], [17], (3, 12), [3], [12], (3, 12), (5, 14), [5], [14], (5, 14), [5], [14], (5, 14), [5], [14], (3, 11), [3], [11], (3, 11), [3], [11], (3, 11), [3], [11], (0, 3), [0], [3], (0, 3), (3, 13), [3], [13], (3, 13), (0, 5), [0], [5], (0, 5), [2], [3], (2, 3), [2], [3], (2, 3), [2], [3], (2, 3), [2], [3], (3, 13), [3], [13], (3, 13), (3, 12), [3], [12], (3, 12)]","['syc', 'sg', 'sg', 'syc', 'syc', 'sg', 'sg', 'syc', 'syc', 'sg', 'sg', 'syc', 'syc', 'sg', 'sg', 'syc', 'syc', 'sg', 'sg', 'syc', 'syc', 'sg', 'sg', 'syc', 'syc', 'sg', 'sg', 'syc', 'sg', 'sg', 'syc', 'sg', 'sg', 'syc', 'sg', 'sg', 'syc', 'sg', 'sg', 'syc', 'sg', 'sg', 'syc', 'syc', 'sg', 'sg', 'syc', 'sg', 'sg', 'syc', 'sg', 'sg', 'syc', 'sg', 'sg', 'syc', 'sg', 'sg', 'syc', 'sg', 'sg', 'syc', 'sg', 'sg', 'syc', 'syc', 'sg', 'sg', 'syc', 'syc', 'sg', 'sg', 'syc', 'sg', 'sg', 'syc', 'sg', 'sg', 'syc', 'sg', 'sg', 'syc', 'sg', 'sg', 'syc', 'sg', 'sg', 'syc', 'syc', 'sg', 'sg', 'syc']",
tket,0.6213491725493818,54,38,0,"[44, 45, 8, 44, 31, 47, 44, 29, 39, 45]","[0.991, 0.991, 0.986, 0.986, 0.986, 0.986, 0.986, 0.986, 0.986, 0.986, 0.986, 0.986, 0.991, 0.986, 0.986, 0.9905, 0.9905, 0.991, 0.9905, 0.9905, 0.9905, 0.9905, 0.991, 0.991, 0.991, 0.991, 0.991, 0.9905, 0.9905, 0.9905, 0.9905, 0.991, 0.991, 0.991, 0.991, 0.991, 0.991, 0.991]","[(4, 5), [4], [5], (4, 5), (5, 13), [5], [13], (5, 13), (4, 12), [4], [12], (4, 12), (3, 13), [3], [13], (3, 13), (5, 14), [5], [14], (5, 14), (0, 3), [0], [3], (0, 3), (4, 14), [4], [14], (4, 14), [13], [17], (13, 17), [13], [17], (13, 17), [13], [17], (13, 17), [13], [17], (3, 12), [3], [12], (3, 12), (5, 14), [5], [14], (5, 14), [5], [14], (5, 14), [5], [14], (3, 11), [3], [11], (3, 11), [3], [11], (3, 11), [3], [11], (0, 3), [0], [3], (0, 3), (3, 13), [3], [13], (3, 13), (0, 5), [0], [5], (0, 5), [2], [3], (2, 3), [2], [3], (2, 3), [2], [3], (2, 3), [2], [3], (3, 13), [3], [13], (3, 13), (3, 12), [3], [12], (3, 12)]","['syc', 'sg', 'sg', 'syc', 'syc', 'sg', 'sg', 'syc', 'syc', 'sg', 'sg', 'syc', 'syc', 'sg', 'sg', 'syc', 'syc', 'sg', 'sg', 'syc', 'syc', 'sg', 'sg', 'syc', 'syc', 'sg', 'sg', 'syc', 'sg', 'sg', 'syc', 'sg', 'sg', 'syc', 'sg', 'sg', 'syc', 'sg', 'sg', 'syc', 'sg', 'sg', 'syc', 'syc', 'sg', 'sg', 'syc', 'sg', 'sg', 'syc', 'sg', 'sg', 'syc', 'sg', 'sg', 'syc', 'sg', 'sg', 'syc', 'sg', 'sg', 'syc', 'sg', 'sg', 'syc', 'syc', 'sg', 'sg', 'syc', 'syc', 'sg', 'sg', 'syc', 'sg', 'sg', 'syc', 'sg', 'sg', 'syc', 'sg', 'sg', 'syc', 'sg', 'sg', 'syc', 'sg', 'sg', 'syc', 'syc', 'sg', 'sg', 'syc']",
tket,0.6046030514189615,54,38,7,"[44, 45, 8, 44, 31, 47, 44, 29, 39, 45]","[0.991, 0.991, 0.986, 0.986, 0.986, 0.986, 0.986, 0.986, 0.986, 0.986, 0.986, 0.986, 0.991, 0.986, 0.986, 0.9905, 0.9905, 0.991, 0.9905, 0.9905, 0.986, 0.986, 0.991, 0.991, 0.991, 0.991, 0.991, 0.986, 0.986, 0.986, 0.986, 0.991, 0.991, 0.991, 0.991, 0.991, 0.991, 0.991]","[(4, 5), [4], [5], (4, 5), (5, 13), [5], [13], (5, 13), (4, 12), [4], [12], (4, 12), (3, 13), [3], [13], (3, 13), (5, 14), [5], [14], (5, 14), (0, 3), [0], [3], (0, 3), (4, 14), [4], [14], (4, 14), [13], [17], (13, 17), [13], [17], (13, 17), [13], [17], (13, 17), [13], [17], (3, 12), [3], [12], (3, 12), (5, 14), [5], [14], (5, 14), [5], [14], (5, 14), [5], [14], (3, 11), [3], [11], (3, 11), [3], [11], (3, 11), [3], [11], (0, 3), [0], [3], (0, 3), (3, 13), [3], [13], (3, 13), (0, 5), [0], [5], (0, 5), [2], [3], (2, 3), [2], [3], (2, 3), [2], [3], (2, 3), [2], [3], (3, 13), [3], [13], (3, 13), (3, 12), [3], [12], (3, 12)]","['syc', 'sg', 'sg', 'syc', 'syc', 'sg', 'sg', 'syc', 'syc', 'sg', 'sg', 'syc', 'syc', 'sg', 'sg', 'syc', 'syc', 'sg', 'sg', 'syc', 'syc', 'sg', 'sg', 'syc', 'syc', 'sg', 'sg', 'syc', 'sg', 'sg', 'syc', 'sg', 'sg', 'syc', 'sg', 'sg', 'syc', 'sg', 'sg', 'syc', 'sg', 'sg', 'syc', 'syc', 'sg', 'sg', 'syc', 'sg', 'sg', 'syc', 'sg', 'sg', 'syc', 'sg', 'sg', 'syc', 'sg', 'sg', 'syc', 'sg', 'sg', 'syc', 'sg', 'sg', 'syc', 'syc', 'sg', 'sg', 'syc', 'syc', 'sg', 'sg', 'syc', 'sg', 'sg', 'syc', 'sg', 'sg', 'syc', 'sg', 'sg', 'syc', 'sg', 'sg', 'syc', 'sg', 'sg', 'syc', 'syc', 'sg', 'sg', 'syc']",
tket,0.6213491725493818,54,38,6,"[44, 45, 8, 44, 31, 47, 44, 29, 39, 45]","[0.991, 0.991, 0.986, 0.986, 0.986, 0.986, 0.986, 0.986, 0.986, 0.986, 0.986, 0.986, 0.991, 0.986, 0.986, 0.9905, 0.9905, 0.991, 0.9905, 0.9905, 0.9905, 0.9905, 0.991, 0.991, 0.991, 0.991, 0.991, 0.9905, 0.9905, 0.9905, 0.9905, 0.991, 0.991, 0.991, 0.991, 0.991, 0.991, 0.991]","[(4, 5), [4], [5], (4, 5), (5, 13), [5], [13], (5, 13), (4, 12), [4], [12], (4, 12), (3, 13), [3], [13], (3, 13), (5, 14), [5], [14], (5, 14), (0, 3), [0], [3], (0, 3), (4, 14), [4], [14], (4, 14), [13], [17], (13, 17), [13], [17], (13, 17), [13], [17], (13, 17), [13], [17], (3, 12), [3], [12], (3, 12), (5, 14), [5], [14], (5, 14), [5], [14], (5, 14), [5], [14], (3, 11), [3], [11], (3, 11), [3], [11], (3, 11), [3], [11], (0, 3), [0], [3], (0, 3), (3, 13), [3], [13], (3, 13), (0, 5), [0], [5], (0, 5), [2], [3], (2, 3), [2], [3], (2, 3), [2], [3], (2, 3), [2], [3], (3, 13), [3], [13], (3, 13), (3, 12), [3], [12], (3, 12)]","['syc', 'sg', 'sg', 'syc', 'syc', 'sg', 'sg', 'syc', 'syc', 'sg', 'sg', 'syc', 'syc', 'sg', 'sg', 'syc', 'syc', 'sg', 'sg', 'syc', 'syc', 'sg', 'sg', 'syc', 'syc', 'sg', 'sg', 'syc', 'sg', 'sg', 'syc', 'sg', 'sg', 'syc', 'sg', 'sg', 'syc', 'sg', 'sg', 'syc', 'sg', 'sg', 'syc', 'syc', 'sg', 'sg', 'syc', 'sg', 'sg', 'syc', 'sg', 'sg', 'syc', 'sg', 'sg', 'syc', 'sg', 'sg', 'syc', 'sg', 'sg', 'syc', 'sg', 'sg', 'syc', 'syc', 'sg', 'sg', 'syc', 'syc', 'sg', 'sg', 'syc', 'sg', 'sg', 'syc', 'sg', 'sg', 'syc', 'sg', 'sg', 'syc', 'sg', 'sg', 'syc', 'sg', 'sg', 'syc', 'syc', 'sg', 'sg', 'syc']",
