compiler,fidelity,g1,g2,#e,idling time,two qubit gate fidelity,gates,gate_spec,coupling
tket,0.5856062054842979,59,41,9,"[45, 48, 24, 45, 45, 39, 8, 30, 46, 40]","[0.991, 0.991, 0.986, 0.986, 0.986, 0.986, 0.986, 0.986, 0.991, 0.986, 0.986, 0.9905, 0.9905, 0.991, 0.9905, 0.9905, 0.991, 0.991, 0.991, 0.991, 0.991, 0.991, 0.991, 0.986, 0.986, 0.991, 0.986, 0.986, 0.986, 0.986, 0.986, 0.986, 0.986, 0.986, 0.991, 0.991, 0.991, 0.991, 0.991, 0.991, 0.991]","[(5, 13), [5], [13], (5, 13), (4, 5), [4], [5], (4, 5), (3, 13), [3], [13], (3, 13), (0, 5), [0], [5], (0, 5), (3, 12), [3], [12], (3, 12), [13], [14], (13, 14), [13], [14], (13, 14), [13], [14], (13, 14), [13], [14], (12, 17), [12], [17], (12, 17), [12], [17], (12, 17), [12], [17], (0, 4), [0], [4], (0, 4), (3, 12), [3], [12], (3, 12), (4, 13), [4], [13], (4, 13), (2, 3), [2], [3], (2, 3), [2], [3], (2, 3), [2], [3], (11, 12), [11], [12], (11, 12), [11], [12], (11, 12), [11], [12], (13, 17), [13], [17], (13, 17), (0, 3), [0], [3], (0, 3), (12, 17), [12], [17], (12, 17), (3, 12), [3], [12], (3, 12), [12], (11, 12), [11], [12], (11, 12), [11], [12], (11, 12), [11], [12], (3, 12), [3], [12], (3, 12)]","['syc', 'sg', 'sg', 'syc', 'syc', 'sg', 'sg', 'syc', 'syc', 'sg', 'sg', 'syc', 'syc', 'sg', 'sg', 'syc', 'syc', 'sg', 'sg', 'syc', 'sg', 'sg', 'syc', 'sg', 'sg', 'syc', 'sg', 'sg', 'syc', 'sg', 'sg', 'syc', 'sg', 'sg', 'syc', 'sg', 'sg', 'syc', 'sg', 'sg', 'syc', 'sg', 'sg', 'syc', 'syc', 'sg', 'sg', 'syc', 'syc', 'sg', 'sg', 'syc', 'syc', 'sg', 'sg', 'syc', 'sg', 'sg', 'syc', 'sg', 'sg', 'syc', 'sg', 'sg', 'syc', 'sg', 'sg', 'syc', 'sg', 'sg', 'syc', 'sg', 'sg', 'syc', 'syc', 'sg', 'sg', 'syc', 'syc', 'sg', 'sg', 'syc', 'syc', 'sg', 'sg', 'syc', 'sg', 'syc', 'sg', 'sg', 'syc', 'sg', 'sg', 'syc', 'sg', 'sg', 'syc', 'sg', 'sg', 'syc']",
tket,0.5799507875350085,53,40,5,"[45, 48, 24, 45, 45, 39, 8, 45, 45, 40]","[0.991, 0.991, 0.986, 0.986, 0.986, 0.986, 0.9900000000000001, 0.9855, 0.9855, 0.9900000000000001, 0.9855, 0.9855, 0.986, 0.986, 0.986, 0.986, 0.991, 0.991, 0.991, 0.9905, 0.9905, 0.9905, 0.9905, 0.986, 0.986, 0.986, 0.986, 0.986, 0.986, 0.986, 0.986, 0.986, 0.986, 0.991, 0.991, 0.991, 0.991, 0.991, 0.991, 0.991]","[(5, 13), [5], [13], (5, 13), (4, 5), [4], [5], (4, 5), (3, 13), [3], [13], (3, 13), (0, 5), [0], [5], (0, 5), (3, 12), [3], [12], (3, 12), (13, 14), [13], [14], (13, 14), (12, 17), [12], [17], (12, 17), [12], [17], (12, 17), [12], [17], (0, 4), [0], [4], (0, 4), (3, 12), [3], [12], (3, 12), (4, 14), [4], [14], (4, 14), (2, 3), [2], [3], (2, 3), [2], [3], (2, 3), [2], [3], (11, 12), [11], [12], (11, 12), [11], [12], (11, 12), [11], [12], (14, 17), [14], [17], (14, 17), (0, 3), [0], [3], (0, 3), (12, 17), [12], [17], (12, 17), (3, 12), [3], [12], (3, 12), [12], (11, 12), [11], [12], (11, 12), [11], [12], (11, 12), [11], [12], (3, 12), [3], [12], (3, 12)]","['syc', 'sg', 'sg', 'syc', 'syc', 'sg', 'sg', 'syc', 'syc', 'sg', 'sg', 'syc', 'syc', 'sg', 'sg', 'syc', 'syc', 'sg', 'sg', 'syc', 'syc', 'sg', 'sg', 'syc', 'syc', 'sg', 'sg', 'syc', 'sg', 'sg', 'syc', 'sg', 'sg', 'syc', 'sg', 'sg', 'syc', 'syc', 'sg', 'sg', 'syc', 'syc', 'sg', 'sg', 'syc', 'syc', 'sg', 'sg', 'syc', 'sg', 'sg', 'syc', 'sg', 'sg', 'syc', 'sg', 'sg', 'syc', 'sg', 'sg', 'syc', 'sg', 'sg', 'syc', 'sg', 'sg', 'syc', 'syc', 'sg', 'sg', 'syc', 'syc', 'sg', 'sg', 'syc', 'syc', 'sg', 'sg', 'syc', 'sg', 'syc', 'sg', 'sg', 'syc', 'sg', 'sg', 'syc', 'sg', 'sg', 'syc', 'sg', 'sg', 'syc']",
tket,0.6056144997410549,48,39,4,"[33, 38, 25, 38, 38, 33, 12, 38, 38, 33]","[0.991, 0.991, 0.986, 0.986, 0.986, 0.986, 0.9900000000000001, 0.9855, 0.9855, 0.9900000000000001, 0.9855, 0.9855, 0.9905, 0.9905, 0.9905, 0.9905, 0.991, 0.991, 0.991, 0.986, 0.986, 0.986, 0.986, 0.9905, 0.9905, 0.9905, 0.9905, 0.9905, 0.9905, 0.986, 0.986, 0.986, 0.986, 0.991, 0.991, 0.991, 0.991, 0.991, 0.991]","[(5, 13), [5], [13], (5, 13), (4, 5), [4], [5], (4, 5), (3, 13), [3], [13], (3, 13), (0, 5), [0], [5], (0, 5), (3, 12), [3], [12], (3, 12), (13, 14), [13], [14], (13, 14), (12, 17), [12], [17], (12, 17), [12], [17], (12, 17), [12], [17], (0, 4), [0], [4], (0, 4), (3, 12), [3], [12], (3, 12), (4, 14), [4], [14], (4, 14), (0, 3), [0], [3], (0, 3), [0], [3], (0, 3), [0], [3], (8, 12), [8], [12], (8, 12), [8], [12], (8, 12), [8], [12], (14, 17), [14], [17], (14, 17), (2, 3), [2], [3], (2, 3), (12, 17), [12], [17], (12, 17), (2, 12), [2], [12], (2, 12), (8, 12), [8], [12], (8, 12), (2, 8), [2], [8], (2, 8)]","['syc', 'sg', 'sg', 'syc', 'syc', 'sg', 'sg', 'syc', 'syc', 'sg', 'sg', 'syc', 'syc', 'sg', 'sg', 'syc', 'syc', 'sg', 'sg', 'syc', 'syc', 'sg', 'sg', 'syc', 'syc', 'sg', 'sg', 'syc', 'sg', 'sg', 'syc', 'sg', 'sg', 'syc', 'sg', 'sg', 'syc', 'syc', 'sg', 'sg', 'syc', 'syc', 'sg', 'sg', 'syc', 'syc', 'sg', 'sg', 'syc', 'sg', 'sg', 'syc', 'sg', 'sg', 'syc', 'sg', 'sg', 'syc', 'sg', 'sg', 'syc', 'sg', 'sg', 'syc', 'sg', 'sg', 'syc', 'syc', 'sg', 'sg', 'syc', 'syc', 'sg', 'sg', 'syc', 'syc', 'sg', 'sg', 'syc', 'syc', 'sg', 'sg', 'syc', 'syc', 'sg', 'sg', 'syc']",
tket,0.5442311685613888,60,45,8,"[56, 56, 39, 55, 56, 55, 38, 56, 34, 47, 46]","[0.991, 0.991, 0.986, 0.986, 0.986, 0.986, 0.981, 0.981, 0.981, 0.981, 0.981, 0.981, 0.986, 0.986, 0.986, 0.986, 0.991, 0.991, 0.991, 0.986, 0.986, 0.986, 0.986, 0.9905, 0.9905, 0.9905, 0.9905, 0.991, 0.991, 0.991, 0.991, 0.991, 0.991, 0.991, 0.991, 0.991, 0.991, 0.991, 0.991, 0.991, 0.991, 0.991, 0.991, 0.991, 0.991]","[(3, 12), [3], [12], (3, 12), (3, 13), [3], [13], (3, 13), (4, 12), [4], [12], (4, 12), (0, 3), [0], [3], (0, 3), (5, 13), [5], [13], (5, 13), (2, 12), [2], [12], (2, 12), (3, 4), [3], [4], (3, 4), [3], [4], (3, 4), [3], [4], (13, 14), [13], [14], (13, 14), (2, 3), [2], [3], (2, 3), (0, 3), [0], [3], (0, 3), (2, 8), [2], [8], (2, 8), (0, 5), [0], [5], (0, 5), (8, 12), [8], [12], (8, 12), [8], [12], (8, 12), [8], [12], (5, 15), [5], [15], (5, 15), (12, 17), [12], [17], (12, 17), [12], [17], (12, 17), [12], [17], (14, 15), [14], [15], (14, 15), [14], [15], (14, 15), [14], [15], (14, 17), [14], [17], (14, 17), (14, 15), [14], [15], (14, 15), (14, 17), [14], [17], (14, 17), [14], [17], (14, 17), [14], [17], (14, 15), [14], [15], (14, 15)]","['syc', 'sg', 'sg', 'syc', 'syc', 'sg', 'sg', 'syc', 'syc', 'sg', 'sg', 'syc', 'syc', 'sg', 'sg', 'syc', 'syc', 'sg', 'sg', 'syc', 'syc', 'sg', 'sg', 'syc', 'syc', 'sg', 'sg', 'syc', 'sg', 'sg', 'syc', 'sg', 'sg', 'syc', 'sg', 'sg', 'syc', 'syc', 'sg', 'sg', 'syc', 'syc', 'sg', 'sg', 'syc', 'syc', 'sg', 'sg', 'syc', 'syc', 'sg', 'sg', 'syc', 'syc', 'sg', 'sg', 'syc', 'sg', 'sg', 'syc', 'sg', 'sg', 'syc', 'sg', 'sg', 'syc', 'syc', 'sg', 'sg', 'syc', 'sg', 'sg', 'syc', 'sg', 'sg', 'syc', 'sg', 'sg', 'syc', 'sg', 'sg', 'syc', 'sg', 'sg', 'syc', 'sg', 'sg', 'syc', 'syc', 'sg', 'sg', 'syc', 'syc', 'sg', 'sg', 'syc', 'sg', 'sg', 'syc', 'sg', 'sg', 'syc', 'sg', 'sg', 'syc']",
tket,0.629351805558423,48,39,3,"[33, 38, 25, 38, 38, 33, 12, 38, 38, 33]","[0.991, 0.991, 0.986, 0.986, 0.986, 0.986, 0.9900000000000001, 0.9855, 0.9855, 0.9900000000000001, 0.9855, 0.9855, 0.9905, 0.9905, 0.9905, 0.9905, 0.991, 0.991, 0.991, 0.9905, 0.9905, 0.9905, 0.9905, 0.9905, 0.9905, 0.9905, 0.9905, 0.9905, 0.9905, 0.991, 0.991, 0.991, 0.991, 0.991, 0.991, 0.991, 0.991, 0.991, 0.991]","[(5, 13), [5], [13], (5, 13), (4, 5), [4], [5], (4, 5), (3, 13), [3], [13], (3, 13), (0, 5), [0], [5], (0, 5), (3, 12), [3], [12], (3, 12), (13, 14), [13], [14], (13, 14), (12, 17), [12], [17], (12, 17), [12], [17], (12, 17), [12], [17], (0, 4), [0], [4], (0, 4), (3, 12), [3], [12], (3, 12), (4, 14), [4], [14], (4, 14), (0, 3), [0], [3], (0, 3), [0], [3], (0, 3), [0], [3], (8, 12), [8], [12], (8, 12), [8], [12], (8, 12), [8], [12], (14, 17), [14], [17], (14, 17), (2, 3), [2], [3], (2, 3), (12, 17), [12], [17], (12, 17), (2, 12), [2], [12], (2, 12), (8, 12), [8], [12], (8, 12), (2, 8), [2], [8], (2, 8)]","['syc', 'sg', 'sg', 'syc', 'syc', 'sg', 'sg', 'syc', 'syc', 'sg', 'sg', 'syc', 'syc', 'sg', 'sg', 'syc', 'syc', 'sg', 'sg', 'syc', 'syc', 'sg', 'sg', 'syc', 'syc', 'sg', 'sg', 'syc', 'sg', 'sg', 'syc', 'sg', 'sg', 'syc', 'sg', 'sg', 'syc', 'syc', 'sg', 'sg', 'syc', 'syc', 'sg', 'sg', 'syc', 'syc', 'sg', 'sg', 'syc', 'sg', 'sg', 'syc', 'sg', 'sg', 'syc', 'sg', 'sg', 'syc', 'sg', 'sg', 'syc', 'sg', 'sg', 'syc', 'sg', 'sg', 'syc', 'syc', 'sg', 'sg', 'syc', 'syc', 'sg', 'sg', 'syc', 'syc', 'sg', 'sg', 'syc', 'syc', 'sg', 'sg', 'syc', 'syc', 'sg', 'sg', 'syc']",
tket,0.6192097791168263,48,39,2,"[33, 38, 25, 38, 38, 33, 12, 38, 38, 33]","[0.991, 0.991, 0.986, 0.986, 0.986, 0.986, 0.9855, 0.9855, 0.981, 0.9855, 0.9855, 0.981, 0.991, 0.991, 0.991, 0.991, 0.991, 0.991, 0.991, 0.9905, 0.9905, 0.9905, 0.9905, 0.9905, 0.9905, 0.9905, 0.9905, 0.9905, 0.9905, 0.991, 0.991, 0.991, 0.991, 0.991, 0.991, 0.991, 0.991, 0.991, 0.991]","[(5, 13), [5], [13], (5, 13), (4, 5), [4], [5], (4, 5), (3, 13), [3], [13], (3, 13), (0, 5), [0], [5], (0, 5), (3, 12), [3], [12], (3, 12), (13, 14), [13], [14], (13, 14), (12, 17), [12], [17], (12, 17), [12], [17], (12, 17), [12], [17], (0, 4), [0], [4], (0, 4), (3, 12), [3], [12], (3, 12), (4, 14), [4], [14], (4, 14), (0, 3), [0], [3], (0, 3), [0], [3], (0, 3), [0], [3], (8, 12), [8], [12], (8, 12), [8], [12], (8, 12), [8], [12], (14, 17), [14], [17], (14, 17), (2, 3), [2], [3], (2, 3), (12, 17), [12], [17], (12, 17), (2, 12), [2], [12], (2, 12), (8, 12), [8], [12], (8, 12), (2, 8), [2], [8], (2, 8)]","['syc', 'sg', 'sg', 'syc', 'syc', 'sg', 'sg', 'syc', 'syc', 'sg', 'sg', 'syc', 'syc', 'sg', 'sg', 'syc', 'syc', 'sg', 'sg', 'syc', 'syc', 'sg', 'sg', 'syc', 'syc', 'sg', 'sg', 'syc', 'sg', 'sg', 'syc', 'sg', 'sg', 'syc', 'sg', 'sg', 'syc', 'syc', 'sg', 'sg', 'syc', 'syc', 'sg', 'sg', 'syc', 'syc', 'sg', 'sg', 'syc', 'sg', 'sg', 'syc', 'sg', 'sg', 'syc', 'sg', 'sg', 'syc', 'sg', 'sg', 'syc', 'sg', 'sg', 'syc', 'sg', 'sg', 'syc', 'syc', 'sg', 'sg', 'syc', 'syc', 'sg', 'sg', 'syc', 'syc', 'sg', 'sg', 'syc', 'syc', 'sg', 'sg', 'syc', 'syc', 'sg', 'sg', 'syc']",
tket,0.6179960048479116,48,39,1,"[33, 38, 25, 38, 38, 33, 12, 38, 38, 33]","[0.991, 0.991, 0.986, 0.986, 0.986, 0.986, 0.9905, 0.9855, 0.986, 0.9905, 0.9855, 0.986, 0.986, 0.986, 0.986, 0.986, 0.991, 0.991, 0.991, 0.9905, 0.9905, 0.9905, 0.9905, 0.9905, 0.9905, 0.9905, 0.9905, 0.9905, 0.9905, 0.9905, 0.9905, 0.9905, 0.9905, 0.991, 0.991, 0.991, 0.991, 0.991, 0.991]","[(5, 13), [5], [13], (5, 13), (4, 5), [4], [5], (4, 5), (3, 13), [3], [13], (3, 13), (0, 5), [0], [5], (0, 5), (3, 12), [3], [12], (3, 12), (13, 14), [13], [14], (13, 14), (12, 17), [12], [17], (12, 17), [12], [17], (12, 17), [12], [17], (0, 4), [0], [4], (0, 4), (3, 12), [3], [12], (3, 12), (4, 14), [4], [14], (4, 14), (0, 3), [0], [3], (0, 3), [0], [3], (0, 3), [0], [3], (8, 12), [8], [12], (8, 12), [8], [12], (8, 12), [8], [12], (14, 17), [14], [17], (14, 17), (2, 3), [2], [3], (2, 3), (12, 17), [12], [17], (12, 17), (2, 12), [2], [12], (2, 12), (8, 12), [8], [12], (8, 12), (2, 8), [2], [8], (2, 8)]","['syc', 'sg', 'sg', 'syc', 'syc', 'sg', 'sg', 'syc', 'syc', 'sg', 'sg', 'syc', 'syc', 'sg', 'sg', 'syc', 'syc', 'sg', 'sg', 'syc', 'syc', 'sg', 'sg', 'syc', 'syc', 'sg', 'sg', 'syc', 'sg', 'sg', 'syc', 'sg', 'sg', 'syc', 'sg', 'sg', 'syc', 'syc', 'sg', 'sg', 'syc', 'syc', 'sg', 'sg', 'syc', 'syc', 'sg', 'sg', 'syc', 'sg', 'sg', 'syc', 'sg', 'sg', 'syc', 'sg', 'sg', 'syc', 'sg', 'sg', 'syc', 'sg', 'sg', 'syc', 'sg', 'sg', 'syc', 'syc', 'sg', 'sg', 'syc', 'syc', 'sg', 'sg', 'syc', 'syc', 'sg', 'sg', 'syc', 'syc', 'sg', 'sg', 'syc', 'syc', 'sg', 'sg', 'syc']",
tket,0.6319014095713807,48,39,0,"[33, 38, 25, 38, 38, 33, 12, 38, 38, 33]","[0.991, 0.991, 0.986, 0.986, 0.986, 0.986, 0.9905, 0.9855, 0.986, 0.9905, 0.9855, 0.986, 0.991, 0.991, 0.991, 0.991, 0.991, 0.991, 0.991, 0.9905, 0.9905, 0.9905, 0.9905, 0.9905, 0.9905, 0.9905, 0.9905, 0.9905, 0.9905, 0.991, 0.991, 0.991, 0.991, 0.991, 0.991, 0.991, 0.991, 0.991, 0.991]","[(5, 13), [5], [13], (5, 13), (4, 5), [4], [5], (4, 5), (3, 13), [3], [13], (3, 13), (0, 5), [0], [5], (0, 5), (3, 12), [3], [12], (3, 12), (13, 14), [13], [14], (13, 14), (12, 17), [12], [17], (12, 17), [12], [17], (12, 17), [12], [17], (0, 4), [0], [4], (0, 4), (3, 12), [3], [12], (3, 12), (4, 14), [4], [14], (4, 14), (0, 3), [0], [3], (0, 3), [0], [3], (0, 3), [0], [3], (8, 12), [8], [12], (8, 12), [8], [12], (8, 12), [8], [12], (14, 17), [14], [17], (14, 17), (2, 3), [2], [3], (2, 3), (12, 17), [12], [17], (12, 17), (2, 12), [2], [12], (2, 12), (8, 12), [8], [12], (8, 12), (2, 8), [2], [8], (2, 8)]","['syc', 'sg', 'sg', 'syc', 'syc', 'sg', 'sg', 'syc', 'syc', 'sg', 'sg', 'syc', 'syc', 'sg', 'sg', 'syc', 'syc', 'sg', 'sg', 'syc', 'syc', 'sg', 'sg', 'syc', 'syc', 'sg', 'sg', 'syc', 'sg', 'sg', 'syc', 'sg', 'sg', 'syc', 'sg', 'sg', 'syc', 'syc', 'sg', 'sg', 'syc', 'syc', 'sg', 'sg', 'syc', 'syc', 'sg', 'sg', 'syc', 'sg', 'sg', 'syc', 'sg', 'sg', 'syc', 'sg', 'sg', 'syc', 'sg', 'sg', 'syc', 'sg', 'sg', 'syc', 'sg', 'sg', 'syc', 'syc', 'sg', 'sg', 'syc', 'syc', 'sg', 'sg', 'syc', 'syc', 'sg', 'sg', 'syc', 'syc', 'sg', 'sg', 'syc', 'syc', 'sg', 'sg', 'syc']",
tket,0.5681303831360603,48,39,7,"[33, 38, 25, 38, 38, 33, 12, 38, 38, 33]","[0.991, 0.991, 0.986, 0.986, 0.986, 0.986, 0.981, 0.981, 0.981, 0.981, 0.981, 0.981, 0.986, 0.986, 0.986, 0.986, 0.991, 0.991, 0.991, 0.9905, 0.9905, 0.9905, 0.9905, 0.986, 0.986, 0.986, 0.986, 0.986, 0.986, 0.986, 0.986, 0.986, 0.986, 0.991, 0.991, 0.991, 0.991, 0.991, 0.991]","[(5, 13), [5], [13], (5, 13), (4, 5), [4], [5], (4, 5), (3, 13), [3], [13], (3, 13), (0, 5), [0], [5], (0, 5), (3, 12), [3], [12], (3, 12), (13, 14), [13], [14], (13, 14), (12, 17), [12], [17], (12, 17), [12], [17], (12, 17), [12], [17], (0, 4), [0], [4], (0, 4), (3, 12), [3], [12], (3, 12), (4, 14), [4], [14], (4, 14), (0, 3), [0], [3], (0, 3), [0], [3], (0, 3), [0], [3], (8, 12), [8], [12], (8, 12), [8], [12], (8, 12), [8], [12], (14, 17), [14], [17], (14, 17), (2, 3), [2], [3], (2, 3), (12, 17), [12], [17], (12, 17), (2, 12), [2], [12], (2, 12), (8, 12), [8], [12], (8, 12), (2, 8), [2], [8], (2, 8)]","['syc', 'sg', 'sg', 'syc', 'syc', 'sg', 'sg', 'syc', 'syc', 'sg', 'sg', 'syc', 'syc', 'sg', 'sg', 'syc', 'syc', 'sg', 'sg', 'syc', 'syc', 'sg', 'sg', 'syc', 'syc', 'sg', 'sg', 'syc', 'sg', 'sg', 'syc', 'sg', 'sg', 'syc', 'sg', 'sg', 'syc', 'syc', 'sg', 'sg', 'syc', 'syc', 'sg', 'sg', 'syc', 'syc', 'sg', 'sg', 'syc', 'sg', 'sg', 'syc', 'sg', 'sg', 'syc', 'sg', 'sg', 'syc', 'sg', 'sg', 'syc', 'sg', 'sg', 'syc', 'sg', 'sg', 'syc', 'syc', 'sg', 'sg', 'syc', 'syc', 'sg', 'sg', 'syc', 'syc', 'sg', 'sg', 'syc', 'syc', 'sg', 'sg', 'syc', 'syc', 'sg', 'sg', 'syc']",
tket,0.6167148551064439,48,39,6,"[33, 38, 25, 38, 38, 33, 12, 38, 38, 33]","[0.991, 0.991, 0.986, 0.986, 0.986, 0.986, 0.9855, 0.9855, 0.981, 0.9855, 0.9855, 0.981, 0.9905, 0.9905, 0.9905, 0.9905, 0.991, 0.991, 0.991, 0.9905, 0.9905, 0.9905, 0.9905, 0.9905, 0.9905, 0.9905, 0.9905, 0.9905, 0.9905, 0.9905, 0.9905, 0.9905, 0.9905, 0.991, 0.991, 0.991, 0.991, 0.991, 0.991]","[(5, 13), [5], [13], (5, 13), (4, 5), [4], [5], (4, 5), (3, 13), [3], [13], (3, 13), (0, 5), [0], [5], (0, 5), (3, 12), [3], [12], (3, 12), (13, 14), [13], [14], (13, 14), (12, 17), [12], [17], (12, 17), [12], [17], (12, 17), [12], [17], (0, 4), [0], [4], (0, 4), (3, 12), [3], [12], (3, 12), (4, 14), [4], [14], (4, 14), (0, 3), [0], [3], (0, 3), [0], [3], (0, 3), [0], [3], (8, 12), [8], [12], (8, 12), [8], [12], (8, 12), [8], [12], (14, 17), [14], [17], (14, 17), (2, 3), [2], [3], (2, 3), (12, 17), [12], [17], (12, 17), (2, 12), [2], [12], (2, 12), (8, 12), [8], [12], (8, 12), (2, 8), [2], [8], (2, 8)]","['syc', 'sg', 'sg', 'syc', 'syc', 'sg', 'sg', 'syc', 'syc', 'sg', 'sg', 'syc', 'syc', 'sg', 'sg', 'syc', 'syc', 'sg', 'sg', 'syc', 'syc', 'sg', 'sg', 'syc', 'syc', 'sg', 'sg', 'syc', 'sg', 'sg', 'syc', 'sg', 'sg', 'syc', 'sg', 'sg', 'syc', 'syc', 'sg', 'sg', 'syc', 'syc', 'sg', 'sg', 'syc', 'syc', 'sg', 'sg', 'syc', 'sg', 'sg', 'syc', 'sg', 'sg', 'syc', 'sg', 'sg', 'syc', 'sg', 'sg', 'syc', 'sg', 'sg', 'syc', 'sg', 'sg', 'syc', 'syc', 'sg', 'sg', 'syc', 'syc', 'sg', 'sg', 'syc', 'syc', 'sg', 'sg', 'syc', 'syc', 'sg', 'sg', 'syc', 'syc', 'sg', 'sg', 'syc']",
