M,D,g1,g2,f,crosstalk,f_ct,#extra_e,extra_edge,f_dec_ratio,ct_ratio,f_imp_r,f_imp_r_ct
8,48,101,45,0.4741101278203146,18,0.4328105903701235,0,[],0.08710958704903142,0.4,0.0,0.0
8,51,85,39,0.4857769910033846,18,0.4434611579191587,1,"[[2, 12]]",0.0871095870490315,0.46153846153846156,0.024607918073185974,0.024607918073185867
8,35,67,39,0.5521162701052643,27,0.4815689915083171,2,"[[9, 14], [12, 17]]",0.12777612690800969,0.6923076923076923,0.1645316936037141,0.11265528668440683
8,35,65,36,0.5656133211628613,27,0.4933414416570948,3,"[[8, 12], [3, 12], [4, 13]]",0.12777612690800952,0.75,0.19299987064867344,0.13985529151495024
8,31,63,33,0.5982822752689702,27,0.5218360833373895,4,"[[6, 14], [9, 14], [14, 17], [9, 16]]",0.12777612690800957,0.8181818181818182,0.261905705367501,0.20569157721195025
8,31,63,33,0.5982822752689702,27,0.5218360833373895,4,"[[6, 14], [9, 14], [14, 17], [9, 16]]",0.12777612690800957,0.8181818181818182,0.261905705367501,0.20569157721195025
