M,D,g1,g2,f,crosstalk,f_ct,#extra_e,extra_edge,f_dec_ratio,ct_ratio,f_imp_r,f_imp_r_ct
10,64,153,63,0.3175094460323777,27,0.2769393187616527,0,[],0.1277761269080099,0.42857142857142855,0.0,0.0
10,73,116,57,0.3045478131422251,27,0.2656338731206074,1,"[[4, 14]]",0.12777612690800957,0.47368421052631576,-0.04082282606745128,-0.04082282606745093
10,63,100,57,0.3365800806746253,36,0.2804953736326551,2,"[[5, 13], [5, 9]]",0.16663109394221032,0.631578947368421,0.060063204041819,0.012840556143863863
10,53,105,57,0.3719775861995938,42,0.3007185922955044,3,"[[5, 13], [5, 14], [5, 15]]",0.19156797760888106,0.7368421052631579,0.17154809360116421,0.08586456282257746
10,47,103,54,0.4046350737857477,45,0.3221885781307703,4,"[[3, 8], [8, 12], [4, 12], [4, 13]]",0.20375518830735972,0.8333333333333334,0.2744032621457362,0.16339052024628292
10,47,108,51,0.414525343243052,42,0.3351155615703534,5,"[[3, 8], [8, 12], [3, 12], [4, 12], [4, 13]]",0.19156797760888084,0.8235294117647058,0.30555279039093924,0.21006855606072314
10,53,108,51,0.3903852665381436,33,0.330314473225366,6,"[[4, 13], [4, 14], [5, 14], [6, 14], [12, 17], [14, 17]]",0.15387566709541334,0.6470588235294118,0.22952331471213766,0.1927323093823689
10,43,90,48,0.4419930367487721,39,0.3627904343400422,7,"[[3, 8], [8, 12], [3, 12], [3, 13], [4, 13], [4, 14], [0, 3]]",0.17919423118366565,0.8125,0.39206263710245753,0.309999735545956
10,43,90,48,0.4419930367487721,39,0.3627904343400422,7,"[[3, 8], [8, 12], [3, 12], [3, 13], [4, 13], [4, 14], [0, 3]]",0.17919423118366565,0.8125,0.39206263710245753,0.309999735545956
