M,D,g1,g2,f,crosstalk,f_ct,#extra_e,extra_edge,f_dec_ratio,ct_ratio,f_imp_r,f_imp_r_ct
10,73,141,69,0.2765002038062534,36,0.2304266723707733,0,[],0.1666310939422103,0.5217391304347826,0.0,0.0
10,79,110,60,0.2799693382933557,33,0.2368888695972041,1,"[[4, 14]]",0.15387566709541345,0.55,0.01254658925869417,0.028044484433783982
10,67,119,60,0.315663126029552,36,0.26306383402203,2,"[[5, 13], [5, 9]]",0.16663109394221015,0.6,0.14163795065677587,0.14163795065677603
10,55,105,57,0.3646119364926911,42,0.2947639652067285,3,"[[5, 13], [5, 14], [5, 15]]",0.19156797760888103,0.7368421052631579,0.31866787609378583,0.2792093995630497
10,49,100,54,0.396623357829682,45,0.3158092908679979,4,"[[3, 8], [8, 12], [4, 12], [4, 13]]",0.2037551883073595,0.8333333333333334,0.4344414664793526,0.3705413857638744
10,49,95,51,0.4063198343312362,42,0.3284819654060257,5,"[[3, 8], [8, 12], [3, 12], [4, 12], [4, 13]]",0.191567977608881,0.8235294117647058,0.4695100717392193,0.4255379467420086
10,55,95,51,0.3826576092649859,33,0.3237759143702001,6,"[[4, 13], [4, 14], [5, 14], [6, 14], [12, 17], [14, 17]]",0.1538756670954135,0.6470588235294118,0.3839324673088418,0.4051147423125612
10,43,90,48,0.4419930367487721,39,0.3627904343400422,7,"[[3, 8], [8, 12], [3, 12], [3, 13], [4, 13], [4, 14], [0, 3]]",0.17919423118366565,0.8125,0.598526983576769,0.5744289955994589
10,43,90,48,0.4419930367487721,39,0.3627904343400422,7,"[[3, 8], [8, 12], [3, 12], [3, 13], [4, 13], [4, 14], [0, 3]]",0.17919423118366565,0.8125,0.598526983576769,0.5744289955994589
