compiler,#e,M,#gates,gate_spec,coupling
sabre_basic,5,10,"[[(0, 1), (3, 7)], [(0, 4), (1, 5)], [(5, 6), (0, 1)], [(5, 9), (6, 7)], [(5, 8)], [(5, 6), (4, 8)], [(2, 6), (5, 9)], [(2, 3), (8, 9)], [(2, 6)], [(5, 6)], [(2, 6), (5, 8)], [(2, 3), (1, 5)], [(1, 2), (3, 7)], [(2, 6)], [(6, 7)]]","[[' ZZ', ' swap'], [' ZZ', ' swap'], [' ZZ', ' ZZ'], [' ZZ', ' swap'], [' swap'], [' ZZ', ' swap'], [' swap', ' ZZ'], [' ZZ', ' ZZ'], [' ZZ'], [' ZZ'], [' swap', ' swap'], [' ZZ', ' ZZ'], [' swap', ' ZZ'], [' swap'], [' ZZ']]","[[9, 12], [10, 15], [5, 8], [6, 11], [5, 10]]"
sabre_lookahead,5,10,"[[(0, 1), (2, 3)], [(0, 4), (1, 5)], [(5, 6), (0, 1)], [(5, 9)], [(5, 8)], [(1, 5)], [(1, 2), (5, 9)], [(2, 3), (1, 5)], [(3, 7), (4, 5)], [(2, 3), (5, 9)], [(1, 2), (4, 5)], [(2, 3)], [(3, 7)], [(6, 7)], [(5, 6)]]","[[' ZZ', ' swap'], [' ZZ', ' swap'], [' ZZ', ' ZZ'], [' ZZ'], [' swap'], [' swap'], [' ZZ', ' swap'], [' swap', ' ZZ'], [' ZZ', ' ZZ'], [' ZZ', ' swap'], [' ZZ', ' ZZ'], [' swap'], [' ZZ'], [' ZZ'], [' ZZ']]","[[9, 12], [10, 15], [5, 8], [6, 11], [5, 10]]"
sabre_decay,5,10,"[[(0, 1), (2, 3)], [(0, 4), (1, 5)], [(5, 6), (0, 1)], [(5, 9)], [(5, 8)], [(1, 5)], [(1, 2), (5, 9)], [(2, 3), (1, 5)], [(3, 7), (4, 5)], [(2, 3), (5, 9)], [(1, 2), (4, 5)], [(2, 3)], [(3, 7)], [(6, 7)], [(5, 6)]]","[[' ZZ', ' swap'], [' ZZ', ' swap'], [' ZZ', ' ZZ'], [' ZZ'], [' swap'], [' swap'], [' ZZ', ' swap'], [' swap', ' ZZ'], [' ZZ', ' ZZ'], [' ZZ', ' swap'], [' ZZ', ' ZZ'], [' swap'], [' ZZ'], [' ZZ'], [' ZZ']]","[[9, 12], [10, 15], [5, 8], [6, 11], [5, 10]]"
sabre_basic,4,10,"[[(0, 1), (2, 3)], [(0, 4), (1, 5)], [(5, 6), (0, 1)], [(5, 9)], [(8, 9)], [(5, 9)], [(2, 5), (8, 9)], [(2, 7), (5, 9)], [(2, 3), (8, 9)], [(2, 5), (4, 8)], [(2, 7), (0, 4)], [(0, 1), (6, 7)], [(1, 2)], [(2, 6)]]","[[' ZZ', ' swap'], [' ZZ', ' swap'], [' ZZ', ' ZZ'], [' ZZ'], [' swap'], [' swap'], [' ZZ', ' swap'], [' ZZ', ' ZZ'], [' ZZ swap', ' swap'], [' ZZ', ' ZZ'], [' ZZ', ' swap'], [' ZZ', ' ZZ'], [' swap'], [' ZZ']]","[[10, 15], [2, 7], [10, 13], [2, 5]]"
sabre_lookahead,4,10,"[[(0, 1), (2, 3)], [(0, 4), (1, 5)], [(5, 6), (0, 1)], [(5, 9)], [(8, 9)], [(5, 9), (4, 8)], [(2, 5)], [(2, 7), (4, 5)], [(1, 5), (2, 3), (4, 8)], [(1, 2), (4, 5)], [(2, 3)], [(3, 7)], [(6, 7)], [(5, 6)]]","[[' ZZ', ' swap'], [' ZZ', ' swap'], [' ZZ', ' ZZ'], [' ZZ'], [' swap'], [' swap', ' swap'], [' ZZ'], [' ZZ', ' ZZ'], [' swap', ' ZZ', ' ZZ swap'], [' swap', ' ZZ'], [' ZZ'], [' ZZ'], [' ZZ'], [' ZZ']]","[[10, 15], [2, 7], [10, 13], [2, 5]]"
sabre_decay,4,10,"[[(0, 1), (2, 3)], [(0, 4), (1, 5)], [(5, 6), (0, 1)], [(5, 9)], [(8, 9)], [(5, 9), (4, 8)], [(2, 5)], [(2, 7), (4, 5)], [(1, 5), (2, 3), (4, 8)], [(1, 2), (4, 5)], [(2, 7)], [(6, 7)], [(5, 6)]]","[[' ZZ', ' swap'], [' ZZ', ' swap'], [' ZZ', ' ZZ'], [' ZZ'], [' swap'], [' swap', ' swap'], [' ZZ'], [' ZZ', ' ZZ'], [' swap', ' ZZ swap', ' ZZ swap'], [' ZZ', ' ZZ'], [' ZZ'], [' ZZ'], [' ZZ']]","[[10, 15], [2, 7], [10, 13], [2, 5]]"
sabre_basic,7,10,"[[(0, 1), (8, 13)], [(0, 4), (1, 5), (10, 13)], [(5, 6), (7, 10), (0, 1)], [(3, 7), (5, 9)], [(7, 10)], [(3, 7), (9, 10)], [(2, 3), (4, 9)], [(2, 7), (1, 4)], [(7, 10)], [(2, 7)], [(2, 6)], [(5, 6)], [(1, 5)]]","[[' ZZ', ' swap'], [' ZZ', ' swap', ' swap'], [' ZZ', ' swap', ' ZZ'], [' ZZ', ' ZZ'], [' swap'], [' ZZ', ' ZZ'], [' ZZ', ' ZZ'], [' swap', ' ZZ'], [' ZZ'], [' ZZ'], [' ZZ'], [' swap'], [' ZZ']]","[[1, 4], [2, 7], [8, 13], [10, 13], [4, 9], [7, 10], [5, 10]]"
sabre_lookahead,7,10,"[[(0, 1), (8, 13), (3, 7)], [(0, 4), (1, 5), (10, 13)], [(5, 6), (7, 10), (0, 1)], [(5, 9), (3, 7)], [(9, 10), (2, 7)], [(4, 9), (2, 6), (3, 7)], [(6, 10), (1, 4)], [(6, 7)], [(2, 7)], [(1, 2)]]","[[' ZZ', ' swap', ' swap'], [' ZZ', ' swap', ' swap'], [' ZZ', ' ZZ', ' ZZ'], [' ZZ', ' ZZ'], [' ZZ', ' ZZ'], [' ZZ', ' swap', ' swap'], [' ZZ', ' ZZ'], [' ZZ'], [' ZZ'], [' ZZ']]","[[1, 4], [2, 7], [8, 13], [10, 13], [4, 9], [7, 10], [5, 10]]"
sabre_decay,7,10,"[[(0, 1), (8, 13), (3, 7)], [(0, 4), (1, 5), (10, 13)], [(5, 6), (7, 10), (0, 1)], [(5, 9), (3, 7)], [(9, 10), (2, 7)], [(4, 9), (2, 6), (3, 7)], [(6, 10), (1, 4)], [(6, 7)], [(2, 7)], [(1, 2)]]","[[' ZZ', ' swap', ' swap'], [' ZZ', ' swap', ' swap'], [' ZZ', ' ZZ', ' ZZ'], [' ZZ', ' ZZ'], [' ZZ', ' ZZ'], [' ZZ', ' swap', ' swap'], [' ZZ', ' ZZ'], [' ZZ'], [' ZZ'], [' ZZ']]","[[1, 4], [2, 7], [8, 13], [10, 13], [4, 9], [7, 10], [5, 10]]"
sabre_basic,3,10,"[[(0, 1)], [(0, 4), (1, 5)], [(5, 6), (0, 1)], [(5, 9)], [(8, 9)], [(9, 10)], [(7, 10)], [(3, 7)], [(7, 10)], [(3, 7), (9, 10)], [(8, 9), (2, 3)], [(4, 8)], [(4, 5)], [(1, 5)], [(1, 2)], [(1, 5)], [(5, 9)], [(5, 6)], [(6, 7)], [(5, 6)], [(6, 7)], [(2, 6)]]","[[' ZZ'], [' ZZ', ' swap'], [' ZZ', ' ZZ'], [' ZZ'], [' swap'], [' swap'], [' swap'], [' ZZ'], [' swap'], [' ZZ', ' swap'], [' ZZ', ' ZZ'], [' ZZ'], [' swap'], [' ZZ'], [' swap'], [' swap'], [' ZZ'], [' swap'], [' ZZ'], [' swap'], [' ZZ'], [' ZZ']]","[[2, 7], [4, 9], [7, 10]]"
