compiler,#e,M,#gates,gate_spec,coupling
sabre_basic,4,8,"[[(0, 1), (6, 7)], [(1, 6)], [(1, 2)], [(1, 4), (2, 3)], [(1, 6)], [(1, 5)], [(0, 1)], [(1, 2)], [(2, 3), (1, 4)], [(3, 7), (4, 5)], [(2, 3), (5, 6)], [(1, 6), (3, 7)], [(6, 7)]]","[[' ZZ', ' swap'], [' ZZ'], [' swap'], [' ZZ', ' swap'], [' ZZ'], [' ZZ'], [' swap'], [' ZZ swap'], [' swap', ' ZZ'], [' ZZ', ' ZZ'], [' swap', ' ZZ'], [' swap', ' ZZ'], [' ZZ']]","[[1, 4], [8, 13], [1, 6], [10, 13]]"
sabre_lookahead,4,8,"[[(0, 1), (6, 7)], [(1, 6)], [(1, 2)], [(1, 4), (2, 3)], [(1, 6)], [(1, 5)], [(1, 2)], [(0, 1), (2, 3)], [(1, 4)], [(4, 5)], [(5, 6)], [(6, 7)], [(1, 6)], [(0, 1)], [(1, 2)], [(1, 6)]]","[[' ZZ', ' swap'], [' ZZ'], [' swap'], [' ZZ', ' swap'], [' ZZ'], [' ZZ'], [' swap'], [' ZZ', ' swap'], [' ZZ'], [' ZZ'], [' ZZ'], [' swap'], [' swap'], [' ZZ'], [' ZZ'], [' ZZ']]","[[1, 4], [8, 13], [1, 6], [10, 13]]"
sabre_decay,4,8,"[[(0, 1), (6, 7)], [(1, 6)], [(1, 2)], [(1, 4), (2, 3)], [(1, 6)], [(1, 5)], [(0, 1)], [(1, 2)], [(1, 6)], [(1, 4), (6, 7)], [(1, 2), (3, 7)], [(1, 5), (6, 7)], [(2, 6), (4, 5)]]","[[' ZZ', ' swap'], [' ZZ'], [' swap'], [' ZZ', ' swap'], [' ZZ'], [' ZZ'], [' swap'], [' ZZ'], [' swap'], [' swap', ' ZZ'], [' ZZ', ' ZZ'], [' ZZ', ' swap'], [' ZZ', ' ZZ']]","[[1, 4], [8, 13], [1, 6], [10, 13]]"
sabre_basic,3,8,"[[(0, 1)], [(1, 2)], [(0, 1), (2, 3)], [(0, 4), (1, 2), (3, 7)], [(2, 6), (0, 1), (4, 5)], [(6, 7)], [(3, 7), (5, 6)], [(2, 3), (4, 5)], [(0, 4), (1, 2)], [(4, 5)], [(5, 6)]]","[[' ZZ'], [' swap'], [' swap', ' swap'], [' ZZ swap', ' ZZ swap', ' ZZ'], [' ZZ', ' ZZ', ' swap'], [' swap'], [' ZZ swap', ' ZZ'], [' swap', ' ZZ'], [' ZZ', ' ZZ'], [' swap'], [' ZZ']]","[[8, 13], [4, 9], [5, 10]]"
sabre_lookahead,3,8,"[[(0, 1)], [(1, 2)], [(0, 1), (2, 3)], [(1, 2), (0, 4), (3, 7)], [(2, 6)], [(1, 2)], [(2, 3), (0, 1)], [(3, 7)], [(2, 3)], [(1, 2)], [(1, 5)], [(4, 5)], [(5, 6)], [(2, 6), (4, 5)], [(5, 6), (2, 3)], [(4, 5)]]","[[' ZZ'], [' swap'], [' swap', ' swap'], [' ZZ', ' ZZ', ' ZZ'], [' swap'], [' ZZ'], [' ZZ', ' swap'], [' swap'], [' swap'], [' ZZ'], [' ZZ'], [' swap'], [' ZZ'], [' swap', ' ZZ'], [' swap', ' ZZ'], [' ZZ']]","[[8, 13], [4, 9], [5, 10]]"
sabre_decay,3,8,"[[(0, 1)], [(1, 2)], [(0, 1), (2, 3)], [(1, 2), (0, 4), (3, 7)], [(2, 6)], [(1, 2)], [(2, 3), (0, 1)], [(3, 7)], [(2, 3)], [(1, 2)], [(1, 5)], [(4, 5)], [(5, 6)], [(2, 6), (4, 5)], [(5, 6), (2, 3)], [(4, 5)]]","[[' ZZ'], [' swap'], [' swap', ' swap'], [' ZZ', ' ZZ', ' ZZ'], [' swap'], [' ZZ'], [' ZZ', ' swap'], [' swap'], [' swap'], [' ZZ'], [' ZZ'], [' swap'], [' ZZ'], [' swap', ' ZZ'], [' swap', ' ZZ'], [' ZZ']]","[[8, 13], [4, 9], [5, 10]]"
sabre_basic,2,8,"[[(0, 1), (6, 7)], [(1, 6)], [(1, 2)], [(1, 4), (2, 3)], [(1, 6)], [(1, 5)], [(0, 1)], [(1, 2)], [(2, 3), (1, 4)], [(3, 7), (4, 5)], [(2, 3), (5, 6)], [(1, 6), (3, 7)], [(6, 7)]]","[[' ZZ', ' swap'], [' ZZ'], [' swap'], [' ZZ', ' swap'], [' ZZ'], [' ZZ'], [' swap'], [' ZZ swap'], [' swap', ' ZZ'], [' ZZ', ' ZZ'], [' swap', ' ZZ'], [' swap', ' ZZ'], [' ZZ']]","[[1, 4], [1, 6]]"
sabre_lookahead,2,8,"[[(0, 1), (6, 7)], [(1, 6)], [(1, 2)], [(1, 4), (2, 3)], [(1, 6)], [(1, 5)], [(1, 2)], [(0, 1), (2, 3)], [(1, 4)], [(4, 5)], [(5, 6)], [(6, 7)], [(1, 6)], [(0, 1)], [(1, 2)], [(1, 6)]]","[[' ZZ', ' swap'], [' ZZ'], [' swap'], [' ZZ', ' swap'], [' ZZ'], [' ZZ'], [' swap'], [' ZZ', ' swap'], [' ZZ'], [' ZZ'], [' ZZ'], [' swap'], [' swap'], [' ZZ'], [' ZZ'], [' ZZ']]","[[1, 4], [1, 6]]"
sabre_decay,2,8,"[[(0, 1), (6, 7)], [(1, 6)], [(1, 2)], [(1, 4), (2, 3)], [(1, 6)], [(1, 5)], [(0, 1)], [(1, 2)], [(1, 6)], [(1, 4), (6, 7)], [(1, 2), (3, 7)], [(1, 5), (6, 7)], [(2, 6), (4, 5)]]","[[' ZZ', ' swap'], [' ZZ'], [' swap'], [' ZZ', ' swap'], [' ZZ'], [' ZZ'], [' swap'], [' ZZ'], [' swap'], [' swap', ' ZZ'], [' ZZ', ' ZZ'], [' ZZ', ' swap'], [' ZZ', ' ZZ']]","[[1, 4], [1, 6]]"
sabre_basic,1,8,"[[(0, 1)], [(1, 2)], [(0, 1), (2, 3)], [(0, 4), (1, 2), (3, 7)], [(2, 6), (0, 1), (4, 5)], [(6, 7)], [(3, 7), (5, 6)], [(2, 3), (4, 5)], [(0, 4), (1, 2)], [(4, 5)], [(5, 6)]]","[[' ZZ'], [' swap'], [' swap', ' swap'], [' ZZ swap', ' ZZ swap', ' ZZ'], [' ZZ', ' ZZ', ' swap'], [' swap'], [' ZZ swap', ' ZZ'], [' swap', ' ZZ'], [' ZZ', ' ZZ'], [' swap'], [' ZZ']]","[[5, 8]]"
sabre_lookahead,1,8,"[[(0, 1)], [(1, 2)], [(0, 1), (2, 3)], [(1, 2), (0, 4), (3, 7)], [(2, 6)], [(1, 2)], [(2, 3), (0, 1)], [(3, 7)], [(2, 3)], [(1, 2)], [(1, 5)], [(4, 5)], [(5, 6)], [(2, 6), (4, 5)], [(5, 6), (2, 3)], [(4, 5)]]","[[' ZZ'], [' swap'], [' swap', ' swap'], [' ZZ', ' ZZ', ' ZZ'], [' swap'], [' ZZ'], [' ZZ', ' swap'], [' swap'], [' swap'], [' ZZ'], [' ZZ'], [' swap'], [' ZZ'], [' swap', ' ZZ'], [' swap', ' ZZ'], [' ZZ']]","[[5, 8]]"
sabre_decay,1,8,"[[(0, 1)], [(1, 2)], [(0, 1), (2, 3)], [(1, 2), (0, 4), (3, 7)], [(2, 6)], [(1, 2)], [(2, 3), (0, 1)], [(3, 7)], [(2, 3)], [(1, 2)], [(1, 5)], [(4, 5)], [(5, 6)], [(2, 6), (4, 5)], [(5, 6), (2, 3)], [(4, 5)]]","[[' ZZ'], [' swap'], [' swap', ' swap'], [' ZZ', ' ZZ', ' ZZ'], [' swap'], [' ZZ'], [' ZZ', ' swap'], [' swap'], [' swap'], [' ZZ'], [' ZZ'], [' swap'], [' ZZ'], [' swap', ' ZZ'], [' swap', ' ZZ'], [' ZZ']]","[[5, 8]]"
sabre_basic,0,8,"[[(0, 1)], [(1, 2)], [(0, 1), (2, 3)], [(0, 4), (1, 2), (3, 7)], [(2, 6), (0, 1), (4, 5)], [(6, 7)], [(3, 7), (5, 6)], [(2, 3), (4, 5)], [(0, 4), (1, 2)], [(4, 5)], [(5, 6)]]","[[' ZZ'], [' swap'], [' swap', ' swap'], [' ZZ swap', ' ZZ swap', ' ZZ'], [' ZZ', ' ZZ', ' swap'], [' swap'], [' ZZ swap', ' ZZ'], [' swap', ' ZZ'], [' ZZ', ' ZZ'], [' swap'], [' ZZ']]",[]
