compiler,#e,M,gates,gate_spec,coupling
tket,0,10,"[[(1, 5)], [(0, 1), (4, 5)], [(1, 2), (5, 6)], [(4, 5), (0, 1), (2, 3)], [(4, 8), (5, 6)], [(6, 7), (0, 4)], [(5, 6)], [(2, 6), (5, 9)], [(1, 2), (6, 7)], [(1, 5)], [(5, 6)], [(4, 5)], [(5, 6)], [(4, 5)]]","[[' ZZ'], [' ZZ', ' ZZ'], [' swap', ' ZZ'], [' swap', ' ZZ', ' ZZ swap'], [' swap', ' ZZ'], [' ZZ', ' ZZ'], [' swap'], [' ZZ', ' swap'], [' ZZ', ' swap'], [' ZZ'], [' ZZ'], [' ZZ'], [' swap'], [' ZZ']]",[]
tket,1,10,"[[(6, 11)], [(6, 7), (10, 11)], [(2, 6), (9, 10), (11, 15)], [(6, 7), (10, 14)], [(2, 6)], [(2, 3), (6, 11)], [(10, 11), (3, 7)], [(9, 10)], [(5, 9), (10, 14)], [(5, 6)], [(6, 7)], [(6, 10)], [(10, 11)], [(7, 11)]]","[[' ZZ'], [' ZZ', ' ZZ'], [' ZZ', ' ZZ', ' ZZ swap'], [' swap', ' ZZ'], [' ZZ'], [' ZZ', ' ZZ'], [' swap', ' swap'], [' ZZ'], [' ZZ', ' swap'], [' swap'], [' ZZ'], [' ZZ'], [' swap'], [' ZZ']]","[[6, 11]]"
tket,2,10,"[[(5, 8)], [(4, 8), (5, 9)], [(5, 6), (0, 4), (8, 12)], [(5, 9), (0, 1)], [(5, 6), (9, 13)], [(5, 8), (6, 10)], [(4, 8), (1, 5)], [(8, 9)], [(9, 10)], [(5, 9)], [(9, 10)], [(5, 9)]]","[[' ZZ'], [' ZZ', ' ZZ'], [' ZZ', ' ZZ swap', ' ZZ swap'], [' swap', ' ZZ'], [' ZZ', ' swap'], [' ZZ', ' ZZ'], [' ZZ swap', ' swap'], [' ZZ'], [' ZZ'], [' ZZ'], [' swap'], [' ZZ']]","[[5, 8], [6, 11]]"
tket,3,10,"[[(2, 7)], [(2, 6), (3, 7)], [(2, 5), (7, 11)], [(1, 2), (5, 6)], [(5, 9), (6, 11), (2, 3)], [(10, 11), (4, 5)], [(6, 10), (7, 11)], [(2, 6), (3, 7)], [(2, 5), (6, 7)], [(5, 9)], [(5, 6), (9, 10)], [(6, 10)]]","[[' ZZ'], [' ZZ', ' ZZ'], [' ZZ', ' ZZ'], [' swap', ' ZZ'], [' ZZ', ' ZZ', ' ZZ'], [' swap', ' swap'], [' swap', ' swap'], [' ZZ', ' ZZ'], [' ZZ', ' swap'], [' ZZ'], [' ZZ', ' swap'], [' ZZ']]","[[2, 7], [2, 5], [6, 11]]"
tket,4,10,"[[(2, 7)], [(2, 6), (3, 7)], [(2, 5), (7, 11)], [(1, 2), (5, 6)], [(2, 3), (6, 7), (5, 9)], [(2, 7), (6, 10), (4, 5)], [(2, 6)], [(2, 3), (6, 9)], [(2, 5)], [(5, 6)], [(5, 9)]]","[[' ZZ'], [' ZZ', ' ZZ'], [' ZZ', ' ZZ swap'], [' swap', ' ZZ'], [' ZZ', ' ZZ', ' ZZ'], [' ZZ', ' swap', ' swap'], [' ZZ'], [' swap', ' ZZ'], [' ZZ'], [' ZZ'], [' ZZ']]","[[2, 7], [11, 14], [2, 5], [6, 9]]"
tket,5,10,"[[(2, 7)], [(2, 6), (3, 7)], [(2, 5), (7, 11)], [(1, 2), (5, 6)], [(2, 3), (6, 7), (5, 9)], [(2, 7), (4, 5)], [(2, 3), (7, 10)], [(9, 10), (2, 5)], [(6, 10)], [(5, 6)], [(5, 9)]]","[[' ZZ'], [' ZZ', ' ZZ'], [' ZZ', ' ZZ swap'], [' swap', ' ZZ'], [' ZZ', ' ZZ', ' ZZ'], [' ZZ swap', ' swap'], [' swap', ' ZZ'], [' ZZ', ' ZZ'], [' swap'], [' ZZ'], [' ZZ']]","[[2, 7], [11, 14], [2, 5], [9, 14], [7, 10]]"
tket,6,10,"[[(2, 5)], [(5, 6), (2, 7)], [(7, 11), (2, 3), (1, 5)], [(6, 7)], [(2, 7), (6, 10)], [(1, 2), (7, 11)], [(2, 3), (0, 1), (11, 14)], [(3, 7), (1, 2)], [(7, 11)], [(2, 7)], [(7, 11)], [(10, 11)], [(7, 11)]]","[[' ZZ'], [' ZZ', ' ZZ'], [' ZZ', ' ZZ', ' ZZ'], [' swap'], [' swap', ' ZZ'], [' ZZ', ' swap'], [' ZZ', ' ZZ swap', ' swap'], [' ZZ', ' swap'], [' ZZ'], [' swap'], [' ZZ'], [' ZZ swap'], [' ZZ']]","[[2, 7], [8, 13], [11, 14], [2, 5], [9, 14], [5, 8]]"
