normal,0,8,"[[(5, 6), (0, 1)], [(2, 6), (5, 9)], [(4, 5), (6, 10)], [(5, 9), (2, 6), (0, 4)], [(1, 5)], [(1, 2), (4, 5)], [(0, 1), (5, 6)]]","[[' ZZ', ' ZZ'], [' ZZ', ' ZZ'], [' ZZ', ' ZZ swap'], [' swap', ' ZZ', ' ZZ'], [' swap'], [' ZZ', ' ZZ'], [' ZZ', ' ZZ']]",[]
normal,1,8,"[[(3, 7), (5, 9)], [(2, 3), (6, 7)], [(1, 2), (7, 10), (5, 6)], [(2, 3), (9, 10)], [(1, 2), (6, 10)], [(1, 5), (2, 6)], [(5, 9)]]","[[' ZZ', ' ZZ'], [' ZZ', ' ZZ'], [' swap', ' ZZ', ' swap'], [' ZZ', ' ZZ'], [' ZZ', ' ZZ'], [' ZZ', ' ZZ'], [' ZZ']]","[[7, 10]]"
normal,2,8,"[[(6, 7), (13, 14)], [(7, 11), (6, 10)], [(11, 15), (6, 9), (10, 14)], [(7, 11), (9, 13)], [(11, 15), (9, 10)], [(14, 15), (10, 11)], [(13, 14)]]","[[' ZZ', ' ZZ'], [' ZZ', ' ZZ'], [' swap', ' ZZ', ' swap'], [' ZZ', ' ZZ'], [' ZZ', ' ZZ'], [' ZZ', ' ZZ'], [' ZZ']]","[[6, 11], [6, 9]]"
normal,3,8,"[[(10, 13), (8, 9)], [(6, 10), (13, 14)], [(12, 13), (5, 10)], [(9, 13), (5, 6), (10, 14)], [(12, 13), (6, 10)], [(8, 12), (10, 13)], [(5, 8)]]","[[' ZZ', ' ZZ'], [' ZZ', ' ZZ'], [' ZZ', ' ZZ'], [' swap', ' ZZ', ' swap'], [' ZZ', ' ZZ'], [' ZZ', ' ZZ'], [' ZZ']]","[[10, 13], [5, 8], [5, 10]]"
