compiler,#e,M,#gates,gate_spec,coupling
sabre_basic,8,10,"[[(0, 1), (3, 7)], [(0, 4)], [(4, 5)], [(2, 5), (0, 4)], [(2, 6), (5, 8)], [(1, 2), (4, 5)], [(2, 6)], [(5, 6), (2, 3)], [(1, 5), (6, 7)], [(5, 9), (1, 2)], [(5, 6)], [(5, 8)], [(5, 6)]]","[[' ZZ', ' ZZ'], [' ZZ'], [' swap'], [' ZZ', ' ZZ'], [' swap', ' ZZ'], [' ZZ', ' swap'], [' ZZ'], [' ZZ', ' ZZ swap'], [' swap', ' swap'], [' ZZ swap', ' ZZ'], [' ZZ swap'], [' ZZ swap'], [' ZZ']]","[[2, 7], [8, 13], [11, 14], [2, 5], [9, 14], [5, 8], [6, 11], [5, 10]]"
sabre_lookahead,8,10,"[[(0, 1), (3, 7)], [(0, 4), (1, 5)], [(5, 6), (0, 1)], [(5, 9), (6, 7)], [(5, 6)], [(5, 9)], [(4, 5)], [(2, 5)], [(2, 7), (5, 8)], [(1, 2), (3, 7), (4, 8)], [(2, 3), (8, 9)]]","[[' ZZ', ' ZZ'], [' ZZ', ' swap'], [' ZZ', ' ZZ'], [' ZZ', ' swap'], [' swap'], [' ZZ'], [' swap'], [' ZZ'], [' ZZ', ' ZZ'], [' ZZ swap', ' ZZ', ' ZZ'], [' ZZ', ' ZZ']]","[[2, 7], [8, 13], [11, 14], [2, 5], [9, 14], [5, 8], [6, 11], [5, 10]]"
sabre_decay,8,10,"[[(0, 1), (3, 7)], [(0, 4), (1, 5)], [(5, 6), (0, 1)], [(5, 9), (6, 7)], [(5, 6)], [(5, 9)], [(4, 5)], [(2, 5)], [(2, 7), (5, 8)], [(1, 2), (3, 7), (4, 8)], [(2, 3), (8, 9)]]","[[' ZZ', ' ZZ'], [' ZZ', ' swap'], [' ZZ', ' ZZ'], [' ZZ', ' swap'], [' swap'], [' ZZ'], [' swap'], [' ZZ'], [' ZZ', ' ZZ'], [' ZZ swap', ' ZZ', ' ZZ'], [' ZZ', ' ZZ']]","[[2, 7], [8, 13], [11, 14], [2, 5], [9, 14], [5, 8], [6, 11], [5, 10]]"
sabre_basic,5,10,"[[(0, 1), (3, 7)], [(0, 4)], [(4, 5)], [(2, 5), (0, 4)], [(2, 6), (5, 9)], [(1, 2), (8, 9)], [(2, 6), (1, 5)], [(5, 6), (2, 3)], [(4, 5), (6, 7)], [(2, 5), (4, 8)], [(2, 7)], [(2, 5)], [(4, 5)], [(5, 6)]]","[[' ZZ', ' ZZ'], [' ZZ'], [' swap'], [' ZZ', ' ZZ'], [' swap', ' swap'], [' ZZ', ' ZZ'], [' ZZ', ' ZZ'], [' swap', ' ZZ swap'], [' ZZ swap', ' ZZ'], [' ZZ', ' swap'], [' swap'], [' swap'], [' ZZ swap'], [' ZZ']]","[[9, 12], [2, 7], [11, 14], [2, 5], [9, 14]]"
sabre_lookahead,5,10,"[[(0, 1), (3, 7)], [(0, 4), (1, 5)], [(5, 6), (0, 1)], [(5, 9), (6, 7)], [(4, 5), (6, 10)], [(2, 5), (9, 10)], [(2, 7), (8, 9)], [(1, 2), (3, 7), (5, 9)], [(9, 10), (2, 3)], [(8, 9)]]","[[' ZZ', ' ZZ'], [' ZZ', ' swap'], [' ZZ', ' ZZ'], [' ZZ', ' swap'], [' swap', ' swap'], [' ZZ', ' ZZ'], [' ZZ', ' swap'], [' ZZ swap', ' ZZ', ' ZZ'], [' ZZ', ' ZZ'], [' ZZ']]","[[9, 12], [2, 7], [11, 14], [2, 5], [9, 14]]"
sabre_decay,5,10,"[[(0, 1), (3, 7)], [(0, 4), (1, 5)], [(5, 6), (0, 1)], [(5, 9), (6, 7)], [(4, 5), (6, 10)], [(2, 5), (9, 10)], [(2, 7), (8, 9)], [(1, 2), (3, 7), (5, 9)], [(9, 10), (2, 3)], [(8, 9)]]","[[' ZZ', ' ZZ'], [' ZZ', ' swap'], [' ZZ', ' ZZ'], [' ZZ', ' swap'], [' swap', ' swap'], [' ZZ', ' ZZ'], [' ZZ', ' swap'], [' ZZ swap', ' ZZ', ' ZZ'], [' ZZ', ' ZZ'], [' ZZ']]","[[9, 12], [2, 7], [11, 14], [2, 5], [9, 14]]"
sabre_basic,4,10,"[[(0, 1), (3, 7)], [(1, 6), (0, 4)], [(1, 5)], [(0, 1), (5, 9)], [(1, 4), (9, 10)], [(1, 2), (6, 10)], [(1, 4), (6, 7)], [(6, 10), (4, 8)], [(2, 6)], [(6, 7), (1, 2)], [(3, 7), (5, 6)], [(2, 3), (4, 5)], [(4, 8), (1, 2)], [(8, 9)], [(9, 10)]]","[[' ZZ', ' ZZ'], [' ZZ', ' ZZ'], [' swap'], [' ZZ', ' ZZ'], [' swap', ' swap'], [' ZZ', ' swap'], [' swap', ' ZZ'], [' swap', ' ZZ'], [' ZZ'], [' swap', ' ZZ'], [' ZZ', ' swap'], [' swap', ' swap'], [' ZZ', ' ZZ'], [' swap'], [' ZZ']]","[[1, 4], [8, 13], [1, 6], [10, 13]]"
sabre_lookahead,4,10,"[[(0, 1), (3, 7)], [(1, 6), (0, 4), (7, 11)], [(1, 5), (10, 11)], [(0, 1), (5, 9)], [(1, 2), (9, 10)], [(1, 4), (10, 13)], [(1, 6), (4, 8)], [(1, 2), (8, 13)], [(2, 3), (8, 9)], [(2, 6)], [(2, 3)]]","[[' ZZ', ' ZZ'], [' ZZ', ' ZZ', ' swap'], [' swap', ' swap'], [' ZZ', ' ZZ'], [' swap', ' ZZ'], [' ZZ', ' swap'], [' ZZ', ' ZZ'], [' ZZ', ' ZZ'], [' swap', ' ZZ'], [' ZZ'], [' ZZ']]","[[1, 4], [8, 13], [1, 6], [10, 13]]"
sabre_decay,4,10,"[[(0, 1), (3, 7)], [(1, 6), (0, 4), (7, 11)], [(1, 5), (10, 11)], [(0, 1), (5, 9)], [(1, 2), (9, 10)], [(1, 4)], [(1, 6), (4, 8)], [(6, 7), (1, 2), (8, 9)], [(3, 7), (9, 10)], [(2, 3), (8, 9)]]","[[' ZZ', ' ZZ'], [' ZZ', ' ZZ', ' swap'], [' swap', ' swap'], [' ZZ', ' ZZ'], [' swap', ' ZZ'], [' ZZ'], [' ZZ', ' ZZ'], [' swap', ' ZZ', ' swap'], [' ZZ', ' ZZ'], [' ZZ', ' ZZ']]","[[1, 4], [8, 13], [1, 6], [10, 13]]"
sabre_basic,3,10,"[[(0, 1), (3, 7)], [(0, 4), (1, 5)], [(0, 1), (5, 6)], [(1, 4), (6, 7), (5, 9)], [(1, 2), (5, 6)], [(2, 3), (1, 4), (5, 9)], [(3, 7), (4, 8)], [(2, 3), (4, 5)], [(1, 2), (3, 7), (4, 8)], [(2, 3), (8, 9)], [(1, 2)]]","[[' ZZ', ' ZZ'], [' ZZ', ' swap'], [' ZZ', ' ZZ'], [' swap', ' swap', ' ZZ'], [' ZZ', ' swap'], [' swap', ' swap', ' ZZ'], [' ZZ', ' ZZ'], [' swap', ' swap'], [' ZZ', ' ZZ', ' ZZ'], [' swap', ' ZZ'], [' ZZ']]","[[1, 4], [8, 13], [10, 13]]"
sabre_lookahead,3,10,"[[(0, 1), (3, 7)], [(0, 4), (1, 5), (7, 11)], [(0, 1), (5, 6), (10, 11)], [(1, 2), (5, 9)], [(1, 4), (9, 10)], [(1, 2), (4, 8)], [(2, 6), (8, 9)], [(1, 2), (9, 10)], [(2, 3), (8, 9)], [(2, 6)], [(1, 2)]]","[[' ZZ', ' ZZ'], [' ZZ', ' swap', ' swap'], [' ZZ', ' ZZ', ' swap'], [' swap', ' ZZ'], [' ZZ', ' ZZ'], [' swap', ' ZZ'], [' ZZ', ' swap'], [' ZZ', ' ZZ'], [' swap', ' ZZ'], [' ZZ'], [' ZZ']]","[[1, 4], [8, 13], [10, 13]]"
sabre_decay,3,10,"[[(0, 1), (3, 7)], [(0, 4), (1, 5), (7, 11)], [(0, 1), (5, 6), (10, 11)], [(1, 2), (5, 9)], [(1, 4), (9, 10)], [(1, 2), (4, 8)], [(2, 6), (8, 9)], [(1, 2), (9, 10)], [(2, 3), (8, 9)], [(2, 6)], [(1, 2)]]","[[' ZZ', ' ZZ'], [' ZZ', ' swap', ' swap'], [' ZZ', ' ZZ', ' swap'], [' swap', ' ZZ'], [' ZZ', ' ZZ'], [' swap', ' ZZ'], [' ZZ', ' swap'], [' ZZ', ' ZZ'], [' swap', ' ZZ'], [' ZZ'], [' ZZ']]","[[1, 4], [8, 13], [10, 13]]"
sabre_basic,2,10,"[[(0, 1), (3, 7)], [(0, 4)], [(4, 5)], [(2, 5), (0, 4)], [(2, 6), (5, 9)], [(1, 2), (8, 9)], [(2, 6), (1, 5)], [(5, 6), (2, 3)], [(4, 5), (6, 7)], [(4, 8), (2, 5)], [(4, 5)], [(5, 6)], [(6, 7)]]","[[' ZZ', ' ZZ'], [' ZZ'], [' swap'], [' ZZ', ' ZZ'], [' swap', ' swap'], [' ZZ', ' ZZ'], [' ZZ', ' ZZ'], [' swap', ' ZZ swap'], [' ZZ swap', ' ZZ swap'], [' swap', ' ZZ'], [' swap'], [' ZZ swap'], [' ZZ']]","[[2, 5], [6, 11]]"
sabre_lookahead,2,10,"[[(0, 1), (3, 7)], [(0, 4), (1, 5), (7, 11)], [(5, 6), (0, 1), (10, 11)], [(5, 9)], [(2, 5), (9, 10)], [(4, 5), (2, 3)], [(5, 6), (4, 8)], [(1, 5), (2, 6), (8, 9)], [(9, 10), (1, 2)], [(8, 9)]]","[[' ZZ', ' ZZ'], [' ZZ', ' swap', ' swap'], [' ZZ', ' ZZ', ' swap'], [' ZZ'], [' swap', ' ZZ'], [' ZZ', ' swap'], [' ZZ', ' ZZ'], [' ZZ', ' ZZ', ' swap'], [' ZZ', ' ZZ'], [' ZZ']]","[[2, 5], [6, 11]]"
sabre_decay,2,10,"[[(0, 1), (3, 7)], [(0, 4), (1, 5), (7, 11)], [(5, 6), (0, 1), (10, 11)], [(5, 9)], [(2, 5), (9, 10)], [(4, 5), (2, 3)], [(5, 6), (4, 8)], [(1, 5), (2, 6), (8, 9)], [(9, 10), (1, 2)], [(8, 9)]]","[[' ZZ', ' ZZ'], [' ZZ', ' swap', ' swap'], [' ZZ', ' ZZ', ' swap'], [' ZZ'], [' swap', ' ZZ'], [' ZZ', ' swap'], [' ZZ', ' ZZ'], [' ZZ', ' ZZ', ' swap'], [' ZZ', ' ZZ'], [' ZZ']]","[[2, 5], [6, 11]]"
sabre_basic,1,10,"[[(0, 1), (2, 6), (3, 7)], [(0, 4), (1, 2)], [(0, 5)], [(4, 5)], [(5, 6)], [(2, 6), (5, 9)], [(1, 5), (2, 3), (8, 9)], [(5, 6), (1, 2)], [(4, 5), (6, 7)], [(4, 8), (1, 5)], [(4, 5)], [(5, 6)], [(6, 7)], [(5, 6)]]","[[' ZZ', ' swap', ' ZZ'], [' ZZ', ' ZZ'], [' ZZ'], [' swap'], [' ZZ'], [' ZZ', ' swap'], [' ZZ', ' ZZ swap', ' ZZ'], [' swap', ' swap'], [' ZZ swap', ' ZZ swap'], [' swap', ' ZZ'], [' swap'], [' ZZ'], [' swap'], [' ZZ']]","[[0, 5]]"
sabre_lookahead,1,10,"[[(0, 1), (2, 6), (3, 7)], [(0, 4), (1, 2), (7, 11)], [(0, 5), (10, 11)], [(5, 6)], [(4, 5)], [(1, 5), (4, 8)], [(1, 2), (5, 9)], [(2, 3), (9, 10)], [(2, 6), (8, 9)], [(1, 2), (9, 10)], [(2, 3), (8, 9)]]","[[' ZZ', ' swap', ' ZZ'], [' ZZ', ' ZZ', ' swap'], [' ZZ', ' swap'], [' swap'], [' ZZ'], [' swap', ' ZZ'], [' ZZ', ' ZZ'], [' ZZ', ' ZZ'], [' swap', ' swap'], [' ZZ', ' ZZ'], [' ZZ', ' ZZ']]","[[0, 5]]"
sabre_decay,1,10,"[[(0, 1), (2, 6), (3, 7)], [(0, 4), (1, 2), (7, 11)], [(0, 5), (10, 11)], [(5, 6)], [(4, 5)], [(1, 5), (4, 8)], [(1, 2), (5, 9)], [(2, 3), (9, 10)], [(2, 6), (8, 9)], [(1, 2), (9, 10)], [(2, 3), (8, 9)]]","[[' ZZ', ' swap', ' ZZ'], [' ZZ', ' ZZ', ' swap'], [' ZZ', ' swap'], [' swap'], [' ZZ'], [' swap', ' ZZ'], [' ZZ', ' ZZ'], [' ZZ', ' ZZ'], [' swap', ' swap'], [' ZZ', ' ZZ'], [' ZZ', ' ZZ']]","[[0, 5]]"
sabre_basic,0,10,"[[(0, 1), (2, 6), (3, 7)], [(0, 4), (1, 2)], [(4, 5)], [(5, 6), (0, 4)], [(2, 6), (5, 9)], [(1, 5), (2, 3), (8, 9)], [(5, 6), (1, 2)], [(4, 5), (6, 7)], [(4, 8), (1, 5)], [(4, 5)], [(5, 6)], [(6, 7)], [(5, 6)]]","[[' ZZ', ' swap', ' ZZ'], [' ZZ', ' ZZ'], [' swap'], [' ZZ', ' ZZ'], [' ZZ', ' swap'], [' ZZ', ' ZZ swap', ' ZZ'], [' swap', ' swap'], [' ZZ swap', ' ZZ swap'], [' swap', ' ZZ'], [' swap'], [' ZZ'], [' swap'], [' ZZ']]",[]
sabre_lookahead,0,10,"[[(0, 1), (3, 7)], [(0, 4), (1, 5), (7, 11)], [(5, 6), (0, 1), (10, 11)], [(5, 9), (2, 6)], [(5, 6), (9, 10)], [(4, 5)], [(1, 5), (4, 8)], [(1, 2), (8, 9)], [(1, 5), (2, 3), (9, 10)], [(1, 2), (8, 9)]]","[[' ZZ', ' ZZ'], [' ZZ', ' swap', ' swap'], [' ZZ', ' ZZ', ' swap'], [' ZZ', ' swap'], [' swap', ' ZZ'], [' ZZ'], [' swap', ' ZZ'], [' ZZ', ' swap'], [' ZZ swap', ' ZZ swap', ' ZZ'], [' ZZ', ' ZZ']]",[]
sabre_decay,0,10,"[[(0, 1), (3, 7)], [(0, 4), (1, 5), (7, 11)], [(5, 6), (0, 1), (10, 11)], [(5, 9), (2, 6)], [(5, 6), (9, 10)], [(4, 5)], [(1, 5), (4, 8)], [(1, 2), (8, 9)], [(1, 5), (2, 3), (9, 10)], [(1, 2), (8, 9)]]","[[' ZZ', ' ZZ'], [' ZZ', ' swap', ' swap'], [' ZZ', ' ZZ', ' swap'], [' ZZ', ' swap'], [' swap', ' ZZ'], [' ZZ'], [' swap', ' ZZ'], [' ZZ', ' swap'], [' ZZ swap', ' ZZ swap', ' ZZ'], [' ZZ', ' ZZ']]",[]
sabre_basic,7,10,"[[(0, 1), (3, 7)], [(1, 6), (0, 4)], [(1, 5)], [(0, 1), (5, 9)], [(1, 4), (6, 9)], [(1, 2), (4, 8), (6, 7)], [(2, 6), (1, 4)], [(6, 9)], [(6, 7), (8, 9)], [(5, 6), (3, 7)], [(4, 5), (6, 9)], [(1, 4), (6, 7)], [(1, 2)]]","[[' ZZ', ' ZZ'], [' ZZ', ' ZZ'], [' swap'], [' ZZ', ' ZZ'], [' swap', ' swap'], [' ZZ', ' swap', ' ZZ'], [' swap', ' ZZ'], [' ZZ swap'], [' swap', ' ZZ swap'], [' swap', ' ZZ swap'], [' ZZ', ' swap'], [' swap', ' ZZ'], [' ZZ']]","[[1, 4], [8, 13], [11, 14], [1, 6], [10, 13], [6, 11], [6, 9]]"
sabre_lookahead,7,10,"[[(0, 1), (3, 7)], [(1, 6), (0, 4)], [(1, 5), (6, 7)], [(0, 1), (5, 9)], [(1, 2), (6, 9)], [(1, 4)], [(4, 8)], [(8, 9)], [(6, 9)], [(1, 6), (8, 9)], [(6, 7)], [(2, 6), (3, 7)], [(2, 3)]]","[[' ZZ', ' ZZ'], [' ZZ', ' ZZ'], [' swap', ' swap'], [' ZZ', ' ZZ'], [' swap', ' ZZ'], [' ZZ'], [' ZZ'], [' swap'], [' ZZ'], [' swap', ' ZZ'], [' ZZ'], [' ZZ', ' ZZ'], [' ZZ']]","[[1, 4], [8, 13], [11, 14], [1, 6], [10, 13], [6, 11], [6, 9]]"
sabre_decay,7,10,"[[(0, 1), (3, 7)], [(1, 6), (0, 4)], [(1, 5), (6, 7)], [(0, 1), (5, 9)], [(1, 2), (6, 9)], [(1, 4)], [(4, 8)], [(8, 9)], [(6, 9)], [(1, 6), (8, 9)], [(6, 7)], [(2, 6), (3, 7)], [(2, 3)]]","[[' ZZ', ' ZZ'], [' ZZ', ' ZZ'], [' swap', ' swap'], [' ZZ', ' ZZ'], [' swap', ' ZZ'], [' ZZ'], [' ZZ'], [' swap'], [' ZZ'], [' swap', ' ZZ'], [' ZZ'], [' ZZ', ' ZZ'], [' ZZ']]","[[1, 4], [8, 13], [11, 14], [1, 6], [10, 13], [6, 11], [6, 9]]"
sabre_basic,6,10,"[[(0, 1), (3, 7)], [(0, 4)], [(4, 5)], [(2, 5), (0, 4)], [(2, 6), (5, 9)], [(1, 2), (8, 9)], [(2, 6), (1, 5)], [(5, 6), (2, 3)], [(4, 5), (6, 7)], [(7, 10), (2, 5)], [(9, 10)], [(5, 9)], [(5, 6)]]","[[' ZZ', ' ZZ'], [' ZZ'], [' swap'], [' ZZ', ' ZZ'], [' swap', ' swap'], [' ZZ', ' ZZ swap'], [' ZZ', ' ZZ'], [' swap', ' ZZ swap'], [' ZZ swap', ' ZZ'], [' swap', ' ZZ'], [' ZZ'], [' swap'], [' ZZ']]","[[3, 6], [11, 14], [2, 5], [9, 14], [7, 10], [5, 10]]"
