compiler,#e,M,#gates,gate_spec,coupling
sabre_basic,8,10,"[[(8, 9), (7, 10)], [(5, 9)], [(4, 5), (9, 10)], [(4, 8), (5, 6), (10, 13)], [(4, 5), (2, 6)], [(4, 9)], [(0, 4)], [(0, 1), (4, 8)], [(1, 2), (8, 13)], [(1, 4), (9, 13)], [(1, 2), (4, 9)], [(2, 3)], [(1, 2)], [(1, 5), (2, 3)], [(1, 2)], [(0, 1)], [(1, 2)], [(0, 1)], [(0, 4)]]","[[' swap', ' swap'], [' ZZ'], [' ZZ', ' ZZ'], [' ZZ', ' swap', ' swap'], [' ZZ', ' ZZ'], [' swap'], [' swap'], [' swap', ' ZZ'], [' ZZ', ' ZZ'], [' swap', ' swap'], [' swap', ' swap'], [' ZZ'], [' ZZ'], [' swap', ' swap'], [' ZZ swap'], [' ZZ'], [' swap'], [' ZZ'], [' ZZ']]","[[1, 4], [2, 7], [8, 13], [1, 6], [10, 13], [4, 9], [7, 10], [5, 10]]"
sabre_lookahead,8,10,"[[(1, 2), (4, 5), (7, 10)], [(4, 8), (2, 3)], [(4, 5)], [(1, 4), (5, 9)], [(0, 4), (5, 6)], [(4, 9)], [(1, 4), (8, 9)], [(1, 2), (9, 10), (8, 13)], [(2, 6), (4, 9), (10, 13)], [(2, 3), (1, 4)], [(3, 7)], [(6, 7)], [(7, 10)]]","[[' swap', ' swap', ' swap'], [' ZZ', ' swap'], [' ZZ'], [' ZZ', ' ZZ'], [' swap', ' ZZ'], [' ZZ'], [' swap', ' swap'], [' ZZ', ' ZZ', ' swap'], [' ZZ', ' ZZ', ' ZZ'], [' ZZ', ' ZZ'], [' swap'], [' ZZ'], [' ZZ']]","[[1, 4], [2, 7], [8, 13], [1, 6], [10, 13], [4, 9], [7, 10], [5, 10]]"
sabre_decay,8,10,"[[(1, 2), (4, 5), (7, 10)], [(4, 8), (2, 3)], [(4, 5)], [(1, 4), (5, 9)], [(0, 4), (5, 6)], [(4, 9)], [(1, 4), (8, 9)], [(1, 2), (9, 10), (8, 13)], [(2, 6), (4, 9), (10, 13)], [(2, 3), (1, 4)], [(3, 7)], [(6, 7)], [(7, 10)]]","[[' swap', ' swap', ' swap'], [' ZZ', ' swap'], [' ZZ'], [' ZZ', ' ZZ'], [' swap', ' ZZ'], [' ZZ'], [' swap', ' swap'], [' ZZ', ' ZZ', ' swap'], [' ZZ', ' ZZ', ' ZZ'], [' ZZ', ' ZZ'], [' swap'], [' ZZ'], [' ZZ']]","[[1, 4], [2, 7], [8, 13], [1, 6], [10, 13], [4, 9], [7, 10], [5, 10]]"
sabre_basic,5,10,"[[(5, 8)], [(4, 5), (8, 9)], [(2, 5), (4, 8), (9, 10)], [(0, 4), (5, 6), (7, 10)], [(0, 1), (2, 7), (5, 8)], [(1, 2), (7, 10)], [(2, 3), (0, 1)], [(2, 7), (0, 4)], [(2, 3)], [(2, 5)], [(1, 2)], [(1, 5)], [(0, 1)]]","[[' ZZ'], [' ZZ', ' swap'], [' ZZ', ' ZZ swap', ' swap'], [' ZZ', ' swap', ' ZZ'], [' swap', ' swap', ' ZZ'], [' swap', ' ZZ'], [' ZZ', ' swap'], [' ZZ', ' ZZ'], [' swap'], [' ZZ'], [' ZZ'], [' ZZ'], [' ZZ']]","[[2, 7], [8, 13], [2, 5], [7, 10], [5, 8]]"
sabre_lookahead,5,10,"[[(5, 8)], [(4, 5), (8, 9)], [(2, 5), (4, 8), (9, 10)], [(5, 6), (7, 10)], [(4, 5), (2, 7)], [(4, 8), (2, 5), (7, 10)], [(2, 3), (0, 4)], [(1, 2), (4, 5)], [(0, 1)], [(1, 2)], [(2, 3)], [(1, 2)], [(2, 7)], [(1, 2)], [(2, 3), (0, 1)], [(2, 5)]]","[[' ZZ'], [' ZZ', ' swap'], [' ZZ', ' ZZ', ' swap'], [' swap', ' ZZ'], [' ZZ', ' swap'], [' swap', ' swap', ' ZZ'], [' swap', ' ZZ'], [' swap', ' ZZ'], [' ZZ'], [' swap'], [' ZZ'], [' ZZ'], [' swap'], [' swap'], [' ZZ', ' ZZ'], [' ZZ']]","[[2, 7], [8, 13], [2, 5], [7, 10], [5, 8]]"
sabre_decay,5,10,"[[(5, 8)], [(4, 5), (8, 9)], [(2, 5), (4, 8), (9, 10)], [(5, 6), (7, 10)], [(4, 5), (2, 7)], [(4, 8), (2, 5), (7, 10)], [(2, 3), (0, 4)], [(1, 2), (4, 5)], [(0, 1)], [(1, 2)], [(2, 3)], [(1, 2)], [(2, 7)], [(1, 2)], [(2, 3), (0, 1)], [(2, 5)]]","[[' ZZ'], [' ZZ', ' swap'], [' ZZ', ' ZZ', ' swap'], [' swap', ' ZZ'], [' ZZ', ' swap'], [' swap', ' swap', ' ZZ'], [' swap', ' ZZ'], [' swap', ' ZZ'], [' ZZ'], [' swap'], [' ZZ'], [' ZZ'], [' swap'], [' swap'], [' ZZ', ' ZZ'], [' ZZ']]","[[2, 7], [8, 13], [2, 5], [7, 10], [5, 8]]"
sabre_basic,4,10,"[[(8, 9)], [(5, 9)], [(4, 5)], [(4, 8), (5, 6)], [(4, 5), (2, 6)], [(4, 8), (6, 7)], [(0, 4), (6, 9)], [(0, 1), (2, 6)], [(1, 2), (6, 9)], [(1, 4), (2, 3)], [(2, 6), (0, 1)], [(2, 3)], [(2, 6)], [(1, 2), (5, 6)], [(2, 6), (0, 1)], [(5, 6)], [(2, 6)], [(1, 2)]]","[[' swap'], [' ZZ'], [' ZZ'], [' ZZ', ' swap'], [' ZZ', ' ZZ'], [' swap', ' swap'], [' ZZ', ' ZZ'], [' swap', ' swap'], [' swap', ' ZZ'], [' ZZ', ' ZZ'], [' ZZ', ' swap'], [' swap'], [' swap'], [' swap', ' ZZ'], [' ZZ', ' swap'], [' swap'], [' ZZ'], [' ZZ']]","[[1, 4], [8, 13], [10, 13], [6, 9]]"
sabre_lookahead,4,10,"[[(8, 9)], [(5, 9)], [(4, 5)], [(4, 8), (5, 6)], [(4, 5), (2, 6)], [(0, 4), (6, 7)], [(6, 9), (4, 8)], [(2, 6), (8, 9)], [(2, 3)], [(1, 2)], [(1, 4)], [(1, 5)], [(1, 2)], [(2, 6), (1, 4)], [(2, 3), (5, 6)], [(1, 2), (6, 9)]]","[[' swap'], [' ZZ'], [' ZZ'], [' ZZ', ' swap'], [' ZZ', ' ZZ'], [' swap', ' swap'], [' ZZ swap', ' ZZ'], [' ZZ', ' ZZ'], [' swap'], [' swap'], [' ZZ'], [' ZZ'], [' ZZ'], [' swap', ' swap'], [' swap', ' ZZ'], [' ZZ', ' ZZ']]","[[1, 4], [8, 13], [10, 13], [6, 9]]"
sabre_decay,4,10,"[[(8, 9)], [(5, 9)], [(4, 5)], [(4, 8), (5, 6)], [(4, 5), (2, 6)], [(0, 4), (6, 7)], [(4, 8), (6, 9)], [(2, 6), (1, 4), (8, 9)], [(2, 3)], [(1, 2)], [(1, 5), (2, 3)], [(1, 4)], [(4, 5)], [(5, 9)], [(4, 5)]]","[[' swap'], [' ZZ'], [' ZZ'], [' ZZ', ' swap'], [' ZZ', ' ZZ'], [' swap', ' swap'], [' ZZ', ' ZZ swap'], [' ZZ', ' swap', ' ZZ'], [' swap'], [' ZZ swap'], [' ZZ', ' ZZ'], [' ZZ'], [' ZZ'], [' swap'], [' ZZ']]","[[1, 4], [8, 13], [10, 13], [6, 9]]"
sabre_basic,3,10,"[[(8, 9)], [(5, 9)], [(4, 5)], [(4, 8), (5, 6)], [(4, 5), (2, 6)], [(5, 9), (6, 7), (1, 2), (0, 4)], [(5, 6), (4, 8)], [(0, 4), (1, 5), (6, 10)], [(0, 1), (9, 10)], [(1, 2), (6, 10), (8, 9)], [(0, 1), (2, 3), (6, 7), (5, 9)], [(1, 2), (3, 7)], [(0, 1), (2, 3), (6, 7)], [(1, 2)], [(1, 6)], [(1, 5)]]","[[' swap'], [' ZZ'], [' ZZ'], [' ZZ', ' swap'], [' ZZ', ' ZZ'], [' swap', ' swap', ' swap', ' swap'], [' ZZ', ' ZZ'], [' swap', ' ZZ', ' swap'], [' swap', ' swap'], [' swap', ' swap', ' ZZ'], [' swap', ' ZZ', ' swap', ' swap'], [' ZZ', ' ZZ'], [' swap', ' swap', ' swap'], [' ZZ'], [' ZZ'], [' ZZ']]","[[8, 13], [1, 6], [10, 13]]"
