M,D,g1,g2,f,crosstalk,f_ct,#extra_e,extra_edge,f_dec_ratio,ct_ratio,f_imp_r,f_imp_r_ct
10,63,114,57,0.3365777230504318,36,0.2804934088619601,0,[],0.16663109394221018,0.631578947368421,0.0,0.0
10,59,110,54,0.3588778594404153,36,0.2990776491302202,1,"[[6, 9]]",0.16663109394220996,0.6666666666666666,0.06625553286140115,0.06625553286140144
10,47,92,51,0.4145286616715418,39,0.340247516839716,2,"[[7, 10], [6, 9]]",0.17919423118366568,0.7647058823529411,0.23159862724910651,0.21303212870560823
10,47,99,51,0.4145272098558089,39,0.3402463251809872,3,"[[3, 6], [7, 10], [5, 10]]",0.17919423118366562,0.7647058823529411,0.23159431378557793,0.2130278802680651
10,53,99,51,0.3903870244478358,39,0.320431921737827,4,"[[11, 14], [9, 14], [7, 10], [5, 10]]",0.17919423118366565,0.7647058823529411,0.15987184448728756,0.1423866358853441
10,43,90,48,0.4419930367487721,39,0.3627904343400422,5,"[[8, 13], [10, 13], [4, 9], [6, 11], [6, 9]]",0.17919423118366565,0.8125,0.31319753649455034,0.2934009245065118
10,43,90,48,0.4419930367487721,39,0.3627904343400422,5,"[[8, 13], [10, 13], [4, 9], [6, 11], [6, 9]]",0.17919423118366565,0.8125,0.31319753649455034,0.2934009245065118
