M,D,g1,g2,f,crosstalk,f_ct,#extra_e,extra_edge,f_dec_ratio,ct_ratio,f_imp_r,f_imp_r_ct
8,51,76,39,0.4857791784631941,18,0.4434631548302474,0,[],0.08710958704903163,0.46153846153846156,0.0,0.0
8,41,74,36,0.5391027392351285,24,0.4774153738208394,1,"[[9, 14]]",0.11442599142013325,0.6666666666666666,0.10976913613429935,0.076561533062625
8,35,65,36,0.5656133211628613,27,0.4933414416570948,2,"[[11, 14], [4, 9]]",0.12777612690800952,0.75,0.16434245484178578,0.11247447794381081
8,31,63,33,0.5982822752689702,27,0.5218360833373895,3,"[[11, 14], [10, 13], [6, 11]]",0.12777612690800957,0.8181818181818182,0.23159308137020138,0.17672929002893684
8,31,63,33,0.5982822752689702,27,0.5218360833373895,3,"[[11, 14], [10, 13], [6, 11]]",0.12777612690800957,0.8181818181818182,0.23159308137020138,0.17672929002893684
