M,D,g1,g2,f,crosstalk,f_ct,#extra_e,extra_edge,f_dec_ratio,ct_ratio,f_imp_r,f_imp_r_ct
8,55,73,39,0.4704810379704898,18,0.4294976290384807,0,[],0.08710958704903152,0.46153846153846156,0.0,0.0
8,43,68,36,0.5305473266994108,24,0.4698389228465295,1,"[[9, 14]]",0.11442599142013311,0.6666666666666666,0.12766994603656825,0.09392669733325683
8,37,68,36,0.5566346864338668,27,0.485510062098693,2,"[[11, 14], [4, 9]]",0.12777612690800944,0.75,0.1831182162728966,0.13041383531175185
8,31,63,33,0.5982822752689702,27,0.5218360833373895,3,"[[11, 14], [10, 13], [6, 11]]",0.12777612690800957,0.8181818181818182,0.2716395071941167,0.21499176725521751
8,31,63,33,0.5982822752689702,27,0.5218360833373895,3,"[[11, 14], [10, 13], [6, 11]]",0.12777612690800957,0.8181818181818182,0.2716395071941167,0.21499176725521751
