M,D,g1,g2,#extra_e,extra_edge,cost,f,csf,crosstalk,f_ct,csf_ct,f_dec_ratio,ct_ratio,f_imp_r,f_imp_r_ct,csf_imp_r,csf_imp_r_ct
8,49,83,42,0,[],,0.4818339947268182,,12,0.4534296006845027,,0.05895058122335206,0.2857142857142857,0.0,0.0,,
8,45,90,42,1,"[[3, 8]]",,0.497500291790756,,24,0.4405733276707932,,0.11442599142013316,0.5714285714285714,0.032513889089166484,-0.028353404793823617,,
8,47,69,39,2,"[[5, 14], [5, 15]]",,0.5015772621645537,,24,0.4441837866675787,,0.11442599142013293,0.6153846153846154,0.04097524801862343,-0.020390847891197324,,
8,35,81,36,3,"[[4, 13], [5, 14], [6, 14]]",,0.5656087932555471,,27,0.4933374923082402,,0.12777612690800957,0.75,0.1738665171938026,0.0880134238335831,,
8,53,72,36,4,"[[3, 13], [4, 13], [5, 13], [5, 14]]",,0.4897559296416187,,15,0.4539366427505002,,0.07313701524212153,0.4166666666666667,0.01644121212180539,0.0011182376828333695,,
8,31,63,33,5,"[[8, 12], [3, 12], [4, 12], [4, 13], [5, 13]]",,0.5982822752689702,,27,0.5218360833373895,,0.12777612690800957,0.8181818181818182,0.24167717889679777,0.15086461613802793,,
8,31,63,33,5,"[[8, 12], [3, 12], [4, 12], [4, 13], [5, 13]]",,0.5982822752689702,,27,0.5218360833373895,,0.12777612690800957,0.8181818181818182,0.24167717889679777,0.15086461613802793,,
