M,D,g1,g2,#extra_e,extra_edge,cost,f,csf,crosstalk,f_ct,csf_ct,f_dec_ratio,ct_ratio,f_imp_r,f_imp_r_ct,csf_imp_r,csf_imp_r_ct
8,35,74,39,0,[],56,0.5521143364124668,0.009859184578794,33,0.4671573745840571,0.0083420959747153,0.15387566709541314,0.8461538461538461,0.0,0.0,1.0,1.0
8,31,63,33,1,"[[6, 9]]",57,0.5982822752689702,0.0104961802678766,27,0.5218360833373895,0.0091550190059191,0.12777612690800957,0.8181818181818182,0.0836202500309878,0.11704558619462381,1.064609368451495,1.0974482952087523
8,35,72,36,2,"[[5, 8], [5, 10]]",58,0.5656113401989511,0.0097519196586026,27,0.4933397138130806,0.0085058571347082,0.12777612690800944,0.75,0.024446030280947377,0.0560460792304424,0.9891203050988502,1.0196306971880036
8,31,63,33,3,"[[4, 9], [7, 10], [6, 9]]",59,0.5982822752689702,0.0101403775469316,27,0.5218360833373895,0.0088446793785998,0.12777612690800957,0.8181818181818182,0.0836202500309878,0.11704558619462381,1.0285209152836445,1.0602466580830308
8,31,63,33,3,"[[4, 9], [7, 10], [6, 9]]",59,0.5982822752689702,0.0101403775469316,27,0.5218360833373895,0.0088446793785998,0.12777612690800957,0.8181818181818182,0.0836202500309878,0.11704558619462381,1.0285209152836445,1.0602466580830308
8,31,63,33,4,"[[9, 12], [11, 14], [9, 14], [5, 8]]",60,0.5982822752689702,0.0099713712544828,27,0.5218360833373895,0.0086972680556231,0.12777612690800957,0.8181818181818182,0.0836202500309878,0.11704558619462381,1.0113789000289235,1.042575880448309
8,31,63,33,4,"[[9, 12], [11, 14], [9, 14], [5, 8]]",60,0.5982822752689702,0.0099713712544828,27,0.5218360833373895,0.0086972680556231,0.12777612690800957,0.8181818181818182,0.0836202500309878,0.11704558619462381,1.0113789000289235,1.042575880448309
8,31,63,33,4,"[[9, 12], [11, 14], [9, 14], [5, 8]]",60,0.5982822752689702,0.0099713712544828,27,0.5218360833373895,0.0086972680556231,0.12777612690800957,0.8181818181818182,0.0836202500309878,0.11704558619462381,1.0113789000289235,1.042575880448309
8,31,63,33,4,"[[9, 12], [11, 14], [9, 14], [5, 8]]",60,0.5982822752689702,0.0099713712544828,27,0.5218360833373895,0.0086972680556231,0.12777612690800957,0.8181818181818182,0.0836202500309878,0.11704558619462381,1.0113789000289235,1.042575880448309
8,31,63,33,4,"[[9, 12], [11, 14], [9, 14], [5, 8]]",60,0.5982822752689702,0.0099713712544828,27,0.5218360833373895,0.0086972680556231,0.12777612690800957,0.8181818181818182,0.0836202500309878,0.11704558619462381,1.0113789000289235,1.042575880448309
8,31,63,33,4,"[[9, 12], [11, 14], [9, 14], [5, 8]]",60,0.5982822752689702,0.0099713712544828,27,0.5218360833373895,0.0086972680556231,0.12777612690800957,0.8181818181818182,0.0836202500309878,0.11704558619462381,1.0113789000289235,1.042575880448309
8,31,63,33,4,"[[9, 12], [11, 14], [9, 14], [5, 8]]",60,0.5982822752689702,0.0099713712544828,27,0.5218360833373895,0.0086972680556231,0.12777612690800957,0.8181818181818182,0.0836202500309878,0.11704558619462381,1.0113789000289235,1.042575880448309
8,31,63,33,4,"[[9, 12], [11, 14], [9, 14], [5, 8]]",60,0.5982822752689702,0.0099713712544828,27,0.5218360833373895,0.0086972680556231,0.12777612690800957,0.8181818181818182,0.0836202500309878,0.11704558619462381,1.0113789000289235,1.042575880448309
8,31,63,33,4,"[[9, 12], [11, 14], [9, 14], [5, 8]]",60,0.5982822752689702,0.0099713712544828,27,0.5218360833373895,0.0086972680556231,0.12777612690800957,0.8181818181818182,0.0836202500309878,0.11704558619462381,1.0113789000289235,1.042575880448309
8,31,63,33,4,"[[9, 12], [11, 14], [9, 14], [5, 8]]",60,0.5982822752689702,0.0099713712544828,27,0.5218360833373895,0.0086972680556231,0.12777612690800957,0.8181818181818182,0.0836202500309878,0.11704558619462381,1.0113789000289235,1.042575880448309
8,31,63,33,4,"[[9, 12], [11, 14], [9, 14], [5, 8]]",60,0.5982822752689702,0.0099713712544828,27,0.5218360833373895,0.0086972680556231,0.12777612690800957,0.8181818181818182,0.0836202500309878,0.11704558619462381,1.0113789000289235,1.042575880448309
8,31,63,33,4,"[[9, 12], [11, 14], [9, 14], [5, 8]]",60,0.5982822752689702,0.0099713712544828,27,0.5218360833373895,0.0086972680556231,0.12777612690800957,0.8181818181818182,0.0836202500309878,0.11704558619462381,1.0113789000289235,1.042575880448309
8,31,63,33,4,"[[9, 12], [11, 14], [9, 14], [5, 8]]",60,0.5982822752689702,0.0099713712544828,27,0.5218360833373895,0.0086972680556231,0.12777612690800957,0.8181818181818182,0.0836202500309878,0.11704558619462381,1.0113789000289235,1.042575880448309
