#e,compiler,fidelity no crosstalk,fidelity,g1,g2,D,avg idling time,idling time,qubit lifetime,avg two qubit gate fidelity,two qubit gate fidelity,gates,gate_spec
2,transition,0.5672899146773521,0.5054714292035759,54,40,635,422.0,"[505, 325, 305, 485, 350, 305, 500, 510, 450, 485]","[635, 635, 635, 635, 635, 635, 635, 635, 635, 635]",0.9881499999999999,"[0.991, 0.991, 0.986, 0.986, 0.986, 0.986, 0.9905, 0.9905, 0.991, 0.9905, 0.9905, 0.981, 0.9855, 0.9855, 0.981, 0.9855, 0.9855, 0.986, 0.986, 0.991, 0.986, 0.986, 0.991, 0.986, 0.986, 0.991, 0.986, 0.986, 0.986, 0.986, 0.991, 0.991, 0.991, 0.991, 0.991, 0.991, 0.991, 0.991, 0.991, 0.991]","[(5, 13), [5], [13], (5, 13), (13, 17), [13], [17], (13, 17), (5, 6), [5], [6], (5, 6), (6, 7), [6], [7], (6, 7), (13, 14), [13], [14], (13, 14), [4], [5], (4, 5), [4], [5], (4, 5), [4], [5], (4, 5), [4], [5], (13, 17), [13], [17], (13, 17), [13], [17], (13, 17), [13], [17], (6, 9), [6], [9], (6, 9), (13, 14), [13], [14], (13, 14), (6, 7), [6], [7], (6, 7), [6], [7], (6, 7), [6], [7], (9, 16), [9], [16], (9, 16), [9], [16], (9, 16), [9], [16], (5, 13), [5], [13], (5, 13), (14, 15), [14], [15], (14, 15), (5, 6), [5], [6], (5, 6), (6, 9), [6], [9], (6, 9), (9, 15), [9], [15], (9, 15), (9, 16), [9], [16], (9, 16), (15, 16), [15], [16], (15, 16)]","['syc', 'sg', 'sg', 'syc', 'syc', 'sg', 'sg', 'syc', 'syc', 'sg', 'sg', 'syc', 'syc', 'sg', 'sg', 'syc', 'syc', 'sg', 'sg', 'syc', 'sg', 'sg', 'syc', 'sg', 'sg', 'syc', 'sg', 'sg', 'syc', 'sg', 'sg', 'syc', 'sg', 'sg', 'syc', 'sg', 'sg', 'syc', 'sg', 'sg', 'syc', 'sg', 'sg', 'syc', 'syc', 'sg', 'sg', 'syc', 'syc', 'sg', 'sg', 'syc', 'sg', 'sg', 'syc', 'sg', 'sg', 'syc', 'sg', 'sg', 'syc', 'sg', 'sg', 'syc', 'sg', 'sg', 'syc', 'sg', 'sg', 'syc', 'syc', 'sg', 'sg', 'syc', 'syc', 'sg', 'sg', 'syc', 'syc', 'sg', 'sg', 'syc', 'syc', 'sg', 'sg', 'syc', 'syc', 'sg', 'sg', 'syc', 'syc', 'sg', 'sg', 'syc']"
2,normal,0.5672899146773521,0.5054714292035759,54,40,635,422.0,"[505, 325, 305, 485, 350, 305, 500, 510, 450, 485]","[635, 635, 635, 635, 635, 635, 635, 635, 635, 635]",0.9881499999999999,"[0.991, 0.991, 0.986, 0.986, 0.986, 0.986, 0.9905, 0.9905, 0.991, 0.9905, 0.9905, 0.981, 0.9855, 0.9855, 0.981, 0.9855, 0.9855, 0.986, 0.986, 0.991, 0.986, 0.986, 0.991, 0.986, 0.986, 0.991, 0.986, 0.986, 0.986, 0.986, 0.991, 0.991, 0.991, 0.991, 0.991, 0.991, 0.991, 0.991, 0.991, 0.991]","[(5, 13), [5], [13], (5, 13), (13, 17), [13], [17], (13, 17), (5, 6), [5], [6], (5, 6), (13, 14), [13], [14], (13, 14), (6, 7), [6], [7], (6, 7), [4], [5], (4, 5), [4], [5], (4, 5), [4], [5], (4, 5), [4], [5], (13, 17), [13], [17], (13, 17), [13], [17], (13, 17), [13], [17], (6, 9), [6], [9], (6, 9), (13, 14), [13], [14], (13, 14), (6, 7), [6], [7], (6, 7), [6], [7], (6, 7), [6], [7], (9, 16), [9], [16], (9, 16), [9], [16], (9, 16), [9], [16], (5, 13), [5], [13], (5, 13), (14, 15), [14], [15], (14, 15), (5, 6), [5], [6], (5, 6), (6, 9), [6], [9], (6, 9), (9, 15), [9], [15], (9, 15), (9, 16), [9], [16], (9, 16), (15, 16), [15], [16], (15, 16)]","['syc', 'sg', 'sg', 'syc', 'syc', 'sg', 'sg', 'syc', 'syc', 'sg', 'sg', 'syc', 'syc', 'sg', 'sg', 'syc', 'syc', 'sg', 'sg', 'syc', 'sg', 'sg', 'syc', 'sg', 'sg', 'syc', 'sg', 'sg', 'syc', 'sg', 'sg', 'syc', 'sg', 'sg', 'syc', 'sg', 'sg', 'syc', 'sg', 'sg', 'syc', 'sg', 'sg', 'syc', 'syc', 'sg', 'sg', 'syc', 'syc', 'sg', 'sg', 'syc', 'sg', 'sg', 'syc', 'sg', 'sg', 'syc', 'sg', 'sg', 'syc', 'sg', 'sg', 'syc', 'sg', 'sg', 'syc', 'sg', 'sg', 'syc', 'syc', 'sg', 'sg', 'syc', 'syc', 'sg', 'sg', 'syc', 'syc', 'sg', 'sg', 'syc', 'syc', 'sg', 'sg', 'syc', 'syc', 'sg', 'sg', 'syc', 'syc', 'sg', 'sg', 'syc']"
1,transition,0.5209140649346141,0.4688685610921514,60,43,800,566.0,"[650, 605, 525, 285, 650, 665, 650, 470, 490, 670]","[800, 800, 800, 800, 800, 800, 800, 800, 800, 800]",0.9885813953488373,"[0.991, 0.991, 0.986, 0.986, 0.986, 0.986, 0.9905, 0.9905, 0.991, 0.9905, 0.9905, 0.9855, 0.9855, 0.981, 0.9855, 0.9855, 0.981, 0.991, 0.991, 0.991, 0.991, 0.991, 0.991, 0.986, 0.986, 0.986, 0.986, 0.991, 0.991, 0.991, 0.991, 0.986, 0.986, 0.986, 0.986, 0.991, 0.991, 0.991, 0.991, 0.991, 0.991, 0.991, 0.991]","[(11, 12), [11], [12], (11, 12), (10, 11), [10], [11], (10, 11), (4, 12), [4], [12], (4, 12), (0, 4), [0], [4], (0, 4), (8, 11), [8], [11], (8, 11), [12], [13], (12, 13), [12], [13], (12, 13), [12], [13], (12, 13), [12], [13], (10, 11), [10], [11], (10, 11), [10], [11], (10, 11), [10], [11], (4, 5), [4], [5], (4, 5), (8, 11), [8], [11], (8, 11), (0, 4), [0], [4], (0, 4), [0], [4], (0, 4), [0], [4], (11, 12), [11], [12], (11, 12), (2, 8), [2], [8], (2, 8), (4, 12), [4], [12], (4, 12), (3, 4), [3], [4], (3, 4), (2, 3), [2], [3], (2, 3), (4, 5), [4], [5], (4, 5), [4], [5], (4, 5), [4], [5], (3, 4), [3], [4], (3, 4), (2, 3), [2], [3], (2, 3), [2], [3], (2, 3), [2], [3], (3, 4), [3], [4], (3, 4)]","['syc', 'sg', 'sg', 'syc', 'syc', 'sg', 'sg', 'syc', 'syc', 'sg', 'sg', 'syc', 'syc', 'sg', 'sg', 'syc', 'syc', 'sg', 'sg', 'syc', 'sg', 'sg', 'syc', 'sg', 'sg', 'syc', 'sg', 'sg', 'syc', 'sg', 'sg', 'syc', 'sg', 'sg', 'syc', 'sg', 'sg', 'syc', 'sg', 'sg', 'syc', 'sg', 'sg', 'syc', 'syc', 'sg', 'sg', 'syc', 'syc', 'sg', 'sg', 'syc', 'sg', 'sg', 'syc', 'sg', 'sg', 'syc', 'sg', 'sg', 'syc', 'syc', 'sg', 'sg', 'syc', 'syc', 'sg', 'sg', 'syc', 'syc', 'sg', 'sg', 'syc', 'syc', 'sg', 'sg', 'syc', 'syc', 'sg', 'sg', 'syc', 'sg', 'sg', 'syc', 'sg', 'sg', 'syc', 'sg', 'sg', 'syc', 'syc', 'sg', 'sg', 'syc', 'sg', 'sg', 'syc', 'sg', 'sg', 'syc', 'sg', 'sg', 'syc']"
1,normal,0.5424415986831758,0.4843075461078378,60,39,780,554.0,"[675, 655, 525, 235, 605, 645, 630, 450, 470, 650]","[780, 780, 780, 780, 780, 780, 780, 780, 780, 780]",0.9881282051282051,"[0.991, 0.991, 0.986, 0.986, 0.986, 0.986, 0.991, 0.986, 0.986, 0.991, 0.9855, 0.9855, 0.981, 0.9855, 0.9855, 0.981, 0.991, 0.991, 0.991, 0.986, 0.986, 0.986, 0.986, 0.991, 0.991, 0.991, 0.991, 0.986, 0.986, 0.986, 0.986, 0.991, 0.991, 0.991, 0.991, 0.991, 0.991, 0.991, 0.991]","[(11, 12), [11], [12], (11, 12), (4, 12), [4], [12], (4, 12), (10, 11), [10], [11], (10, 11), (8, 11), [8], [11], (8, 11), [12], [13], (12, 13), [12], [13], (12, 13), [12], [13], (12, 13), [12], [13], [4], [5], (4, 5), [4], [5], (4, 5), [4], [5], (4, 5), [4], [5], (10, 11), [10], [11], (10, 11), [10], [11], (10, 11), [10], [11], (8, 11), [8], [11], (8, 11), (11, 12), [11], [12], (11, 12), (2, 8), [2], [8], (2, 8), (4, 12), [4], [12], (4, 12), (3, 4), [3], [4], (3, 4), (0, 4), [0], [4], (0, 4), [0], [4], (0, 4), [0], [4], (2, 3), [2], [3], (2, 3), (4, 5), [4], [5], (4, 5), [3], [4], (3, 4), [3], [4], (3, 4), [3], [4], (3, 4), [3], [4], (2, 3), [2], [3], (2, 3)]","['syc', 'sg', 'sg', 'syc', 'syc', 'sg', 'sg', 'syc', 'syc', 'sg', 'sg', 'syc', 'syc', 'sg', 'sg', 'syc', 'sg', 'sg', 'syc', 'sg', 'sg', 'syc', 'sg', 'sg', 'syc', 'sg', 'sg', 'sg', 'sg', 'syc', 'sg', 'sg', 'syc', 'sg', 'sg', 'syc', 'sg', 'sg', 'syc', 'sg', 'sg', 'syc', 'sg', 'sg', 'syc', 'sg', 'sg', 'syc', 'sg', 'sg', 'syc', 'syc', 'sg', 'sg', 'syc', 'syc', 'sg', 'sg', 'syc', 'syc', 'sg', 'sg', 'syc', 'syc', 'sg', 'sg', 'syc', 'syc', 'sg', 'sg', 'syc', 'sg', 'sg', 'syc', 'sg', 'sg', 'syc', 'sg', 'sg', 'syc', 'syc', 'sg', 'sg', 'syc', 'sg', 'sg', 'syc', 'sg', 'sg', 'syc', 'sg', 'sg', 'syc', 'sg', 'sg', 'syc', 'sg', 'sg', 'syc']"
0,transition,0.40658303107951865,0.37007673001935343,90,58,1130,791.0,"[1025, 980, 590, 635, 530, 610, 575, 1025, 935, 1005]","[1130, 1130, 1130, 1130, 1130, 1130, 1130, 1130, 1130, 1130]",0.9893965517241378,"[0.991, 0.991, 0.986, 0.986, 0.986, 0.986, 0.991, 0.991, 0.991, 0.9905, 0.9905, 0.9905, 0.9905, 0.991, 0.991, 0.991, 0.991, 0.991, 0.991, 0.991, 0.991, 0.991, 0.991, 0.991, 0.986, 0.9855, 0.9905, 0.991, 0.986, 0.986, 0.991, 0.986, 0.986, 0.991, 0.986, 0.986, 0.986, 0.986, 0.986, 0.986, 0.991, 0.986, 0.986, 0.991, 0.991, 0.991, 0.991, 0.991, 0.991, 0.991, 0.991, 0.991, 0.991, 0.991, 0.991, 0.991, 0.991, 0.991]","[(2, 3), [2], [3], (2, 3), (1, 2), [1], [2], (1, 2), (3, 4), [3], [4], (3, 4), [3], [4], (3, 4), [3], [4], (4, 5), [4], [5], (4, 5), (2, 8), [2], [8], (2, 8), (1, 2), [1], [2], (1, 2), [1], [2], (1, 2), [1], [2], (3, 4), [3], [4], (3, 4), [5], [6], (5, 6), [5], [6], (5, 6), [5], [6], (5, 6), [5], [6], (2, 8), [2], [8], (2, 8), (6, 9), [6], [9], (6, 9), (2, 3), [2], [3], (2, 3), (6, 7), [6], [7], (6, 7), [6], [7], (6, 7), [6], [7], (3, 4), [3], [4], (3, 4), [3], [4], (3, 4), [3], [4], (2, 8), [2], [8], (2, 8), [2], [8], (2, 8), [2], [8], (4, 5), [4], [5], (4, 5), (2, 3), [2], [3], (2, 3), [2], [3], (2, 3), [2], [3], (0, 4), [0], [4], (0, 4), [0], [4], (0, 4), [0], [4], (5, 6), [5], [6], (5, 6), (3, 4), [3], [4], (3, 4), (4, 5), [4], [5], (4, 5), [4], [5], (4, 5), [4], [5], (5, 6), [5], [6], (5, 6), (6, 9), [6], [9], (6, 9), (5, 6), [5], [6], (5, 6), [5], [6], (5, 6), [5], [6], (6, 9), [6], [9], (6, 9)]","['syc', 'sg', 'sg', 'syc', 'syc', 'sg', 'sg', 'syc', 'syc', 'sg', 'sg', 'syc', 'sg', 'sg', 'syc', 'sg', 'sg', 'syc', 'sg', 'sg', 'syc', 'syc', 'sg', 'sg', 'syc', 'syc', 'sg', 'sg', 'syc', 'sg', 'sg', 'syc', 'sg', 'sg', 'syc', 'sg', 'sg', 'syc', 'sg', 'sg', 'syc', 'sg', 'sg', 'syc', 'sg', 'sg', 'syc', 'sg', 'sg', 'syc', 'sg', 'sg', 'syc', 'syc', 'sg', 'sg', 'syc', 'syc', 'sg', 'sg', 'syc', 'syc', 'sg', 'sg', 'syc', 'sg', 'sg', 'syc', 'sg', 'sg', 'syc', 'sg', 'sg', 'syc', 'sg', 'sg', 'syc', 'sg', 'sg', 'syc', 'sg', 'sg', 'syc', 'sg', 'sg', 'syc', 'sg', 'sg', 'syc', 'sg', 'sg', 'syc', 'syc', 'sg', 'sg', 'syc', 'sg', 'sg', 'syc', 'sg', 'sg', 'syc', 'sg', 'sg', 'syc', 'sg', 'sg', 'syc', 'sg', 'sg', 'syc', 'sg', 'sg', 'syc', 'syc', 'sg', 'sg', 'syc', 'syc', 'sg', 'sg', 'syc', 'sg', 'sg', 'syc', 'sg', 'sg', 'syc', 'sg', 'sg', 'syc', 'syc', 'sg', 'sg', 'syc', 'syc', 'sg', 'sg', 'syc', 'sg', 'sg', 'syc', 'sg', 'sg', 'syc', 'sg', 'sg', 'syc']"
0,normal,0.41789390837610535,0.364171717082543,90,58,1055,716.0,"[870, 905, 470, 560, 465, 950, 620, 860, 535, 925]","[1055, 1055, 1055, 1055, 1055, 1055, 1055, 1055, 1055, 1055]",0.9886551724137931,"[0.991, 0.991, 0.986, 0.986, 0.986, 0.986, 0.991, 0.991, 0.991, 0.9905, 0.9905, 0.9905, 0.9905, 0.9905, 0.9905, 0.981, 0.986, 0.986, 0.986, 0.986, 0.991, 0.991, 0.991, 0.991, 0.991, 0.991, 0.9855, 0.9905, 0.986, 0.9855, 0.9905, 0.986, 0.9855, 0.9905, 0.986, 0.986, 0.986, 0.986, 0.986, 0.986, 0.986, 0.986, 0.986, 0.986, 0.986, 0.991, 0.991, 0.991, 0.991, 0.991, 0.991, 0.991, 0.991, 0.991, 0.991, 0.991, 0.991, 0.991]","[(8, 11), [8], [11], (8, 11), (10, 11), [10], [11], (10, 11), (2, 8), [2], [8], (2, 8), (1, 2), [1], [2], (1, 2), [11], [12], (11, 12), [11], [12], (11, 12), [11], [12], (11, 12), [11], [12], (2, 3), [2], [3], (2, 3), [2], [3], (2, 3), [2], [3], (10, 11), [10], [11], (10, 11), (3, 4), [3], [4], (3, 4), [3], [4], (3, 4), [3], [4], (2, 8), [2], [8], (2, 8), (0, 4), [0], [4], (0, 4), (8, 11), [8], [11], (8, 11), [8], [11], (8, 11), [8], [11], (2, 8), [2], [8], (2, 8), [2], [8], (2, 8), [2], [8], (10, 11), [10], [11], (10, 11), [10], [11], (10, 11), [10], [11], (4, 5), [4], [5], (4, 5), [4], [5], (4, 5), [4], [5], (2, 3), [2], [3], (2, 3), (8, 11), [8], [11], (8, 11), (1, 2), [1], [2], (1, 2), [1], [2], (1, 2), [1], [2], (3, 4), [3], [4], (3, 4), [3], [4], (3, 4), [3], [4], (2, 8), [2], [8], (2, 8), (2, 3), [2], [3], (2, 3), (3, 4), [3], [4], (3, 4), (0, 4), [0], [4], (0, 4), [0], [4], (0, 4), [0], [4], (3, 4), [3], [4], (3, 4), (0, 4), [0], [4], (0, 4)]","['syc', 'sg', 'sg', 'syc', 'syc', 'sg', 'sg', 'syc', 'syc', 'sg', 'sg', 'syc', 'syc', 'sg', 'sg', 'syc', 'sg', 'sg', 'syc', 'sg', 'sg', 'syc', 'sg', 'sg', 'syc', 'sg', 'sg', 'syc', 'sg', 'sg', 'syc', 'sg', 'sg', 'syc', 'sg', 'sg', 'syc', 'sg', 'sg', 'syc', 'syc', 'sg', 'sg', 'syc', 'sg', 'sg', 'syc', 'sg', 'sg', 'syc', 'sg', 'sg', 'syc', 'syc', 'sg', 'sg', 'syc', 'syc', 'sg', 'sg', 'syc', 'sg', 'sg', 'syc', 'sg', 'sg', 'syc', 'sg', 'sg', 'syc', 'sg', 'sg', 'syc', 'sg', 'sg', 'syc', 'sg', 'sg', 'syc', 'sg', 'sg', 'syc', 'sg', 'sg', 'syc', 'sg', 'sg', 'syc', 'sg', 'sg', 'syc', 'sg', 'sg', 'syc', 'sg', 'sg', 'syc', 'syc', 'sg', 'sg', 'syc', 'syc', 'sg', 'sg', 'syc', 'sg', 'sg', 'syc', 'sg', 'sg', 'syc', 'sg', 'sg', 'syc', 'sg', 'sg', 'syc', 'sg', 'sg', 'syc', 'sg', 'sg', 'syc', 'syc', 'sg', 'sg', 'syc', 'syc', 'sg', 'sg', 'syc', 'syc', 'sg', 'sg', 'syc', 'sg', 'sg', 'syc', 'sg', 'sg', 'syc', 'sg', 'sg', 'syc', 'syc', 'sg', 'sg', 'syc']"
6,transition,0.5871578739229047,0.5415107175031019,42,36,635,460.0,"[530, 510, 510, 260, 500, 500, 260, 500, 500, 530]","[635, 635, 635, 635, 635, 635, 635, 635, 635, 635]",0.9887777777777776,"[0.991, 0.991, 0.986, 0.986, 0.986, 0.986, 0.986, 0.986, 0.986, 0.986, 0.986, 0.986, 0.986, 0.986, 0.991, 0.991, 0.991, 0.991, 0.991, 0.991, 0.991, 0.991, 0.986, 0.986, 0.986, 0.986, 0.991, 0.991, 0.991, 0.991, 0.991, 0.991, 0.991, 0.991, 0.991, 0.991]","[(5, 6), [5], [6], (5, 6), (5, 13), [5], [13], (5, 13), (6, 9), [6], [9], (6, 9), (13, 14), [13], [14], (13, 14), (5, 15), [5], [15], (5, 15), (0, 5), [0], [5], (0, 5), [0], [5], (0, 5), [0], [5], (3, 13), [3], [13], (3, 13), (5, 6), [5], [6], (5, 6), (13, 17), [13], [17], (13, 17), [13], [17], (13, 17), [13], [17], (5, 9), [5], [9], (5, 9), (9, 15), [9], [15], (9, 15), (4, 5), [4], [5], (4, 5), (14, 15), [14], [15], (14, 15), (13, 14), [13], [14], (13, 14), (4, 13), [4], [13], (4, 13), (3, 13), [3], [13], (3, 13), (3, 4), [3], [4], (3, 4)]","['syc', 'sg', 'sg', 'syc', 'syc', 'sg', 'sg', 'syc', 'syc', 'sg', 'sg', 'syc', 'syc', 'sg', 'sg', 'syc', 'syc', 'sg', 'sg', 'syc', 'syc', 'sg', 'sg', 'syc', 'sg', 'sg', 'syc', 'sg', 'sg', 'syc', 'sg', 'sg', 'syc', 'syc', 'sg', 'sg', 'syc', 'syc', 'sg', 'sg', 'syc', 'sg', 'sg', 'syc', 'sg', 'sg', 'syc', 'sg', 'sg', 'syc', 'syc', 'sg', 'sg', 'syc', 'syc', 'sg', 'sg', 'syc', 'syc', 'sg', 'sg', 'syc', 'syc', 'sg', 'sg', 'syc', 'syc', 'sg', 'sg', 'syc', 'syc', 'sg', 'sg', 'syc', 'syc', 'sg', 'sg', 'syc']"
6,normal,0.5808307581615718,0.5444157325314312,42,36,665,490.0,"[515, 530, 530, 345, 530, 540, 290, 530, 530, 560]","[665, 665, 665, 665, 665, 665, 665, 665, 665, 665]",0.9892222222222222,"[0.991, 0.991, 0.986, 0.986, 0.986, 0.986, 0.986, 0.986, 0.986, 0.986, 0.9855, 0.9900000000000001, 0.9855, 0.9855, 0.9900000000000001, 0.9855, 0.991, 0.991, 0.991, 0.991, 0.991, 0.991, 0.991, 0.991, 0.991, 0.991, 0.991, 0.991, 0.991, 0.991, 0.991, 0.991, 0.991, 0.991, 0.991, 0.991]","[(13, 14), [13], [14], (13, 14), (3, 13), [3], [13], (3, 13), (14, 15), [14], [15], (14, 15), (4, 13), [4], [13], (4, 13), (5, 15), [5], [15], (5, 15), (13, 17), [13], [17], (13, 17), [13], [17], (13, 17), [13], [17], (3, 4), [3], [4], (3, 4), (9, 15), [9], [15], (9, 15), (13, 14), [13], [14], (13, 14), (0, 4), [0], [4], (0, 4), (3, 13), [3], [13], (3, 13), (5, 13), [5], [13], (5, 13), (5, 6), [5], [6], (5, 6), (0, 5), [0], [5], (0, 5), [0], [5], (0, 5), [0], [5], (5, 6), [5], [6], (5, 6), (6, 9), [6], [9], (6, 9), (5, 9), [5], [9], (5, 9)]","['syc', 'sg', 'sg', 'syc', 'syc', 'sg', 'sg', 'syc', 'syc', 'sg', 'sg', 'syc', 'syc', 'sg', 'sg', 'syc', 'syc', 'sg', 'sg', 'syc', 'syc', 'sg', 'sg', 'syc', 'sg', 'sg', 'syc', 'sg', 'sg', 'syc', 'sg', 'sg', 'syc', 'syc', 'sg', 'sg', 'syc', 'syc', 'sg', 'sg', 'syc', 'syc', 'sg', 'sg', 'syc', 'syc', 'sg', 'sg', 'syc', 'syc', 'sg', 'sg', 'syc', 'syc', 'sg', 'sg', 'syc', 'syc', 'sg', 'sg', 'syc', 'sg', 'sg', 'syc', 'sg', 'sg', 'syc', 'sg', 'sg', 'syc', 'syc', 'sg', 'sg', 'syc', 'syc', 'sg', 'sg', 'syc']"
7,transition,0.5967867802932851,0.5481396041477589,42,36,590,415.0,"[455, 440, 260, 455, 455, 455, 465, 215, 485, 465]","[590, 590, 590, 590, 590, 590, 590, 590, 590, 590]",0.9886666666666666,"[0.991, 0.991, 0.986, 0.986, 0.986, 0.986, 0.981, 0.9855, 0.9855, 0.981, 0.9855, 0.9855, 0.9905, 0.9905, 0.9905, 0.9905, 0.991, 0.991, 0.991, 0.991, 0.991, 0.991, 0.986, 0.986, 0.986, 0.986, 0.991, 0.991, 0.991, 0.991, 0.991, 0.991, 0.991, 0.991, 0.991, 0.991]","[(3, 4), [3], [4], (3, 4), (2, 3), [2], [3], (2, 3), (4, 14), [4], [14], (4, 14), (5, 14), [5], [14], (5, 14), (3, 12), [3], [12], (3, 12), (0, 4), [0], [4], (0, 4), (2, 3), [2], [3], (2, 3), [2], [3], (2, 3), [2], [3], (14, 17), [14], [17], (14, 17), (3, 12), [3], [12], (3, 12), (14, 15), [14], [15], (14, 15), [14], [15], (14, 15), [14], [15], (0, 3), [0], [3], (0, 3), (12, 13), [12], [13], (12, 13), (0, 5), [0], [5], (0, 5), (5, 14), [5], [14], (5, 14), (13, 14), [13], [14], (13, 14), (14, 17), [14], [17], (14, 17), (13, 17), [13], [17], (13, 17)]","['syc', 'sg', 'sg', 'syc', 'syc', 'sg', 'sg', 'syc', 'syc', 'sg', 'sg', 'syc', 'syc', 'sg', 'sg', 'syc', 'syc', 'sg', 'sg', 'syc', 'syc', 'sg', 'sg', 'syc', 'syc', 'sg', 'sg', 'syc', 'sg', 'sg', 'syc', 'sg', 'sg', 'syc', 'sg', 'sg', 'syc', 'syc', 'sg', 'sg', 'syc', 'syc', 'sg', 'sg', 'syc', 'sg', 'sg', 'syc', 'sg', 'sg', 'syc', 'sg', 'sg', 'syc', 'syc', 'sg', 'sg', 'syc', 'syc', 'sg', 'sg', 'syc', 'syc', 'sg', 'sg', 'syc', 'syc', 'sg', 'sg', 'syc', 'syc', 'sg', 'sg', 'syc', 'syc', 'sg', 'sg', 'syc']"
7,normal,0.5967867802932851,0.5481396041477589,42,36,590,415.0,"[455, 440, 260, 455, 455, 455, 465, 215, 485, 465]","[590, 590, 590, 590, 590, 590, 590, 590, 590, 590]",0.9886666666666666,"[0.991, 0.991, 0.986, 0.986, 0.986, 0.986, 0.981, 0.9855, 0.9855, 0.981, 0.9855, 0.9855, 0.9905, 0.9905, 0.9905, 0.9905, 0.991, 0.991, 0.991, 0.991, 0.991, 0.991, 0.986, 0.986, 0.986, 0.986, 0.991, 0.991, 0.991, 0.991, 0.991, 0.991, 0.991, 0.991, 0.991, 0.991]","[(3, 4), [3], [4], (3, 4), (2, 3), [2], [3], (2, 3), (4, 14), [4], [14], (4, 14), (3, 12), [3], [12], (3, 12), (5, 14), [5], [14], (5, 14), (0, 4), [0], [4], (0, 4), (2, 3), [2], [3], (2, 3), [2], [3], (2, 3), [2], [3], (14, 17), [14], [17], (14, 17), (3, 12), [3], [12], (3, 12), (14, 15), [14], [15], (14, 15), [14], [15], (14, 15), [14], [15], (0, 3), [0], [3], (0, 3), (12, 13), [12], [13], (12, 13), (0, 5), [0], [5], (0, 5), (5, 14), [5], [14], (5, 14), (13, 14), [13], [14], (13, 14), (14, 17), [14], [17], (14, 17), (13, 17), [13], [17], (13, 17)]","['syc', 'sg', 'sg', 'syc', 'syc', 'sg', 'sg', 'syc', 'syc', 'sg', 'sg', 'syc', 'syc', 'sg', 'sg', 'syc', 'syc', 'sg', 'sg', 'syc', 'syc', 'sg', 'sg', 'syc', 'syc', 'sg', 'sg', 'syc', 'sg', 'sg', 'syc', 'sg', 'sg', 'syc', 'sg', 'sg', 'syc', 'syc', 'sg', 'sg', 'syc', 'syc', 'sg', 'sg', 'syc', 'sg', 'sg', 'syc', 'sg', 'sg', 'syc', 'sg', 'sg', 'syc', 'syc', 'sg', 'sg', 'syc', 'syc', 'sg', 'sg', 'syc', 'syc', 'sg', 'sg', 'syc', 'syc', 'sg', 'sg', 'syc', 'syc', 'sg', 'sg', 'syc', 'syc', 'sg', 'sg', 'syc']"
