#e,compiler,fidelity no crosstalk,fidelity,g1,g2,D,avg idling time,idling time,qubit lifetime,avg two qubit gate fidelity,two qubit gate fidelity,gates,gate_spec
0,normal,0.5638558873772027,0.4923409851279452,71,42,750,425.625,"[565, 620, 410, 30, 255, 290, 615, 620]","[750, 750, 750, 750, 750, 750, 750, 750]",0.9878095238095238,"[0.991, 0.991, 0.991, 0.991, 0.991, 0.9905, 0.9905, 0.9905, 0.9905, 0.986, 0.981, 0.986, 0.986, 0.981, 0.986, 0.986, 0.981, 0.986, 0.9905, 0.9905, 0.9905, 0.9905, 0.986, 0.986, 0.986, 0.986, 0.986, 0.986, 0.986, 0.986, 0.986, 0.986, 0.991, 0.986, 0.986, 0.986, 0.986, 0.991, 0.991, 0.991, 0.991, 0.991]","[(4, 5), [4], [5], (4, 5), (5, 6), [5], [6], (5, 6), [3], [4], (3, 4), [3], [4], (3, 4), [3], [4], (3, 4), [3], [4], (6, 7), [6], [7], (6, 7), (4, 5), [4], [5], (4, 5), [4], [5], (4, 5), [4], [5], [2], (2, 3), [2], [3], (2, 3), [2], [3], (2, 3), [2], [3], [6], [9], (6, 9), [6], [9], (6, 9), [6], [9], (6, 9), [6], [9], (0, 4), [0], [4], (0, 4), (6, 7), [6], [7], (6, 7), (3, 4), [3], [4], (3, 4), [3], [4], (3, 4), [3], [4], (5, 6), [5], [6], (5, 6), [5], [6], (5, 6), [5], [6], (4, 5), [4], [5], (4, 5), [4], [5], (4, 5), [4], [5], (6, 7), [6], [7], (6, 7), (0, 4), [0], [4], (0, 4), [0], [4], (0, 4), [0], [4], (5, 6), [5], [6], (5, 6), (4, 5), [4], [5], (4, 5), (0, 4), [0], [4], (0, 4)]","['syc', 'sg', 'sg', 'syc', 'syc', 'sg', 'sg', 'syc', 'sg', 'sg', 'syc', 'sg', 'sg', 'syc', 'sg', 'sg', 'syc', 'sg', 'sg', 'syc', 'sg', 'sg', 'syc', 'syc', 'sg', 'sg', 'syc', 'sg', 'sg', 'syc', 'sg', 'sg', 'sg', 'syc', 'sg', 'sg', 'syc', 'sg', 'sg', 'syc', 'sg', 'sg', 'sg', 'sg', 'syc', 'sg', 'sg', 'syc', 'sg', 'sg', 'syc', 'sg', 'sg', 'syc', 'sg', 'sg', 'syc', 'syc', 'sg', 'sg', 'syc', 'syc', 'sg', 'sg', 'syc', 'sg', 'sg', 'syc', 'sg', 'sg', 'syc', 'sg', 'sg', 'syc', 'sg', 'sg', 'syc', 'sg', 'sg', 'syc', 'sg', 'sg', 'syc', 'sg', 'sg', 'syc', 'sg', 'sg', 'syc', 'sg', 'sg', 'syc', 'syc', 'sg', 'sg', 'syc', 'sg', 'sg', 'syc', 'sg', 'sg', 'syc', 'sg', 'sg', 'syc', 'syc', 'sg', 'sg', 'syc', 'syc', 'sg', 'sg', 'syc']"
1,normal,0.6778307247552675,0.6443975124204742,42,27,555,358.75,"[425, 245, 420, 420, 425, 255, 255, 425]","[555, 555, 555, 555, 555, 555, 555, 555]",0.9891481481481482,"[0.991, 0.991, 0.986, 0.986, 0.986, 0.986, 0.991, 0.986, 0.986, 0.991, 0.986, 0.986, 0.991, 0.986, 0.986, 0.991, 0.991, 0.991, 0.991, 0.991, 0.991, 0.991, 0.991, 0.991, 0.991, 0.991, 0.991]","[(5, 14), [5], [14], (5, 14), (5, 6), [5], [6], (5, 6), (14, 15), [14], [15], (14, 15), (9, 15), [9], [15], (9, 15), [4], [5], (4, 5), [4], [5], (4, 5), [4], [5], (4, 5), [4], [5], [13], [14], (13, 14), [13], [14], (13, 14), [13], [14], (13, 14), [13], [14], [15], [16], (15, 16), [15], [16], (15, 16), [15], [16], (15, 16), [15], [16], (9, 15), [9], [15], (9, 15), (6, 9), [6], [9], (6, 9), (5, 6), [5], [6], (5, 6), (5, 14), [5], [14], (5, 14), (14, 15), [14], [15], (14, 15)]","['syc', 'sg', 'sg', 'syc', 'syc', 'sg', 'sg', 'syc', 'syc', 'sg', 'sg', 'syc', 'syc', 'sg', 'sg', 'syc', 'sg', 'sg', 'syc', 'sg', 'sg', 'syc', 'sg', 'sg', 'syc', 'sg', 'sg', 'sg', 'sg', 'syc', 'sg', 'sg', 'syc', 'sg', 'sg', 'syc', 'sg', 'sg', 'sg', 'sg', 'syc', 'sg', 'sg', 'syc', 'sg', 'sg', 'syc', 'sg', 'sg', 'syc', 'sg', 'sg', 'syc', 'syc', 'sg', 'sg', 'syc', 'syc', 'sg', 'sg', 'syc', 'syc', 'sg', 'sg', 'syc', 'syc', 'sg', 'sg', 'syc']"
2,normal,0.6163081667276175,0.5558526115092931,54,35,650,396.25,"[475, 235, 305, 455, 350, 375, 455, 520]","[650, 650, 650, 650, 650, 650, 650, 650]",0.9880857142857142,"[0.991, 0.991, 0.991, 0.991, 0.991, 0.986, 0.986, 0.991, 0.986, 0.986, 0.9855, 0.9855, 0.981, 0.9855, 0.9855, 0.981, 0.991, 0.986, 0.986, 0.986, 0.986, 0.991, 0.991, 0.991, 0.986, 0.986, 0.991, 0.986, 0.986, 0.991, 0.991, 0.991, 0.991, 0.991, 0.991]","[(5, 13), [5], [13], (5, 13), (13, 14), [13], [14], (13, 14), [4], [5], (4, 5), [4], [5], (4, 5), [4], [5], (4, 5), [4], [5], (6, 14), [6], [14], (6, 14), [13], [17], (13, 17), [13], [17], (13, 17), [13], [17], (13, 17), [13], [17], (6, 9), [6], [9], (6, 9), [6], [9], (6, 9), [6], [9], (14, 15), [14], [15], (14, 15), (5, 6), [5], [6], (5, 6), [5], [6], (5, 6), [5], [6], (9, 15), [9], [15], (9, 15), (4, 5), [4], [5], (4, 5), (6, 9), [6], [9], (6, 9), (14, 15), [14], [15], (14, 15), [14], [15], (14, 15), [14], [15], (5, 6), [5], [6], (5, 6), (5, 13), [5], [13], (5, 13), (13, 14), [13], [14], (13, 14)]","['syc', 'sg', 'sg', 'syc', 'syc', 'sg', 'sg', 'syc', 'sg', 'sg', 'syc', 'sg', 'sg', 'syc', 'sg', 'sg', 'syc', 'sg', 'sg', 'syc', 'sg', 'sg', 'syc', 'sg', 'sg', 'syc', 'sg', 'sg', 'syc', 'sg', 'sg', 'syc', 'sg', 'sg', 'syc', 'sg', 'sg', 'syc', 'sg', 'sg', 'syc', 'sg', 'sg', 'syc', 'sg', 'sg', 'syc', 'syc', 'sg', 'sg', 'syc', 'sg', 'sg', 'syc', 'sg', 'sg', 'syc', 'sg', 'sg', 'syc', 'syc', 'sg', 'sg', 'syc', 'syc', 'sg', 'sg', 'syc', 'syc', 'sg', 'sg', 'syc', 'sg', 'sg', 'syc', 'sg', 'sg', 'syc', 'sg', 'sg', 'syc', 'syc', 'sg', 'sg', 'syc', 'syc', 'sg', 'sg', 'syc']"
3,normal,0.6720681672114414,0.6198198671954578,36,30,500,315.0,"[365, 170, 350, 365, 375, 375, 125, 395]","[500, 500, 500, 500, 500, 500, 500, 500]",0.9883333333333333,"[0.991, 0.991, 0.986, 0.986, 0.986, 0.986, 0.986, 0.986, 0.986, 0.986, 0.986, 0.986, 0.986, 0.986, 0.986, 0.986, 0.991, 0.986, 0.986, 0.991, 0.991, 0.991, 0.991, 0.991, 0.991, 0.991, 0.991, 0.991, 0.991, 0.991]","[(9, 15), [9], [15], (9, 15), (5, 15), [5], [15], (5, 15), (6, 9), [6], [9], (6, 9), (4, 5), [4], [5], (4, 5), (14, 15), [14], [15], (14, 15), (5, 13), [5], [13], (5, 13), (15, 16), [15], [16], (15, 16), [15], [16], (15, 16), [15], [16], (4, 13), [4], [13], (4, 13), (5, 6), [5], [6], (5, 6), [5], [6], (5, 6), [5], [6], (9, 15), [9], [15], (9, 15), (4, 5), [4], [5], (4, 5), (5, 15), [5], [15], (5, 15), (14, 15), [14], [15], (14, 15), (13, 14), [13], [14], (13, 14)]","['syc', 'sg', 'sg', 'syc', 'syc', 'sg', 'sg', 'syc', 'syc', 'sg', 'sg', 'syc', 'syc', 'sg', 'sg', 'syc', 'syc', 'sg', 'sg', 'syc', 'syc', 'sg', 'sg', 'syc', 'syc', 'sg', 'sg', 'syc', 'sg', 'sg', 'syc', 'sg', 'sg', 'syc', 'sg', 'sg', 'syc', 'syc', 'sg', 'sg', 'syc', 'sg', 'sg', 'syc', 'sg', 'sg', 'syc', 'sg', 'sg', 'syc', 'syc', 'sg', 'sg', 'syc', 'syc', 'sg', 'sg', 'syc', 'syc', 'sg', 'sg', 'syc', 'syc', 'sg', 'sg', 'syc']"
4,normal,0.6863055825460038,0.6329504294098391,36,28,485,305.0,"[380, 120, 360, 350, 355, 175, 350, 350]","[485, 485, 485, 485, 485, 485, 485, 485]",0.9881428571428571,"[0.991, 0.991, 0.986, 0.986, 0.986, 0.986, 0.991, 0.991, 0.991, 0.986, 0.986, 0.986, 0.986, 0.986, 0.986, 0.986, 0.986, 0.991, 0.991, 0.991, 0.986, 0.986, 0.986, 0.986, 0.991, 0.991, 0.991, 0.991]","[(8, 11), [8], [11], (8, 11), (3, 8), [3], [8], (3, 8), (11, 12), [11], [12], (11, 12), (3, 13), [3], [13], (3, 13), [10], [11], (10, 11), [10], [11], (10, 11), [10], [11], (10, 11), [10], [11], (3, 4), [3], [4], (3, 4), (2, 3), [2], [3], (2, 3), [2], [3], (2, 3), [2], [3], (4, 13), [4], [13], (4, 13), (12, 13), [12], [13], (12, 13), (3, 8), [3], [8], (3, 8), (11, 12), [11], [12], (11, 12), (3, 11), [3], [11], (3, 11), (3, 4), [3], [4], (3, 4)]","['syc', 'sg', 'sg', 'syc', 'syc', 'sg', 'sg', 'syc', 'syc', 'sg', 'sg', 'syc', 'syc', 'sg', 'sg', 'syc', 'sg', 'sg', 'syc', 'sg', 'sg', 'syc', 'sg', 'sg', 'syc', 'sg', 'sg', 'syc', 'sg', 'sg', 'syc', 'syc', 'sg', 'sg', 'syc', 'sg', 'sg', 'syc', 'sg', 'sg', 'syc', 'sg', 'sg', 'syc', 'syc', 'sg', 'sg', 'syc', 'syc', 'sg', 'sg', 'syc', 'syc', 'sg', 'sg', 'syc', 'syc', 'sg', 'sg', 'syc', 'syc', 'sg', 'sg', 'syc']"
5,normal,0.6863055825460037,0.632950429409839,36,28,485,305.0,"[355, 350, 175, 350, 350, 380, 120, 360]","[485, 485, 485, 485, 485, 485, 485, 485]",0.9881428571428571,"[0.991, 0.991, 0.986, 0.986, 0.986, 0.986, 0.991, 0.991, 0.991, 0.986, 0.986, 0.986, 0.986, 0.986, 0.986, 0.986, 0.986, 0.991, 0.991, 0.991, 0.986, 0.986, 0.986, 0.986, 0.991, 0.991, 0.991, 0.991]","[(4, 5), [4], [5], (4, 5), (4, 14), [4], [14], (4, 14), (5, 6), [5], [6], (5, 6), (9, 14), [9], [14], (9, 14), [0], [5], (0, 5), [0], [5], (0, 5), [0], [5], (0, 5), [0], [5], (14, 15), [14], [15], (14, 15), (9, 15), [9], [15], (9, 15), (13, 14), [13], [14], (13, 14), [13], [14], (13, 14), [13], [14], (6, 9), [6], [9], (6, 9), (4, 14), [4], [14], (4, 14), (5, 6), [5], [6], (5, 6), (5, 14), [5], [14], (5, 14), (14, 15), [14], [15], (14, 15)]","['syc', 'sg', 'sg', 'syc', 'syc', 'sg', 'sg', 'syc', 'syc', 'sg', 'sg', 'syc', 'syc', 'sg', 'sg', 'syc', 'sg', 'sg', 'syc', 'sg', 'sg', 'syc', 'sg', 'sg', 'syc', 'sg', 'sg', 'syc', 'sg', 'sg', 'syc', 'syc', 'sg', 'sg', 'syc', 'syc', 'sg', 'sg', 'syc', 'sg', 'sg', 'syc', 'sg', 'sg', 'syc', 'sg', 'sg', 'syc', 'syc', 'sg', 'sg', 'syc', 'syc', 'sg', 'sg', 'syc', 'syc', 'sg', 'sg', 'syc', 'syc', 'sg', 'sg', 'syc']"
6,normal,0.6808330922391355,0.6029091841290449,36,30,455,270.0,"[305, 125, 320, 330, 320, 320, 180, 260]","[455, 455, 455, 455, 455, 455, 455, 455]",0.987,"[0.991, 0.991, 0.986, 0.986, 0.986, 0.986, 0.981, 0.981, 0.981, 0.981, 0.981, 0.981, 0.986, 0.986, 0.986, 0.986, 0.991, 0.991, 0.991, 0.986, 0.986, 0.986, 0.986, 0.991, 0.991, 0.991, 0.991, 0.991, 0.991, 0.991]","[(4, 14), [4], [14], (4, 14), (13, 14), [13], [14], (13, 14), (0, 4), [0], [4], (0, 4), (12, 13), [12], [13], (12, 13), (4, 5), [4], [5], (4, 5), (6, 14), [6], [14], (6, 14), (13, 17), [13], [17], (13, 17), (0, 4), [0], [4], (0, 4), [0], [4], (0, 4), [0], [4], (12, 17), [12], [17], (12, 17), (4, 12), [4], [12], (4, 12), (14, 17), [14], [17], (14, 17), [14], [17], (14, 17), [14], [17], (4, 5), [4], [5], (4, 5), (5, 6), [5], [6], (5, 6), (6, 14), [6], [14], (6, 14)]","['syc', 'sg', 'sg', 'syc', 'syc', 'sg', 'sg', 'syc', 'syc', 'sg', 'sg', 'syc', 'syc', 'sg', 'sg', 'syc', 'syc', 'sg', 'sg', 'syc', 'syc', 'sg', 'sg', 'syc', 'syc', 'sg', 'sg', 'syc', 'syc', 'sg', 'sg', 'syc', 'sg', 'sg', 'syc', 'sg', 'sg', 'syc', 'sg', 'sg', 'syc', 'syc', 'sg', 'sg', 'syc', 'syc', 'sg', 'sg', 'syc', 'sg', 'sg', 'syc', 'sg', 'sg', 'syc', 'sg', 'sg', 'syc', 'syc', 'sg', 'sg', 'syc', 'syc', 'sg', 'sg', 'syc']"
7,normal,0.7045183610618772,0.649747299893689,30,27,425,266.25,"[300, 290, 60, 320, 290, 290, 290, 290]","[425, 425, 425, 425, 425, 425, 425, 425]",0.988037037037037,"[0.991, 0.991, 0.986, 0.986, 0.986, 0.986, 0.986, 0.986, 0.986, 0.986, 0.991, 0.991, 0.986, 0.986, 0.986, 0.986, 0.991, 0.991, 0.991, 0.986, 0.986, 0.986, 0.986, 0.991, 0.991, 0.991, 0.991]","[(14, 17), [14], [17], (14, 17), (5, 14), [5], [14], (5, 14), (12, 17), [12], [17], (12, 17), (4, 5), [4], [5], (4, 5), (13, 17), [13], [17], (13, 17), (0, 5), [0], [5], (0, 5), (5, 6), [5], [6], (5, 6), [5], [6], (5, 6), [5], [6], (0, 4), [0], [4], (0, 4), (4, 12), [4], [12], (4, 12), (5, 14), [5], [14], (5, 14), (12, 13), [12], [13], (12, 13), (5, 13), [5], [13], (5, 13), (0, 5), [0], [5], (0, 5)]","['syc', 'sg', 'sg', 'syc', 'syc', 'sg', 'sg', 'syc', 'syc', 'sg', 'sg', 'syc', 'syc', 'sg', 'sg', 'syc', 'syc', 'sg', 'sg', 'syc', 'syc', 'sg', 'sg', 'syc', 'syc', 'sg', 'sg', 'syc', 'sg', 'sg', 'syc', 'sg', 'sg', 'syc', 'sg', 'sg', 'syc', 'syc', 'sg', 'sg', 'syc', 'syc', 'sg', 'sg', 'syc', 'syc', 'sg', 'sg', 'syc', 'syc', 'sg', 'sg', 'syc', 'syc', 'sg', 'sg', 'syc']"
