compiler,#e,M,#gates,gate_spec,coupling
sabre_basic,5,10,"[[(3, 4), (6, 7), (8, 11)], [(0, 3), (4, 5)], [(2, 3), (5, 6)], [(1, 2), (6, 7)], [(2, 3), (5, 6)], [(0, 3)], [(3, 4)], [(2, 3)], [(1, 2), (0, 3)], [(2, 3)], [(3, 4)], [(4, 5), (0, 3)], [(5, 6), (3, 11)], [(6, 9), (3, 4), (11, 12)], [(2, 3), (6, 7)], [(3, 4)], [(2, 3), (4, 5)], [(0, 3)], [(0, 4)], [(4, 12)], [(4, 5)], [(5, 6)], [(6, 7)]]","[[' swap', ' swap', ' swap'], [' swap', ' swap'], [' swap', ' ZZ'], [' ZZ', ' swap'], [' swap', ' swap'], [' ZZ'], [' ZZ'], [' swap'], [' swap', ' ZZ'], [' swap'], [' swap'], [' ZZ swap', ' swap'], [' swap', ' ZZ'], [' ZZ swap', ' swap', ' swap'], [' ZZ', ' ZZ swap'], [' swap'], [' swap', ' ZZ swap'], [' ZZ'], [' ZZ'], [' swap'], [' swap'], [' ZZ swap'], [' ZZ']]","[[3, 12], [4, 12], [3, 11], [0, 3], [8, 10]]"
sabre_lookahead,5,10,"[[(1, 2), (3, 4)], [(2, 3), (4, 5)], [(0, 3), (5, 6)], [(3, 4), (6, 7)], [(0, 3), (4, 5), (6, 9)], [(2, 3), (5, 6)], [(1, 2), (0, 3), (4, 5), (6, 7)], [(2, 8), (5, 6)], [(1, 2)], [(2, 3)], [(2, 8), (3, 4)], [(4, 5), (2, 3)], [(0, 4), (5, 6)], [(4, 5), (6, 7)], [(3, 4), (5, 6)], [(6, 9), (0, 3)], [(6, 7)], [(5, 6)]]","[[' swap', ' swap'], [' swap', ' swap'], [' ZZ', ' swap'], [' swap', ' ZZ'], [' swap', ' ZZ', ' swap'], [' ZZ', ' swap'], [' ZZ', ' ZZ', ' ZZ', ' swap'], [' ZZ', ' ZZ'], [' swap'], [' swap'], [' swap', ' swap'], [' swap', ' swap'], [' swap', ' swap'], [' swap', ' ZZ'], [' ZZ', ' ZZ'], [' swap', ' ZZ'], [' ZZ'], [' ZZ']]","[[3, 12], [4, 12], [3, 11], [0, 3], [8, 10]]"
sabre_decay,5,10,"[[(1, 2), (3, 4)], [(2, 3), (4, 5)], [(0, 3), (5, 6)], [(3, 4), (6, 7)], [(0, 3), (4, 5), (6, 9)], [(2, 3), (5, 6)], [(1, 2), (0, 3), (6, 7)], [(2, 8), (6, 9)], [(2, 3)], [(1, 2), (3, 4)], [(2, 3), (4, 5)], [(0, 3), (5, 6)], [(0, 4), (2, 3), (6, 7)], [(4, 5), (6, 9)], [(3, 4)]]","[[' swap', ' swap'], [' swap', ' swap'], [' ZZ', ' swap'], [' swap', ' ZZ'], [' swap', ' ZZ swap', ' swap'], [' ZZ', ' ZZ'], [' ZZ', ' ZZ', ' ZZ'], [' ZZ swap', ' swap'], [' swap'], [' swap', ' swap'], [' ZZ', ' swap'], [' swap', ' swap'], [' swap', ' ZZ', ' ZZ'], [' ZZ swap', ' ZZ'], [' ZZ']]","[[3, 12], [4, 12], [3, 11], [0, 3], [8, 10]]"
sabre_basic,4,10,"[[(3, 4), (6, 7)], [(0, 3), (4, 5)], [(2, 3), (5, 6)], [(1, 2), (6, 7)], [(2, 3), (5, 6)], [(0, 3)], [(3, 4)], [(2, 3)], [(1, 2), (0, 3)], [(2, 3)], [(3, 4), (2, 8)], [(4, 5)], [(3, 4), (5, 6)], [(2, 3), (6, 9)], [(2, 8), (0, 3), (6, 7)], [(2, 3)], [(3, 4), (2, 8)], [(2, 3), (4, 5)], [(2, 8), (3, 4), (5, 6)], [(2, 3), (6, 7)], [(3, 4)], [(4, 5)], [(5, 6)]]","[[' swap', ' swap'], [' swap', ' swap'], [' swap', ' ZZ'], [' ZZ', ' swap'], [' swap', ' swap'], [' ZZ'], [' ZZ'], [' swap'], [' swap', ' ZZ'], [' swap'], [' swap', ' swap'], [' ZZ swap'], [' swap', ' swap'], [' swap', ' ZZ swap'], [' ZZ', ' ZZ', ' ZZ swap'], [' swap'], [' swap', ' swap'], [' ZZ', ' ZZ swap'], [' swap', ' ZZ', ' swap'], [' swap', ' swap'], [' swap'], [' ZZ swap'], [' ZZ']]","[[3, 12], [4, 13], [0, 3], [12, 17]]"
sabre_lookahead,4,10,"[[(1, 2), (3, 4)], [(2, 3), (4, 5)], [(0, 3), (5, 6)], [(3, 4), (6, 7)], [(0, 3), (4, 5), (6, 9)], [(2, 3), (5, 6)], [(1, 2), (0, 3), (4, 5), (6, 7)], [(2, 8), (5, 6)], [(1, 2)], [(2, 3)], [(2, 8), (3, 4)], [(4, 5), (2, 3)], [(0, 4), (5, 6)], [(4, 5), (6, 7)], [(3, 4), (5, 6)], [(6, 9), (0, 3)], [(6, 7)], [(5, 6)]]","[[' swap', ' swap'], [' swap', ' swap'], [' ZZ', ' swap'], [' swap', ' ZZ'], [' swap', ' ZZ', ' swap'], [' ZZ', ' swap'], [' ZZ', ' ZZ', ' ZZ', ' swap'], [' ZZ', ' ZZ'], [' swap'], [' swap'], [' swap', ' swap'], [' swap', ' swap'], [' swap', ' swap'], [' swap', ' ZZ'], [' ZZ', ' ZZ'], [' swap', ' ZZ'], [' ZZ'], [' ZZ']]","[[3, 12], [4, 13], [0, 3], [12, 17]]"
sabre_decay,4,10,"[[(1, 2), (3, 4)], [(2, 3), (4, 5)], [(0, 3), (5, 6)], [(3, 4), (6, 7)], [(0, 3), (4, 5), (6, 9)], [(2, 3), (5, 6)], [(1, 2), (0, 3), (6, 7)], [(2, 8), (6, 9)], [(2, 3)], [(1, 2), (3, 4)], [(2, 3), (4, 5)], [(0, 3), (5, 6)], [(0, 4), (2, 3), (6, 7)], [(4, 5), (6, 9)], [(3, 4)]]","[[' swap', ' swap'], [' swap', ' swap'], [' ZZ', ' swap'], [' swap', ' ZZ'], [' swap', ' ZZ swap', ' swap'], [' ZZ', ' ZZ'], [' ZZ', ' ZZ', ' ZZ'], [' ZZ swap', ' swap'], [' swap'], [' swap', ' swap'], [' ZZ', ' swap'], [' swap', ' swap'], [' swap', ' ZZ', ' ZZ'], [' ZZ swap', ' ZZ'], [' ZZ']]","[[3, 12], [4, 13], [0, 3], [12, 17]]"
sabre_basic,3,10,"[[(3, 4), (6, 7)], [(4, 5)], [(0, 4), (5, 6)], [(3, 4), (6, 7)], [(2, 3), (5, 6)], [(1, 2), (6, 9)], [(2, 3)], [(3, 4)], [(2, 3), (0, 4)], [(1, 2)], [(2, 3)], [(3, 4), (2, 8)], [(2, 3), (4, 5)], [(3, 4), (5, 6)], [(2, 3), (6, 7)], [(5, 6), (1, 2)], [(4, 5), (6, 7)], [(0, 4), (5, 6)], [(3, 4), (6, 9)], [(2, 3), (5, 6)], [(4, 5), (1, 2)], [(3, 4)], [(2, 3)]]","[[' swap', ' swap'], [' swap'], [' swap', ' ZZ'], [' swap', ' swap'], [' swap', ' swap'], [' ZZ', ' swap'], [' swap'], [' ZZ swap'], [' ZZ', ' ZZ'], [' swap'], [' swap'], [' swap', ' ZZ swap'], [' swap', ' ZZ swap'], [' swap', ' ZZ'], [' swap', ' ZZ swap'], [' swap', ' ZZ'], [' ZZ swap', ' swap'], [' swap', ' ZZ'], [' swap', ' swap'], [' swap', ' swap'], [' swap', ' ZZ'], [' ZZ swap'], [' ZZ']]","[[4, 12], [5, 13], [9, 16]]"
sabre_lookahead,3,10,"[[(1, 2), (3, 4)], [(2, 3), (4, 5)], [(3, 4), (5, 6)], [(0, 4), (6, 7)], [(4, 5), (6, 9)], [(5, 6)], [(4, 5)], [(0, 4), (5, 6)], [(3, 4), (6, 7)], [(2, 3)], [(1, 2), (3, 4)], [(2, 8)], [(1, 2)], [(2, 3)], [(3, 4), (2, 8)], [(4, 5)], [(3, 4), (5, 6)], [(2, 3), (4, 5), (6, 9)], [(5, 6), (3, 4)], [(6, 9)], [(6, 7)], [(5, 6)], [(4, 5)], [(3, 4)]]","[[' swap', ' swap'], [' swap', ' swap'], [' swap', ' swap'], [' ZZ', ' ZZ'], [' ZZ', ' swap'], [' swap'], [' ZZ'], [' swap', ' swap'], [' swap', ' ZZ'], [' ZZ'], [' ZZ', ' ZZ'], [' ZZ'], [' swap'], [' swap'], [' swap', ' swap'], [' ZZ'], [' ZZ swap', ' swap'], [' swap', ' swap', ' ZZ'], [' swap', ' swap'], [' ZZ'], [' swap'], [' swap'], [' ZZ'], [' ZZ']]","[[4, 12], [5, 13], [9, 16]]"
sabre_decay,3,10,"[[(1, 2), (3, 4)], [(2, 3), (4, 5)], [(3, 4), (5, 6)], [(0, 4), (6, 7)], [(4, 5), (6, 9)], [(0, 4), (5, 6)], [(3, 4), (6, 7)], [(2, 3)], [(1, 2), (3, 4)], [(2, 8)], [(2, 3)], [(1, 2), (3, 4)], [(4, 5), (2, 3)], [(0, 4), (5, 6)], [(3, 4), (6, 7)], [(5, 6), (2, 3)], [(6, 9)], [(5, 6)], [(4, 5)], [(3, 4)]]","[[' swap', ' swap'], [' swap', ' swap'], [' swap', ' swap'], [' ZZ', ' ZZ'], [' ZZ swap', ' swap'], [' swap', ' ZZ'], [' swap', ' ZZ'], [' ZZ'], [' ZZ', ' ZZ'], [' ZZ swap'], [' swap'], [' swap', ' swap'], [' swap', ' swap'], [' swap', ' swap'], [' ZZ', ' ZZ'], [' ZZ', ' ZZ swap'], [' swap'], [' swap'], [' ZZ swap'], [' ZZ']]","[[4, 12], [5, 13], [9, 16]]"
sabre_basic,2,10,"[[(3, 4), (6, 7)], [(4, 5)], [(0, 4), (5, 6)], [(3, 4), (6, 7)], [(2, 3), (5, 6)], [(1, 2), (6, 9)], [(2, 3)], [(3, 4)], [(2, 3), (0, 4)], [(1, 2)], [(2, 3)], [(3, 4), (2, 8)], [(2, 3), (4, 5)], [(3, 4), (5, 6)], [(2, 3), (6, 7)], [(5, 6), (1, 2)], [(4, 5), (6, 7)], [(0, 4), (5, 6)], [(3, 4), (6, 9)], [(2, 3), (5, 6)], [(4, 5), (1, 2)], [(3, 4)], [(2, 3)]]","[[' swap', ' swap'], [' swap'], [' swap', ' ZZ'], [' swap', ' swap'], [' swap', ' swap'], [' ZZ', ' swap'], [' swap'], [' ZZ swap'], [' ZZ', ' ZZ'], [' swap'], [' swap'], [' swap', ' ZZ swap'], [' swap', ' ZZ swap'], [' swap', ' ZZ'], [' swap', ' ZZ swap'], [' swap', ' ZZ'], [' ZZ swap', ' swap'], [' swap', ' ZZ'], [' swap', ' swap'], [' swap', ' swap'], [' swap', ' ZZ'], [' ZZ swap'], [' ZZ']]","[[4, 13], [6, 14]]"
