compiler,#e,M,#gates,gate_spec,coupling
sabre_basic,5,8,"[[(1, 2), (6, 7)], [(2, 3), (5, 6)], [(0, 5), (1, 2)], [(4, 5)], [(3, 4)], [(4, 5), (2, 3)], [(0, 5)], [(5, 6)], [(6, 7)], [(5, 6)], [(4, 5)], [(3, 4)], [(0, 4)], [(3, 4)], [(2, 3), (4, 5)], [(1, 2), (5, 6)], [(2, 3), (4, 5), (6, 7)], [(3, 4), (5, 6)], [(2, 3)], [(3, 4)], [(4, 5)]]","[[' swap', ' swap'], [' swap', ' swap'], [' ZZ', ' swap'], [' swap'], [' ZZ'], [' ZZ', ' swap'], [' swap'], [' swap'], [' ZZ'], [' swap'], [' swap'], [' ZZ'], [' swap'], [' ZZ swap'], [' swap', ' swap'], [' ZZ swap', ' swap'], [' ZZ', ' swap', ' ZZ swap'], [' swap', ' swap'], [' ZZ'], [' ZZ swap'], [' ZZ']]","[[4, 13], [4, 14], [5, 15], [5, 9], [0, 5]]"
sabre_lookahead,5,8,"[[(2, 3), (0, 5)], [(5, 6), (3, 4)], [(6, 7)], [(5, 6)], [(4, 5)], [(5, 6)], [(6, 7)], [(5, 6)], [(4, 5)], [(3, 4), (5, 6)], [(2, 3)], [(1, 2)], [(2, 3)], [(3, 4)], [(2, 3), (4, 5)], [(1, 2), (3, 4), (5, 6)], [(2, 3), (0, 4)], [(3, 4)], [(2, 3)], [(3, 4)], [(4, 5)], [(5, 6)]]","[[' swap', ' swap'], [' swap', ' swap'], [' ZZ'], [' ZZ'], [' swap'], [' ZZ'], [' swap'], [' swap'], [' swap'], [' swap', ' swap'], [' swap'], [' ZZ'], [' swap'], [' ZZ'], [' swap', ' ZZ'], [' swap', ' ZZ', ' ZZ'], [' ZZ', ' swap'], [' ZZ'], [' swap'], [' ZZ'], [' swap'], [' ZZ']]","[[4, 13], [4, 14], [5, 15], [5, 9], [0, 5]]"
sabre_decay,5,8,"[[(2, 3), (0, 5)], [(1, 2), (3, 4), (5, 6)], [(6, 7), (2, 3)], [(5, 6)], [(4, 5)], [(5, 6)], [(6, 7)], [(5, 6)], [(4, 5)], [(3, 4), (5, 6)], [(2, 3)], [(1, 2), (3, 4)], [(2, 3), (4, 5)], [(3, 4), (5, 6)], [(2, 3), (0, 4)], [(3, 4)], [(2, 3)], [(3, 4)], [(4, 5)], [(5, 6)]]","[[' swap', ' swap'], [' swap', ' swap', ' swap'], [' ZZ', ' swap'], [' ZZ'], [' swap'], [' ZZ'], [' swap'], [' swap'], [' swap'], [' ZZ swap', ' swap'], [' ZZ swap'], [' swap', ' swap'], [' swap', ' ZZ'], [' ZZ', ' ZZ'], [' ZZ', ' swap'], [' ZZ'], [' swap'], [' ZZ'], [' swap'], [' ZZ']]","[[4, 13], [4, 14], [5, 15], [5, 9], [0, 5]]"
sabre_basic,4,8,"[[(1, 2), (6, 7)], [(2, 3), (5, 6)], [(4, 5), (1, 2)], [(0, 4)], [(3, 4)], [(4, 5), (2, 3)], [(0, 4)], [(4, 5)], [(5, 6), (3, 4)], [(6, 7)], [(5, 6)], [(4, 5)], [(3, 4), (5, 6)], [(2, 3), (4, 5), (6, 7)], [(1, 2), (5, 6)], [(2, 3)], [(3, 4)], [(2, 3)], [(3, 4)], [(4, 5)]]","[[' swap', ' swap'], [' swap', ' swap'], [' swap', ' swap'], [' ZZ'], [' ZZ'], [' ZZ', ' swap'], [' swap'], [' swap'], [' swap', ' swap'], [' ZZ'], [' swap'], [' ZZ'], [' ZZ', ' swap'], [' swap', ' swap', ' swap'], [' ZZ swap', ' ZZ swap'], [' ZZ swap'], [' ZZ'], [' swap'], [' ZZ'], [' ZZ']]","[[3, 12], [3, 13], [3, 11], [1, 8]]"
sabre_lookahead,4,8,"[[(6, 7)], [(5, 6)], [(4, 5), (6, 7)], [(0, 4)], [(3, 4)], [(2, 3), (4, 5)], [(3, 4), (1, 2), (5, 6)], [(2, 3), (0, 4)], [(4, 5), (1, 2)], [(0, 4)], [(3, 4)], [(0, 4), (2, 3)], [(4, 5)], [(0, 4), (5, 6)], [(3, 4)], [(4, 5)], [(5, 6)], [(6, 7)], [(5, 6)], [(4, 5)], [(3, 4)]]","[[' swap'], [' swap'], [' swap', ' swap'], [' ZZ'], [' swap'], [' swap', ' swap'], [' swap', ' ZZ', ' swap'], [' ZZ', ' swap'], [' ZZ', ' swap'], [' ZZ'], [' swap'], [' ZZ', ' swap'], [' swap'], [' ZZ', ' ZZ'], [' swap'], [' swap'], [' ZZ'], [' ZZ swap'], [' ZZ swap'], [' swap'], [' ZZ']]","[[3, 12], [3, 13], [3, 11], [1, 8]]"
sabre_decay,4,8,"[[(6, 7), (0, 4)], [(5, 6)], [(4, 5)], [(3, 4), (5, 6)], [(2, 3), (6, 7)], [(3, 4), (1, 2)], [(4, 5)], [(0, 4), (5, 6)], [(3, 4), (6, 7)], [(2, 3)], [(3, 4), (1, 2)], [(4, 5)], [(3, 4), (5, 6)], [(2, 3), (0, 4)], [(3, 4)], [(2, 3)], [(3, 4)], [(4, 5)], [(5, 6)]]","[[' swap', ' swap'], [' swap'], [' ZZ swap'], [' swap', ' swap'], [' swap', ' ZZ'], [' swap', ' ZZ'], [' swap'], [' swap', ' ZZ'], [' swap', ' swap'], [' ZZ'], [' swap', ' swap'], [' ZZ'], [' ZZ', ' ZZ'], [' ZZ', ' swap'], [' ZZ'], [' swap'], [' ZZ'], [' swap'], [' ZZ']]","[[3, 12], [3, 13], [3, 11], [1, 8]]"
sabre_basic,7,8,"[[(6, 7), (1, 2)], [(5, 6)], [(0, 5)], [(0, 3), (5, 6)], [(2, 3), (6, 7)], [(5, 6), (3, 4)], [(0, 5), (6, 7)], [(0, 3)], [(2, 3), (0, 5)], [(1, 2), (3, 4), (5, 6)], [(2, 3)], [(1, 2)], [(2, 3)], [(0, 3)], [(0, 4)], [(0, 5)], [(0, 3), (5, 6)], [(2, 3), (4, 5), (6, 7)], [(1, 2), (5, 6)], [(2, 3), (6, 7)], [(3, 13)], [(5, 13)], [(5, 6)]]","[[' swap', ' swap'], [' swap'], [' ZZ swap'], [' swap', ' swap'], [' ZZ', ' ZZ'], [' swap', ' ZZ'], [' swap', ' swap'], [' swap'], [' swap', ' swap'], [' ZZ', ' swap', ' swap'], [' swap'], [' ZZ'], [' swap'], [' ZZ'], [' ZZ'], [' swap'], [' swap', ' swap'], [' swap', ' swap', ' ZZ'], [' ZZ', ' swap'], [' swap', ' ZZ swap'], [' swap'], [' swap'], [' ZZ']]","[[3, 12], [3, 13], [4, 13], [5, 13], [0, 3], [0, 5], [12, 17]]"
sabre_lookahead,7,8,"[[(0, 5), (2, 3)], [(5, 6), (0, 3)], [(6, 7)], [(5, 6)], [(0, 5)], [(5, 6)], [(6, 7)], [(5, 6)], [(0, 5)], [(0, 3), (5, 6)], [(2, 3)], [(1, 2)], [(2, 3)], [(3, 4)], [(2, 3), (4, 5)], [(1, 2), (3, 4), (5, 6)], [(2, 3)], [(0, 3)], [(2, 3)], [(0, 3)], [(0, 5)], [(5, 6)]]","[[' swap', ' swap'], [' swap', ' swap'], [' ZZ'], [' ZZ'], [' swap'], [' ZZ'], [' swap'], [' swap'], [' swap'], [' swap', ' swap'], [' swap'], [' ZZ'], [' swap'], [' ZZ'], [' swap', ' ZZ'], [' swap', ' ZZ', ' ZZ'], [' ZZ'], [' ZZ'], [' swap'], [' ZZ'], [' swap'], [' ZZ']]","[[3, 12], [3, 13], [4, 13], [5, 13], [0, 3], [0, 5], [12, 17]]"
sabre_decay,7,8,"[[(2, 3), (0, 5)], [(1, 2), (0, 3), (5, 6)], [(2, 3), (6, 7)], [(5, 6), (1, 2)], [(0, 5)], [(5, 6)], [(6, 7)], [(5, 6)], [(0, 5)], [(0, 3)], [(0, 4), (2, 3)], [(4, 5)], [(5, 6)], [(4, 5)], [(3, 4), (5, 6)], [(2, 3), (4, 5)], [(1, 2)], [(2, 3)], [(1, 2)], [(2, 3)], [(3, 4)]]","[[' swap', ' swap'], [' swap', ' swap', ' swap'], [' swap', ' ZZ'], [' ZZ', ' swap'], [' swap'], [' ZZ'], [' swap'], [' swap'], [' swap'], [' ZZ'], [' ZZ', ' swap'], [' swap'], [' ZZ'], [' swap'], [' ZZ', ' ZZ'], [' ZZ', ' swap'], [' swap'], [' ZZ'], [' ZZ'], [' swap'], [' ZZ']]","[[3, 12], [3, 13], [4, 13], [5, 13], [0, 3], [0, 5], [12, 17]]"
sabre_basic,3,8,"[[(1, 2), (6, 7)], [(2, 3), (5, 6)], [(4, 5), (1, 2)], [(0, 4)], [(3, 4)], [(4, 5), (2, 3)], [(0, 4)], [(4, 5)], [(5, 6), (3, 4)], [(6, 7)], [(5, 6)], [(4, 5)], [(3, 4), (5, 6)], [(2, 3), (4, 5), (6, 7)], [(1, 2), (5, 6)], [(2, 3)], [(3, 4)], [(2, 3)], [(3, 4)], [(4, 5)]]","[[' swap', ' swap'], [' swap', ' swap'], [' swap', ' swap'], [' ZZ'], [' ZZ'], [' ZZ', ' swap'], [' swap'], [' swap'], [' swap', ' swap'], [' ZZ'], [' swap'], [' ZZ'], [' ZZ', ' swap'], [' swap', ' swap', ' swap'], [' ZZ swap', ' ZZ swap'], [' ZZ swap'], [' ZZ'], [' swap'], [' ZZ'], [' ZZ']]","[[5, 13], [5, 15], [5, 9]]"
