compiler,#e,M,gates,gate_spec,coupling
tket,1,12,"[[(3, 11), (0, 4)], [(4, 5), (8, 11), (2, 3)], [(5, 6), (1, 2), (0, 4), (10, 11)], [(2, 3), (6, 7)], [(3, 4)], [(3, 11), (4, 5)], [(3, 4), (5, 6), (8, 11)], [(4, 5), (2, 3), (11, 12), (6, 7)], [(3, 11), (0, 4), (5, 6)], [(3, 4), (11, 12), (6, 7)], [(8, 11), (4, 5)], [(5, 6), (3, 11), (2, 8)], [(4, 5)], [(3, 4)]]","[[' ZZ', ' ZZ'], [' swap', ' ZZ', ' ZZ swap'], [' ZZ', ' ZZ swap', ' ZZ', ' ZZ swap'], [' swap', ' swap'], [' swap'], [' swap', ' swap'], [' swap', ' swap', ' swap'], [' swap', ' ZZ', ' ZZ', ' ZZ'], [' swap', ' ZZ', ' swap'], [' ZZ', ' swap', ' ZZ'], [' ZZ', ' ZZ'], [' swap', ' swap', ' ZZ'], [' swap'], [' ZZ']]","[[3, 11]]"
tket,0,12,"[[(3, 11), (0, 4)], [(4, 5), (8, 11), (2, 3)], [(5, 6), (1, 2), (0, 4), (10, 11)], [(2, 3), (6, 7)], [(3, 4)], [(3, 11), (4, 5)], [(3, 4), (5, 6), (8, 11)], [(4, 5), (2, 3), (11, 12), (6, 7)], [(3, 11), (0, 4), (5, 6)], [(3, 4), (11, 12), (6, 7)], [(8, 11), (4, 5)], [(5, 6), (3, 11), (2, 8)], [(4, 5)], [(3, 4)]]","[[' ZZ', ' ZZ'], [' swap', ' ZZ', ' ZZ swap'], [' ZZ', ' ZZ swap', ' ZZ', ' ZZ swap'], [' swap', ' swap'], [' swap'], [' swap', ' swap'], [' swap', ' swap', ' swap'], [' swap', ' ZZ', ' ZZ', ' ZZ'], [' swap', ' ZZ', ' swap'], [' ZZ', ' swap', ' ZZ'], [' ZZ', ' ZZ'], [' swap', ' swap', ' ZZ'], [' swap'], [' ZZ']]",[]
