compiler,#e,M,#gates,gate_spec,coupling
sabre_basic,5,8,"[[(5, 6), (1, 8)], [(4, 5)], [(3, 4)], [(3, 8)], [(3, 4)], [(4, 5)], [(0, 4), (5, 6)], [(4, 5), (6, 7)], [(0, 4), (5, 6)], [(3, 4)], [(2, 3)], [(3, 4)], [(3, 8)], [(3, 4)], [(4, 5), (3, 8)], [(5, 6)], [(4, 5)], [(3, 4)]]","[[' swap', ' swap'], [' ZZ'], [' swap'], [' ZZ'], [' swap'], [' swap'], [' ZZ', ' swap'], [' ZZ', ' ZZ swap'], [' swap', ' swap'], [' ZZ swap'], [' ZZ swap'], [' ZZ'], [' swap'], [' ZZ swap'], [' ZZ', ' swap'], [' ZZ swap'], [' swap'], [' ZZ']]","[[3, 8], [8, 12], [3, 12], [1, 8], [8, 10]]"
sabre_lookahead,5,8,"[[(5, 6), (1, 8)], [(3, 8), (4, 5)], [(3, 4)], [(4, 5)], [(0, 4), (5, 6)], [(4, 5), (6, 7)], [(0, 4)], [(3, 4)], [(3, 8)], [(2, 3)], [(2, 8)], [(3, 8)], [(3, 4)], [(4, 5)], [(5, 6)], [(4, 5)], [(3, 4)], [(2, 3)]]","[[' swap', ' swap'], [' swap', ' ZZ'], [' ZZ'], [' swap'], [' ZZ', ' swap'], [' ZZ', ' ZZ swap'], [' swap'], [' swap'], [' ZZ'], [' ZZ'], [' ZZ'], [' swap'], [' ZZ'], [' swap'], [' ZZ swap'], [' ZZ'], [' swap'], [' ZZ']]","[[3, 8], [8, 12], [3, 12], [1, 8], [8, 10]]"
sabre_decay,5,8,"[[(5, 6), (1, 8)], [(3, 8), (4, 5)], [(3, 4)], [(4, 5)], [(0, 4), (5, 6)], [(4, 5), (6, 7)], [(0, 4)], [(3, 4)], [(3, 8)], [(2, 3)], [(2, 8)], [(3, 8)], [(3, 4)], [(4, 5)], [(5, 6)], [(4, 5)], [(3, 4)], [(2, 3)]]","[[' swap', ' swap'], [' swap', ' ZZ'], [' ZZ'], [' swap'], [' ZZ', ' swap'], [' ZZ', ' ZZ swap'], [' swap'], [' swap'], [' ZZ'], [' ZZ'], [' ZZ'], [' swap'], [' ZZ'], [' swap'], [' ZZ swap'], [' ZZ'], [' swap'], [' ZZ']]","[[3, 8], [8, 12], [3, 12], [1, 8], [8, 10]]"
sabre_basic,4,8,"[[(5, 6)], [(4, 5)], [(3, 4)], [(2, 3)], [(1, 2)], [(2, 3)], [(3, 4)], [(4, 5)], [(0, 4), (5, 6)], [(4, 5), (6, 7)], [(0, 4), (5, 6)], [(3, 4)], [(2, 3)], [(1, 2), (3, 4)], [(2, 3), (4, 5)], [(3, 4)], [(2, 3)], [(3, 4)], [(4, 5)], [(5, 6)], [(4, 5)]]","[[' swap'], [' ZZ'], [' swap'], [' swap'], [' ZZ'], [' swap'], [' swap'], [' swap'], [' ZZ', ' swap'], [' ZZ', ' ZZ swap'], [' swap', ' swap'], [' ZZ swap'], [' ZZ swap'], [' swap', ' ZZ swap'], [' ZZ', ' swap'], [' swap'], [' ZZ'], [' swap'], [' swap'], [' ZZ swap'], [' ZZ']]","[[5, 13], [5, 14], [9, 14], [14, 17]]"
sabre_lookahead,4,8,"[[(1, 2), (5, 6)], [(2, 3), (4, 5)], [(3, 4)], [(4, 5)], [(0, 4), (5, 6)], [(4, 5), (6, 7)], [(0, 4)], [(3, 4)], [(2, 3)], [(1, 2)], [(2, 3)], [(1, 2)], [(2, 3)], [(3, 4), (1, 2)], [(4, 5)], [(5, 6)], [(4, 5)], [(3, 4)], [(2, 3)]]","[[' swap', ' swap'], [' swap', ' ZZ'], [' ZZ'], [' swap'], [' ZZ', ' swap'], [' ZZ', ' ZZ swap'], [' swap'], [' swap'], [' ZZ'], [' swap'], [' ZZ'], [' ZZ swap'], [' swap'], [' ZZ', ' swap'], [' swap'], [' ZZ swap'], [' ZZ'], [' swap'], [' ZZ']]","[[5, 13], [5, 14], [9, 14], [14, 17]]"
sabre_decay,4,8,"[[(1, 2), (5, 6)], [(2, 3), (4, 5)], [(3, 4)], [(4, 5)], [(0, 4), (5, 6)], [(4, 5), (6, 7)], [(0, 4)], [(3, 4)], [(2, 3)], [(1, 2)], [(2, 3)], [(1, 2)], [(2, 3)], [(3, 4), (1, 2)], [(4, 5)], [(5, 6)], [(4, 5)], [(3, 4)], [(2, 3)]]","[[' swap', ' swap'], [' swap', ' ZZ'], [' ZZ'], [' swap'], [' ZZ', ' swap'], [' ZZ', ' ZZ swap'], [' swap'], [' swap'], [' ZZ'], [' swap'], [' ZZ'], [' ZZ swap'], [' swap'], [' ZZ', ' swap'], [' swap'], [' ZZ swap'], [' ZZ'], [' swap'], [' ZZ']]","[[5, 13], [5, 14], [9, 14], [14, 17]]"
sabre_basic,7,8,"[[(1, 2), (5, 6)], [(2, 3), (4, 5)], [(3, 4)], [(4, 5)], [(0, 4), (5, 6)], [(0, 3), (4, 5), (6, 7)], [(2, 3)], [(1, 2)], [(2, 3)], [(0, 3)], [(0, 4)], [(4, 5)], [(5, 6)], [(4, 5), (6, 7)], [(5, 6)], [(4, 5)], [(3, 4)], [(2, 3)]]","[[' swap', ' swap'], [' swap', ' ZZ'], [' ZZ'], [' swap'], [' ZZ', ' swap'], [' swap', ' ZZ', ' ZZ'], [' ZZ swap'], [' ZZ swap'], [' ZZ'], [' ZZ'], [' swap'], [' swap'], [' swap'], [' swap', ' ZZ swap'], [' ZZ'], [' swap'], [' swap'], [' ZZ']]","[[3, 8], [3, 12], [3, 13], [4, 14], [0, 3], [12, 17], [14, 17]]"
sabre_lookahead,7,8,"[[(1, 2), (5, 6)], [(2, 3), (4, 5)], [(3, 4)], [(4, 5)], [(0, 4), (5, 6)], [(0, 3), (4, 5), (6, 7)], [(2, 3), (5, 6)], [(1, 2)], [(2, 3)], [(1, 2), (0, 3)], [(2, 3)], [(1, 2)], [(2, 3)], [(3, 4)], [(2, 3), (4, 5)], [(3, 4), (5, 6)], [(4, 5)], [(5, 6)]]","[[' swap', ' swap'], [' swap', ' ZZ'], [' ZZ'], [' swap'], [' ZZ', ' swap'], [' swap', ' ZZ', ' ZZ swap'], [' ZZ', ' swap'], [' swap'], [' ZZ'], [' ZZ', ' swap'], [' swap'], [' ZZ'], [' swap'], [' swap'], [' swap', ' ZZ'], [' swap', ' ZZ'], [' swap'], [' ZZ']]","[[3, 8], [3, 12], [3, 13], [4, 14], [0, 3], [12, 17], [14, 17]]"
sabre_decay,7,8,"[[(1, 2), (5, 6)], [(2, 3), (4, 5)], [(3, 4)], [(4, 5)], [(0, 4), (5, 6)], [(0, 3), (4, 5), (6, 7)], [(2, 3), (5, 6)], [(1, 2)], [(2, 3)], [(1, 2), (0, 3)], [(2, 3)], [(1, 2)], [(2, 3)], [(3, 4)], [(2, 3), (4, 5)], [(3, 4), (5, 6)], [(4, 5)]]","[[' swap', ' swap'], [' swap', ' ZZ'], [' ZZ'], [' swap'], [' ZZ', ' swap'], [' swap', ' ZZ', ' ZZ swap'], [' ZZ', ' swap'], [' swap'], [' ZZ'], [' ZZ', ' swap'], [' swap'], [' ZZ'], [' swap'], [' swap'], [' swap', ' ZZ'], [' swap', ' ZZ swap'], [' ZZ']]","[[3, 8], [3, 12], [3, 13], [4, 14], [0, 3], [12, 17], [14, 17]]"
sabre_basic,3,8,"[[(5, 6)], [(4, 5)], [(3, 4)], [(2, 3)], [(1, 2)], [(2, 3)], [(3, 4)], [(4, 5)], [(0, 4), (5, 6)], [(4, 5), (6, 7)], [(0, 4), (5, 6)], [(3, 4)], [(2, 3)], [(3, 4), (1, 2)], [(4, 12)], [(4, 5), (2, 12)], [(4, 12)], [(4, 5)], [(5, 6)], [(4, 5)], [(3, 4)]]","[[' swap'], [' ZZ'], [' swap'], [' swap'], [' ZZ'], [' swap'], [' swap'], [' swap'], [' ZZ', ' swap'], [' ZZ', ' ZZ swap'], [' swap', ' swap'], [' ZZ swap'], [' ZZ swap'], [' ZZ', ' swap'], [' swap'], [' swap', ' ZZ swap'], [' ZZ'], [' swap'], [' ZZ swap'], [' swap'], [' ZZ']]","[[8, 12], [4, 12], [2, 12]]"
sabre_lookahead,3,8,"[[(5, 6)], [(4, 5)], [(4, 12)], [(2, 12), (0, 4)], [(4, 5), (1, 2)], [(3, 4), (5, 6)], [(2, 3), (4, 12), (6, 7)], [(2, 12), (3, 4), (5, 6)], [(1, 2), (4, 5), (6, 7)], [(2, 3)], [(3, 4)], [(4, 5)], [(4, 12), (5, 6)], [(4, 5)], [(5, 6)]]","[[' swap'], [' ZZ'], [' swap'], [' swap', ' swap'], [' ZZ', ' ZZ'], [' ZZ', ' ZZ'], [' swap', ' ZZ', ' swap'], [' ZZ', ' swap', ' swap'], [' ZZ swap', ' ZZ', ' swap'], [' swap'], [' swap'], [' ZZ'], [' swap', ' ZZ'], [' swap'], [' ZZ']]","[[8, 12], [4, 12], [2, 12]]"
sabre_decay,3,8,"[[(5, 6)], [(4, 5)], [(4, 12)], [(2, 12), (0, 4)], [(4, 5), (1, 2)], [(3, 4), (5, 6)], [(2, 3), (4, 12), (6, 7)], [(2, 12), (3, 4), (5, 6)], [(1, 2), (4, 5), (6, 7)], [(2, 3)], [(3, 4)], [(4, 5)], [(4, 12), (5, 6)], [(4, 5)]]","[[' swap'], [' ZZ'], [' swap'], [' swap', ' swap'], [' ZZ', ' ZZ'], [' ZZ', ' ZZ'], [' swap', ' ZZ', ' swap'], [' ZZ', ' swap', ' swap'], [' ZZ swap', ' ZZ', ' swap'], [' swap'], [' swap'], [' ZZ'], [' swap', ' ZZ swap'], [' ZZ']]","[[8, 12], [4, 12], [2, 12]]"
sabre_basic,2,8,"[[(5, 6)], [(4, 5)], [(3, 4)], [(2, 3)], [(1, 2)], [(2, 3)], [(3, 4)], [(4, 5)], [(0, 4), (5, 6)], [(4, 5), (6, 7)], [(0, 4), (5, 6)], [(3, 4)], [(2, 3)], [(1, 2), (3, 4)], [(2, 3), (4, 5)], [(3, 4)], [(2, 3)], [(3, 4)], [(4, 5)], [(5, 6)], [(4, 5)]]","[[' swap'], [' ZZ'], [' swap'], [' swap'], [' ZZ'], [' swap'], [' swap'], [' swap'], [' ZZ', ' swap'], [' ZZ', ' ZZ swap'], [' swap', ' swap'], [' ZZ swap'], [' ZZ swap'], [' swap', ' ZZ swap'], [' ZZ', ' swap'], [' swap'], [' ZZ'], [' swap'], [' swap'], [' ZZ swap'], [' ZZ']]","[[3, 12], [8, 10]]"
sabre_lookahead,2,8,"[[(1, 2), (5, 6)], [(2, 3), (4, 5)], [(3, 4)], [(4, 5)], [(0, 4), (5, 6)], [(4, 5), (6, 7)], [(0, 4)], [(3, 4)], [(2, 3)], [(1, 2)], [(2, 3)], [(1, 2)], [(2, 3)], [(3, 4), (1, 2)], [(4, 5)], [(5, 6)], [(4, 5)], [(3, 4)], [(2, 3)]]","[[' swap', ' swap'], [' swap', ' ZZ'], [' ZZ'], [' swap'], [' ZZ', ' swap'], [' ZZ', ' ZZ swap'], [' swap'], [' swap'], [' ZZ'], [' swap'], [' ZZ'], [' ZZ swap'], [' swap'], [' ZZ', ' swap'], [' swap'], [' ZZ swap'], [' ZZ'], [' swap'], [' ZZ']]","[[3, 12], [8, 10]]"
sabre_decay,2,8,"[[(1, 2), (5, 6)], [(2, 3), (4, 5)], [(3, 4)], [(4, 5)], [(0, 4), (5, 6)], [(4, 5), (6, 7)], [(0, 4)], [(3, 4)], [(2, 3)], [(1, 2)], [(2, 3)], [(1, 2)], [(2, 3)], [(3, 4), (1, 2)], [(4, 5)], [(5, 6)], [(4, 5)], [(3, 4)], [(2, 3)]]","[[' swap', ' swap'], [' swap', ' ZZ'], [' ZZ'], [' swap'], [' ZZ', ' swap'], [' ZZ', ' ZZ swap'], [' swap'], [' swap'], [' ZZ'], [' swap'], [' ZZ'], [' ZZ swap'], [' swap'], [' ZZ', ' swap'], [' swap'], [' ZZ swap'], [' ZZ'], [' swap'], [' ZZ']]","[[3, 12], [8, 10]]"
