mode,#e,M,gates,gate_spec,coupling
transition,9,10,"[[(0, 4)], [(0, 5)], [(5, 13), (0, 3)], [(12, 13), (5, 14)], [(5, 9), (12, 17)], [(4, 5), (14, 17)], [(3, 4), (14, 15), (5, 13)], [(14, 17), (3, 12)], [(14, 15)], [(5, 14)]]","[[' ZZ'], [' ZZ'], [' ZZ', ' ZZ'], [' ZZ', ' ZZ'], [' swap', ' ZZ'], [' ZZ', ' ZZ'], [' ZZ', ' swap', ' ZZ'], [' ZZ', ' ZZ'], [' ZZ'], [' ZZ']]","[[3, 12], [5, 13], [5, 14], [5, 15], [5, 9], [0, 3], [0, 5], [12, 17], [14, 17]]"
normal,9,10,"[[(13, 17)], [(5, 13), (14, 17)], [(0, 5), (12, 13)], [(0, 3), (5, 9), (12, 17)], [(0, 5), (3, 4)], [(5, 14), (3, 12)], [(4, 5)], [(5, 9)], [(5, 15)], [(9, 15)], [(14, 15)]]","[[' ZZ'], [' ZZ', ' ZZ'], [' ZZ', ' ZZ'], [' ZZ', ' ZZ', ' ZZ'], [' swap', ' ZZ'], [' ZZ', ' ZZ'], [' swap'], [' ZZ'], [' ZZ'], [' ZZ'], [' ZZ']]","[[3, 12], [5, 13], [5, 14], [5, 15], [5, 9], [0, 3], [0, 5], [12, 17], [14, 17]]"
transition,5,10,"[[(9, 16)], [(5, 9)], [(9, 16), (5, 14)], [(13, 14), (4, 5), (15, 16)], [(5, 6), (3, 13)], [(5, 9), (13, 14), (3, 4)], [(9, 15), (0, 4), (5, 13)], [(3, 4), (14, 15)], [(0, 4)], [(4, 5)]]","[[' ZZ'], [' ZZ'], [' swap', ' ZZ'], [' ZZ', ' ZZ', ' ZZ'], [' swap', ' ZZ'], [' ZZ', ' swap', ' ZZ'], [' ZZ', ' swap', ' ZZ'], [' ZZ', ' ZZ'], [' ZZ'], [' ZZ']]","[[3, 13], [5, 13], [5, 14], [5, 9], [9, 16]]"
normal,5,10,"[[(12, 13)], [(13, 14)], [(3, 13), (5, 14)], [(5, 9), (14, 15), (12, 13)], [(5, 6), (9, 16)], [(5, 9), (15, 16)], [(4, 5), (9, 16)], [(5, 13), (9, 15)], [(3, 13), (5, 6)], [(3, 4), (5, 9)]]","[[' ZZ'], [' ZZ'], [' ZZ', ' ZZ'], [' ZZ', ' ZZ', ' swap'], [' swap', ' ZZ'], [' swap', ' ZZ'], [' swap', ' ZZ'], [' ZZ', ' ZZ'], [' ZZ', ' ZZ'], [' ZZ', ' ZZ']]","[[3, 13], [5, 13], [5, 14], [5, 9], [9, 16]]"
transition,4,10,"[[(9, 15)], [(5, 15), (6, 9)], [(5, 14), (15, 16)], [(13, 14), (4, 5), (9, 15)], [(12, 13), (5, 6)], [(13, 14), (4, 12)], [(0, 4), (5, 13), (14, 15)], [(4, 12)], [(0, 4)], [(4, 5)]]","[[' ZZ'], [' ZZ', ' ZZ'], [' ZZ', ' ZZ swap'], [' ZZ', ' ZZ', ' ZZ'], [' ZZ', ' swap'], [' swap', ' ZZ'], [' swap', ' ZZ', ' ZZ'], [' ZZ'], [' ZZ'], [' ZZ']]","[[4, 12], [5, 13], [5, 14], [5, 15]]"
