compiler,#e,M,#gates,gate_spec,coupling
sabre_basic,5,10,"[[(6, 7), (2, 3), (9, 15)], [(5, 6)], [(4, 5)], [(0, 4)], [(4, 5)], [(0, 4), (5, 6)], [(3, 4), (6, 7)], [(2, 3), (6, 14)], [(2, 8), (4, 14), (6, 7)], [(2, 3), (6, 14)], [(2, 8), (3, 4), (13, 14)], [(8, 11), (2, 3), (6, 14)], [(11, 12), (4, 14), (1, 2)], [(3, 4), (14, 15), (12, 13)], [(0, 4), (2, 3)], [(4, 5)], [(3, 4)], [(2, 3), (4, 14)], [(3, 4)], [(0, 4)], [(4, 13)], [(4, 14)], [(0, 4)]]","[[' swap', ' swap', ' swap'], [' swap'], [' swap'], [' ZZ'], [' swap'], [' swap', ' swap'], [' ZZ swap', ' ZZ'], [' swap', ' swap'], [' ZZ', ' swap', ' swap'], [' swap', ' swap'], [' ZZ', ' swap', ' swap'], [' swap', ' swap', ' swap'], [' swap', ' swap', ' ZZ swap'], [' swap', ' swap', ' ZZ'], [' ZZ', ' ZZ'], [' ZZ swap'], [' ZZ'], [' swap', ' swap'], [' ZZ'], [' ZZ'], [' ZZ'], [' swap'], [' ZZ']]","[[3, 12], [4, 13], [4, 14], [6, 14], [14, 17]]"
sabre_lookahead,5,10,"[[(2, 3), (6, 7)], [(6, 14), (1, 2)], [(4, 14), (6, 7)], [(0, 4)], [(4, 5)], [(3, 4), (5, 6)], [(2, 3), (0, 4)], [(3, 4), (2, 8)], [(4, 5)], [(3, 4)], [(2, 3), (4, 14)], [(3, 4), (1, 2), (14, 15)], [(2, 3), (0, 4), (9, 15)], [(3, 4)], [(2, 3), (4, 5)], [(2, 8), (3, 4), (5, 6)], [(1, 2), (4, 5), (6, 9)], [(5, 6), (2, 3)], [(4, 5), (6, 9)], [(3, 4)]]","[[' swap', ' swap'], [' swap', ' swap'], [' swap', ' swap'], [' ZZ'], [' swap'], [' swap', ' ZZ'], [' swap', ' ZZ'], [' swap', ' swap'], [' ZZ'], [' ZZ'], [' swap', ' swap'], [' swap', ' swap', ' swap'], [' swap', ' ZZ', ' ZZ'], [' ZZ'], [' ZZ swap', ' swap'], [' ZZ swap', ' swap', ' ZZ'], [' ZZ', ' swap', ' swap'], [' ZZ', ' swap'], [' swap', ' ZZ'], [' ZZ']]","[[3, 12], [4, 13], [4, 14], [6, 14], [14, 17]]"
sabre_decay,5,10,"[[(6, 7), (0, 4)], [(6, 14)], [(4, 14), (6, 7)], [(3, 4), (6, 14)], [(2, 3)], [(1, 2)], [(2, 3)], [(2, 8), (3, 4)], [(1, 2), (4, 14)], [(2, 3)], [(2, 8), (3, 4)], [(2, 3), (4, 5)], [(3, 4), (5, 6)], [(0, 4), (6, 9)], [(3, 4)], [(2, 3), (0, 4)], [(4, 5), (2, 8)], [(5, 6)], [(4, 5)], [(3, 4)], [(2, 3)], [(3, 4)], [(4, 5)], [(5, 6)]]","[[' swap', ' swap'], [' swap'], [' ZZ', ' swap'], [' swap', ' ZZ'], [' ZZ'], [' swap'], [' swap'], [' ZZ', ' swap'], [' swap', ' ZZ'], [' swap'], [' ZZ', ' ZZ'], [' swap', ' swap'], [' swap', ' swap'], [' ZZ', ' ZZ swap'], [' ZZ'], [' ZZ', ' swap'], [' swap', ' swap'], [' ZZ'], [' swap'], [' ZZ'], [' swap'], [' swap'], [' ZZ'], [' ZZ']]","[[3, 12], [4, 13], [4, 14], [6, 14], [14, 17]]"
sabre_basic,4,10,"[[(6, 7), (2, 3)], [(5, 6)], [(4, 5)], [(0, 4)], [(4, 5)], [(0, 4), (5, 6)], [(3, 4), (6, 7)], [(3, 8)], [(2, 8)], [(2, 3)], [(3, 4)], [(0, 4), (3, 8)], [(4, 5)], [(5, 6)], [(4, 5), (6, 7)], [(3, 4), (5, 6)], [(2, 3), (4, 5), (6, 9)], [(1, 2), (5, 6)], [(2, 8), (4, 5), (6, 7)], [(1, 2), (5, 6)], [(2, 3), (6, 7)], [(3, 4)], [(2, 3), (4, 5)], [(1, 2), (0, 4)], [(2, 3)], [(3, 4)], [(4, 5)], [(5, 6)], [(4, 5)], [(3, 4)]]","[[' swap', ' swap'], [' swap'], [' swap'], [' ZZ'], [' swap'], [' swap', ' swap'], [' ZZ swap', ' ZZ'], [' ZZ'], [' ZZ'], [' swap'], [' swap'], [' ZZ', ' swap'], [' ZZ'], [' swap'], [' swap', ' swap'], [' swap', ' swap'], [' swap', ' ZZ', ' swap'], [' ZZ', ' swap'], [' swap', ' swap', ' swap'], [' ZZ', ' swap'], [' swap', ' swap'], [' swap'], [' swap', ' ZZ'], [' ZZ', ' swap'], [' swap'], [' ZZ'], [' ZZ'], [' swap'], [' swap'], [' ZZ']]","[[3, 8], [3, 12], [4, 14], [12, 17]]"
sabre_lookahead,4,10,"[[(2, 3), (0, 4), (6, 7)], [(4, 5), (1, 2)], [(3, 4), (5, 6)], [(2, 3), (4, 5), (6, 7)], [(3, 4), (1, 2)], [(4, 5)], [(3, 4), (5, 6)], [(4, 5), (3, 8), (6, 9)], [(0, 4), (2, 8), (5, 6)], [(3, 4)], [(2, 3), (0, 4)], [(1, 2), (3, 4)], [(2, 3), (4, 5)], [(5, 6), (3, 8)], [(4, 5), (6, 7)], [(3, 4)], [(4, 5), (2, 3)], [(5, 6)], [(6, 7)]]","[[' swap', ' swap', ' swap'], [' swap', ' swap'], [' swap', ' ZZ'], [' swap', ' ZZ', ' ZZ'], [' swap', ' swap'], [' swap'], [' swap', ' ZZ'], [' ZZ', ' ZZ', ' swap'], [' swap', ' ZZ', ' ZZ'], [' swap'], [' ZZ', ' swap'], [' ZZ swap', ' swap'], [' ZZ', ' swap'], [' ZZ', ' swap'], [' swap', ' swap'], [' swap'], [' swap', ' ZZ'], [' ZZ'], [' ZZ']]","[[3, 8], [3, 12], [4, 14], [12, 17]]"
sabre_decay,4,10,"[[(2, 3), (0, 4), (6, 7)], [(4, 5), (1, 2)], [(3, 4), (5, 6)], [(2, 3), (4, 5), (6, 7)], [(3, 4), (1, 2)], [(4, 5)], [(3, 4), (5, 6)], [(4, 5), (3, 8), (6, 9)], [(2, 8), (0, 4), (5, 6)], [(3, 8)], [(3, 4)], [(2, 3), (4, 5)], [(0, 4), (1, 2), (5, 6)], [(3, 4), (6, 7)], [(2, 3), (4, 5)], [(3, 4), (5, 6)], [(2, 3)]]","[[' swap', ' swap', ' swap'], [' swap', ' swap'], [' swap', ' ZZ'], [' swap', ' ZZ', ' ZZ'], [' swap', ' swap'], [' swap'], [' swap', ' ZZ'], [' ZZ', ' ZZ', ' swap'], [' ZZ', ' swap', ' ZZ'], [' swap'], [' swap'], [' ZZ', ' swap'], [' swap', ' ZZ swap', ' swap'], [' swap', ' ZZ swap'], [' ZZ', ' ZZ'], [' swap', ' ZZ'], [' ZZ']]","[[3, 8], [3, 12], [4, 14], [12, 17]]"
sabre_basic,3,10,"[[(6, 7), (2, 3), (9, 15)], [(5, 6), (14, 15)], [(4, 5), (13, 14)], [(0, 4)], [(4, 5)], [(0, 4), (5, 6)], [(3, 4), (6, 7)], [(2, 3), (0, 4)], [(2, 8)], [(2, 3)], [(3, 4)], [(4, 5)], [(3, 4), (5, 6)], [(2, 3), (4, 5), (6, 7)], [(3, 4), (5, 6)], [(2, 3), (4, 5)], [(0, 4), (1, 2)], [(3, 4)], [(2, 3)], [(3, 4)], [(4, 5), (3, 13)], [(5, 6), (2, 3)], [(3, 4), (6, 7)], [(4, 5)], [(5, 6)], [(4, 5), (6, 7)], [(3, 4)]]","[[' swap', ' swap', ' swap'], [' swap', ' swap'], [' swap', ' swap'], [' ZZ'], [' swap'], [' swap', ' swap'], [' ZZ swap', ' ZZ'], [' swap', ' swap'], [' ZZ swap'], [' ZZ'], [' ZZ'], [' swap'], [' ZZ', ' swap'], [' swap', ' swap', ' swap'], [' swap', ' swap'], [' swap', ' ZZ'], [' swap', ' ZZ swap'], [' swap'], [' ZZ'], [' swap'], [' swap', ' swap'], [' ZZ', ' ZZ'], [' swap', ' swap'], [' swap'], [' ZZ'], [' swap', ' ZZ'], [' ZZ']]","[[3, 13], [3, 11], [12, 17]]"
sabre_lookahead,3,10,"[[(0, 4), (2, 3), (6, 7), (8, 11)], [(4, 5)], [(3, 4), (5, 6)], [(3, 11), (4, 5), (6, 7)], [(3, 4)], [(2, 3), (4, 5)], [(3, 4), (5, 6), (1, 2)], [(4, 5), (6, 7)], [(3, 4), (5, 6)], [(2, 3), (0, 4), (6, 9)], [(3, 11), (1, 2)], [(3, 4)], [(2, 3)], [(1, 2), (3, 4)], [(4, 5), (2, 3)], [(0, 4), (5, 6)], [(4, 5)], [(5, 6)], [(4, 5), (6, 9)], [(3, 4)]]","[[' swap', ' swap', ' swap', ' swap'], [' swap'], [' swap', ' ZZ'], [' swap', ' ZZ', ' ZZ'], [' swap'], [' swap', ' ZZ'], [' ZZ', ' swap', ' swap'], [' swap', ' swap'], [' swap', ' ZZ'], [' ZZ', ' ZZ', ' swap'], [' swap', ' ZZ'], [' ZZ'], [' swap'], [' ZZ', ' swap'], [' swap', ' swap'], [' swap', ' ZZ'], [' swap'], [' ZZ'], [' swap', ' ZZ'], [' ZZ']]","[[3, 13], [3, 11], [12, 17]]"
sabre_decay,3,10,"[[(2, 3), (0, 4), (6, 7), (8, 11)], [(4, 5), (1, 2)], [(3, 4), (5, 6)], [(2, 3), (4, 5), (6, 7)], [(3, 4)], [(4, 5)], [(3, 4), (5, 6)], [(4, 5), (6, 9), (3, 11)], [(2, 3), (0, 4), (5, 6)], [(1, 2)], [(2, 3)], [(3, 4)], [(2, 3), (4, 5)], [(1, 2), (0, 4), (5, 6)], [(2, 3), (6, 7)], [(1, 2), (3, 4)], [(2, 3), (4, 5)], [(3, 4), (5, 6)]]","[[' swap', ' swap', ' swap', ' swap'], [' swap', ' swap'], [' swap', ' ZZ'], [' swap', ' ZZ', ' ZZ'], [' swap'], [' swap'], [' swap', ' ZZ'], [' ZZ', ' swap', ' ZZ swap'], [' swap', ' swap', ' ZZ'], [' ZZ'], [' swap'], [' swap'], [' swap', ' swap'], [' ZZ', ' swap', ' swap'], [' swap', ' ZZ swap'], [' ZZ', ' swap'], [' ZZ swap', ' ZZ'], [' ZZ', ' ZZ']]","[[3, 13], [3, 11], [12, 17]]"
sabre_basic,2,10,"[[(6, 7), (2, 3), (9, 15)], [(5, 6), (14, 15)], [(4, 5), (13, 14)], [(0, 4), (12, 13)], [(4, 5)], [(0, 4), (5, 6)], [(3, 4), (6, 7)], [(2, 3), (0, 4), (5, 6)], [(2, 8)], [(2, 3)], [(2, 8), (3, 4)], [(2, 3), (4, 5)], [(2, 8), (3, 4), (5, 6)], [(2, 3), (4, 5), (8, 11)], [(0, 4), (1, 2)], [(3, 4)], [(2, 3), (4, 5)], [(1, 2), (5, 6)], [(2, 3), (6, 7)], [(1, 2), (3, 4)], [(2, 12), (4, 13)], [(11, 12)], [(12, 13)], [(4, 13), (11, 12)], [(4, 5)], [(5, 6)]]","[[' swap', ' swap', ' swap'], [' swap', ' swap'], [' swap', ' swap'], [' ZZ', ' swap'], [' swap'], [' swap', ' swap'], [' ZZ swap', ' ZZ'], [' swap', ' swap', ' swap'], [' ZZ'], [' swap'], [' ZZ', ' swap'], [' ZZ swap', ' swap'], [' swap', ' swap', ' swap'], [' swap', ' ZZ', ' swap'], [' swap', ' ZZ'], [' swap'], [' swap', ' swap'], [' ZZ', ' swap'], [' swap', ' ZZ swap'], [' swap', ' ZZ'], [' ZZ', ' swap'], [' ZZ'], [' swap'], [' swap', ' ZZ'], [' swap'], [' ZZ']]","[[4, 13], [2, 12]]"
